layer,head,method,k,n_bits_per_dim,bits_per_vector,budget,eff_rank_90,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
28,6,subspace_k64_fixed,64,8,512,4bit_budget,23,1.281128806518312,0.8856163700202153,0.18098570467668743,0.31262589929932466,0.828125
28,6,subspace_adaptive,23,22,506,4bit_budget,23,12.688545880859301,2.781183456744622,1.5515305866028837,0.9062320382583305,0.51953125
28,7,full_dim,128,2,256,2bit_budget,30,31.303318136199785,4.406789293686519,3.7737026698400493,1.178380691847774,0.37890625
28,7,subspace_k64_fixed,64,4,256,2bit_budget,30,7.126822630930983,2.0913907651860915,0.9836236155328644,0.7073133399636651,0.6328125
28,7,subspace_adaptive,30,9,270,2bit_budget,30,13.740578182309218,2.9174587347271346,1.9678423691268399,0.9725492442530114,0.484375
28,7,full_dim,128,4,512,4bit_budget,30,1.2118884955155687,0.8666322717347306,0.15086690265330083,0.29151281528102935,0.85546875
28,7,subspace_k64_fixed,64,8,512,4bit_budget,30,5.758370889772231,1.877442897367521,0.7667854813856805,0.6469568918147919,0.66015625
28,7,subspace_adaptive,30,17,510,4bit_budget,30,13.74535091965704,2.917796682051729,1.9693570907949332,0.972988382169944,0.484375
29,0,full_dim,128,2,256,2bit_budget,32,66.5458929255431,6.395605312983996,5.471566407374157,1.1581371454765563,0.42578125
29,0,subspace_k64_fixed,64,4,256,2bit_budget,32,16.72241154007672,3.181124642975832,1.5068061228619407,0.7053867931374562,0.640625
29,0,subspace_adaptive,32,8,256,2bit_budget,32,27.817721172565058,4.128679316898079,2.313540333505844,0.9365054368835304,0.52734375
29,0,full_dim,128,4,512,4bit_budget,32,2.489018011580897,1.241335610696535,0.2448052535718995,0.30775525501132633,0.84765625
29,0,subspace_k64_fixed,64,8,512,4bit_budget,32,13.921380468182559,2.910503340121161,1.2275891000369796,0.6628856675281134,0.68359375
29,0,subspace_adaptive,32,16,512,4bit_budget,32,27.82291411241502,4.128771047804685,2.3188315652775926,0.939345765367068,0.51953125
29,1,full_dim,128,2,256,2bit_budget,52,16.168882431265374,3.170621275015975,2.9604383618170984,1.2492681077521381,0.33984375
29,1,subspace_k64_fixed,64,4,256,2bit_budget,52,6.957011193613412,2.073841089055441,1.3957436258823328,0.9793091793876763,0.5078125
29,1,subspace_adaptive,52,5,260,2bit_budget,52,8.16206498310177,2.2457892448749828,1.7012788884164785,1.0908529763127068,0.41796875
29,1,full_dim,128,4,512,4bit_budget,52,0.6230658949455639,0.6218252757306657,0.14032705593042138,0.3249183049643916,0.8046875
29,1,subspace_k64_fixed,64,8,512,4bit_budget,52,6.465714340391301,1.9980542647943849,1.2855269295268408,0.923422843341831,0.52734375
29,1,subspace_adaptive,52,10,520,4bit_budget,52,8.060305312311034,2.2326002382990118,1.6542821909114083,1.0834954475243506,0.41796875
29,2,full_dim,128,2,256,2bit_budget,28,88.94567635588709,7.3867572311439975,6.004428184183974,1.1886818154612921,0.40625
29,2,subspace_k64_fixed,64,4,256,2bit_budget,28,16.052212017144296,3.136809995035712,1.1898817356044167,0.6729405348899633,0.66796875
29,2,subspace_adaptive,28,9,252,2bit_budget,28,35.51276370113635,4.651684588878297,3.196027354832378,1.0259647042604152,0.4609375
29,2,full_dim,128,4,512,4bit_budget,28,3.5870888381470603,1.481208998952995,0.2763447926257271,0.3183511346113389,0.83203125
29,2,subspace_k64_fixed,64,8,512,4bit_budget,28,12.609475933812469,2.7718120547254967,1.0175479165452197,0.6245455767702974,0.68359375
29,2,subspace_adaptive,28,18,504,4bit_budget,28,35.49986433007011,4.6508152534417295,3.1936648826813285,1.0256359366366745,0.4609375
29,3,full_dim,128,2,256,2bit_budget,40,24.100642977353345,3.841283311360902,4.250345766553422,1.3939081311179575,0.28125
29,3,subspace_k64_fixed,64,4,256,2bit_budget,40,6.784145242459459,2.0394197294470873,1.1304442229428107,0.8473931186490891,0.515625
29,3,subspace_adaptive,40,6,240,2bit_budget,40,10.047838215817855,2.4751306441538468,1.8243782843814047,1.0042327837849077,0.4609375
29,3,full_dim,128,4,512,4bit_budget,40,0.8993706160694082,0.745696195480108,0.17029330783352392,0.3331494856496144,0.8359375
29,3,subspace_k64_fixed,64,8,512,4bit_budget,40,6.049169798574966,1.9140592119253743,0.9949696331843938,0.7928228024781461,0.53125
29,3,subspace_adaptive,40,13,520,4bit_budget,40,10.006161905221653,2.4706441175438334,1.816304816046861,1.001574876936668,0.47265625
29,4,full_dim,128,2,256,2bit_budget,28,51.69221635029973,5.646650551867532,4.27683255201887,1.1322742400920398,0.41015625
29,4,subspace_k64_fixed,64,4,256,2bit_budget,28,7.466034846002404,2.1410057190922864,0.691424810134715,0.551709885136949,0.7109375
29,4,subspace_adaptive,28,9,252,2bit_budget,28,21.54029552316873,3.6167729055166733,2.010339566884051,0.9530443682545717,0.49609375
29,4,full_dim,128,4,512,4bit_budget,28,2.010920481273466,1.117703513999379,0.23672390354357373,0.3316847765051227,0.80859375
29,4,subspace_k64_fixed,64,8,512,4bit_budget,28,5.584253858135733,1.844354807906567,0.5521955861954226,0.48704027632986135,0.73046875
29,4,subspace_adaptive,28,18,504,4bit_budget,28,21.53550884852044,3.6164798254048094,2.0106646135398476,0.9524017266945609,0.49609375
29,5,full_dim,128,2,256,2bit_budget,47,24.06984374917863,3.8377001467488663,4.092512126302063,1.2852312829794248,0.31640625
29,5,subspace_k64_fixed,64,4,256,2bit_budget,47,9.701554922004716,2.437804963640623,1.6267854334482035,0.9879281077255748,0.46875
29,5,subspace_adaptive,47,5,235,2bit_budget,47,11.604952242583247,2.682477960293362,1.9993893211593037,1.0794388745176304,0.40234375
29,5,full_dim,128,4,512,4bit_budget,47,0.9244399609297709,0.7527442275395025,0.16682233514410433,0.3320851451921929,0.80859375
29,5,subspace_k64_fixed,64,8,512,4bit_budget,47,8.901277734261345,2.3347705947075426,1.4852491635805696,0.9723286785467491,0.46875
29,5,subspace_adaptive,47,11,517,4bit_budget,47,11.464243711821513,2.6640063002157395,1.970923504403768,1.0648189204570664,0.421875
29,6,full_dim,128,2,256,2bit_budget,30,74.3367701307792,6.794941931272301,5.933672192973193,1.1881226882828828,0.38671875
29,6,subspace_k64_fixed,64,4,256,2bit_budget,30,16.129809466092674,3.1652313291014327,1.260624708583437,0.679499355422789,0.671875
29,6,subspace_adaptive,30,9,270,2bit_budget,30,31.130625643414042,4.386033269375281,2.654951861812365,0.9164989612496139,0.546875
29,6,full_dim,128,4,512,4bit_budget,30,3.1731722277060475,1.3966108781943338,0.25387731018694853,0.31366787640259597,0.8359375
29,6,subspace_k64_fixed,64,8,512,4bit_budget,30,12.903970320770531,2.8290636659062214,0.9910588968622157,0.643418070537338,0.69140625
29,6,subspace_adaptive,30,17,510,4bit_budget,30,31.118106058732046,4.385081904886447,2.649210465696832,0.9155770328026698,0.546875
29,7,full_dim,128,2,256,2bit_budget,48,23.899661979489835,3.820112001082801,3.3891877859309094,1.180799640292294,0.40234375
29,7,subspace_k64_fixed,64,4,256,2bit_budget,48,9.368457611328658,2.391393136270334,1.5831918768838151,0.9401452650503276,0.49609375
29,7,subspace_adaptive,48,5,240,2bit_budget,48,12.983890498068284,2.8057003417483566,2.1977074047543943,1.0833138378937877,0.41796875
29,7,full_dim,128,4,512,4bit_budget,48,0.9530996100166298,0.7658065131575158,0.14968078245210928,0.2963125410807794,0.84375
29,7,subspace_k64_fixed,64,8,512,4bit_budget,48,8.495645360259939,2.2777491021561063,1.4605287924869057,0.9191845739446938,0.4921875
29,7,subspace_adaptive,48,11,528,4bit_budget,48,12.792107334598287,2.785214016485104,2.12867350382275,1.0666779577497185,0.3984375
30,0,full_dim,128,2,256,2bit_budget,38,144.5644209857094,9.41394983475113,8.339879400493853,1.314744842520163,0.34375
30,0,subspace_k64_fixed,64,4,256,2bit_budget,38,42.616766131272605,5.113843785498899,2.7848377096343846,0.8782477451765075,0.5390625
30,0,subspace_adaptive,38,7,266,2bit_budget,38,65.47775289486165,6.322690262241815,4.6580992636535665,1.1030441097788244,0.453125
30,0,full_dim,128,4,512,4bit_budget,38,5.431870073749826,1.830781480420924,0.30050753128336716,0.29741159891225194,0.83203125
30,0,subspace_k64_fixed,64,8,512,4bit_budget,38,36.75339944364056,4.745182186051288,2.402328157774953,0.8197915697846041,0.578125
30,0,subspace_adaptive,38,13,494,4bit_budget,38,65.50133555502545,6.324487938043784,4.664410537175863,1.10581191727948,0.4609375
30,1,full_dim,128,2,256,2bit_budget,36,57.72071744339303,5.976807776675824,4.940534199611141,1.191852165539694,0.4140625
30,1,subspace_k64_fixed,64,4,256,2bit_budget,36,15.356720003183192,3.04967826019956,1.4433044680714455,0.7197794447254675,0.625
30,1,subspace_adaptive,36,7,252,2bit_budget,36,24.680290746250346,3.8864464873228446,2.137773802378013,0.8826995455122257,0.55859375
30,1,full_dim,128,4,512,4bit_budget,36,2.3101140501536546,1.1885108307442418,0.22323721481972586,0.28971498897648484,0.83203125
30,1,subspace_k64_fixed,64,8,512,4bit_budget,36,12.801362101624969,2.7811016150951007,1.2863969020494244,0.6872606296911571,0.6484375
30,1,subspace_adaptive,36,14,504,4bit_budget,36,24.72458294031786,3.8895832079937582,2.1401074788474554,0.8836024594426646,0.5546875
30,2,full_dim,128,2,256,2bit_budget,24,293.23524693900015,13.504811183491098,9.161078304121471,1.2171396575156808,0.390625
30,2,subspace_k64_fixed,64,4,256,2bit_budget,24,32.137263455437584,4.465837614649948,1.3168370653524768,0.4838871735135906,0.75390625
30,2,subspace_adaptive,24,11,264,2bit_budget,24,113.96067034643316,8.344957366436876,4.678483560676284,0.9696007417757719,0.51171875
30,2,full_dim,128,4,512,4bit_budget,24,11.294515083638448,2.643296301433824,0.4414348208263047,0.3348991826461032,0.8046875
30,2,subspace_k64_fixed,64,8,512,4bit_budget,24,19.927531165447807,3.517243609469882,0.8194012359811074,0.41077793223906256,0.78515625
30,2,subspace_adaptive,24,21,504,4bit_budget,24,113.97555852913368,8.34554166174268,4.679934141636517,0.9693943871719719,0.51171875
30,3,full_dim,128,2,256,2bit_budget,45,54.52085007167911,5.773628813446027,3.722281319534732,1.0620785032327293,0.46875
30,3,subspace_k64_fixed,64,4,256,2bit_budget,45,19.086682592289982,3.3943764258064513,1.892901784532692,0.827380183506834,0.5703125
30,3,subspace_adaptive,45,6,270,2bit_budget,45,26.090594204469866,3.972632425496089,2.5162538769779283,0.945858066760865,0.515625
30,3,full_dim,128,4,512,4bit_budget,45,2.2920443844000324,1.1820389345339637,0.21068408614565443,0.29338752359712106,0.8515625
30,3,subspace_k64_fixed,64,8,512,4bit_budget,45,17.114154747079578,3.2166545274971656,1.620407032344898,0.7694197763151225,0.59765625
30,3,subspace_adaptive,45,11,495,4bit_budget,45,25.99554644146787,3.965701742194714,2.524212420051474,0.9506613523002805,0.5234375
30,4,full_dim,128,2,256,2bit_budget,49,39.791049429564495,4.938254157109194,4.394887628326073,1.2488694865444687,0.35546875
30,4,subspace_k64_fixed,64,4,256,2bit_budget,49,15.977839400797391,3.1221068383208146,2.0237743376528345,0.9728421449446897,0.5234375
30,4,subspace_adaptive,49,5,245,2bit_budget,49,20.379267070212784,3.520749078826824,2.53393057927155,1.0575851552486717,0.46875
30,4,full_dim,128,4,512,4bit_budget,49,1.5511487541872566,0.9733555110593506,0.1832137058288888,0.3384971043932873,0.796875
30,4,subspace_k64_fixed,64,8,512,4bit_budget,49,14.767174510380222,3.0002241171778117,1.8890648425588663,0.9354518859083909,0.5546875
30,4,subspace_adaptive,49,10,490,4bit_budget,49,19.870919004733143,3.4775882528852406,2.514473676177953,1.0540406438024936,0.46875
30,5,full_dim,128,2,256,2bit_budget,32,95.85076869882077,7.714775240893793,6.052231527681641,1.1035384897604774,0.44140625
30,5,subspace_k64_fixed,64,4,256,2bit_budget,32,23.261983504192585,3.7876933066108283,1.9259277604868612,0.7614023110230601,0.59765625
30,5,subspace_adaptive,32,8,256,2bit_budget,32,43.6133489150715,5.195122676205798,3.5926509770818225,1.0485194331685284,0.45703125
30,5,full_dim,128,4,512,4bit_budget,32,3.892544158369411,1.5527717033880668,0.3043674114043742,0.3436551823790826,0.8046875
30,5,subspace_k64_fixed,64,8,512,4bit_budget,32,19.77268937797789,3.497368911451992,1.7099899040064928,0.7227749165213005,0.62109375
30,5,subspace_adaptive,32,16,512,4bit_budget,32,43.56596334030357,5.191956364035157,3.583268647897846,1.0474734971991284,0.46484375
30,6,full_dim,128,2,256,2bit_budget,51,32.31402148185356,4.489549682264615,3.689983924397745,1.1671820113884288,0.40234375
30,6,subspace_k64_fixed,64,4,256,2bit_budget,51,14.985632233080773,3.0286414257704606,1.81127843132926,0.9399189033919604,0.53125
30,6,subspace_adaptive,51,5,255,2bit_budget,51,18.44662668774819,3.3516766782767,2.1942777451519726,1.022195874154694,0.4609375
30,6,full_dim,128,4,512,4bit_budget,51,1.2512894342337284,0.8790707089110736,0.14362159844114936,0.2778003826404719,0.85546875
30,6,subspace_k64_fixed,64,8,512,4bit_budget,51,13.816826880849273,2.9096828018651744,1.5602040339769732,0.8781592782438947,0.55078125
30,6,subspace_adaptive,51,10,510,4bit_budget,51,18.079126792826422,3.3206199396030973,2.19128057065829,1.022080665517785,0.46875
30,7,full_dim,128,2,256,2bit_budget,36,147.71365286143202,9.470554394617924,8.109054390744303,1.2811900919859769,0.359375
30,7,subspace_k64_fixed,64,4,256,2bit_budget,36,39.058619929489,4.820624649239284,2.4146634289171693,0.8267029765028402,0.578125
30,7,subspace_adaptive,36,7,252,2bit_budget,36,62.58409975464399,6.163305081947506,3.776682743024808,0.93405426871803,0.546875
30,7,full_dim,128,4,512,4bit_budget,36,5.636445175641591,1.8403427094324125,0.4219629988088992,0.39238003330423765,0.78125
30,7,subspace_k64_fixed,64,8,512,4bit_budget,36,34.59599280731854,4.522911037388763,2.2473644708287117,0.8052325782566938,0.58203125
30,7,subspace_adaptive,36,14,504,4bit_budget,36,62.53226386602308,6.163306067639488,3.794896168303839,0.9336512894111204,0.54296875
31,0,full_dim,128,2,256,2bit_budget,40,67.32927395103762,6.429989203173259,5.284436764379746,1.1328655292060936,0.42578125
31,0,subspace_k64_fixed,64,4,256,2bit_budget,40,18.76322180970367,3.4005155787973287,1.8624390196266198,0.8602743209001331,0.5546875
31,0,subspace_adaptive,40,6,240,2bit_budget,40,28.693470395374927,4.192633143419021,2.6554545313781794,1.0234054174297404,0.46875
31,0,full_dim,128,4,512,4bit_budget,40,2.5348404083755307,1.250679864645941,0.28872221079735805,0.33681870808746583,0.83203125
31,0,subspace_k64_fixed,64,8,512,4bit_budget,40,16.277709465891803,3.1531654884047096,1.6431905217375615,0.8159977347759897,0.59765625
31,0,subspace_adaptive,40,13,520,4bit_budget,40,28.574287993047278,4.182206012204804,2.6651454018190206,1.0279274970021608,0.45703125
31,1,full_dim,128,2,256,2bit_budget,37,103.55015858475113,8.041475700794544,6.311029284332539,1.1798927942068977,0.41015625
31,1,subspace_k64_fixed,64,4,256,2bit_budget,37,23.676846430706068,3.822311987056846,1.6162796509128767,0.7097856813280414,0.625
31,1,subspace_adaptive,37,7,259,2bit_budget,37,51.59612201857812,5.645496614040116,3.4247585727436873,1.0392588611348856,0.46484375
31,1,full_dim,128,4,512,4bit_budget,37,4.075572190342569,1.5908530941020156,0.2971983912086435,0.3120406702376117,0.82421875
31,1,subspace_k64_fixed,64,8,512,4bit_budget,37,19.54759088005806,3.464611647086592,1.2883398280041787,0.648442257747722,0.65625
31,1,subspace_adaptive,37,14,518,4bit_budget,37,51.54956065722011,5.642043658856018,3.421560305201429,1.036788733148788,0.46875
31,2,full_dim,128,2,256,2bit_budget,44,42.618343958920306,5.134771356196547,4.693007339005204,1.2497995671815567,0.36328125
31,2,subspace_k64_fixed,64,4,256,2bit_budget,44,14.17175616875542,2.9474091777348637,1.8141385742203706,0.9110706841042295,0.51953125
31,2,subspace_adaptive,44,6,264,2bit_budget,44,20.101832060915978,3.519048170559577,2.2413072164633,0.968214070464051,0.52734375
31,2,full_dim,128,4,512,4bit_budget,44,1.748463618485404,1.0399314315011212,0.19737685851884837,0.31264335820306965,0.84375
31,2,subspace_k64_fixed,64,8,512,4bit_budget,44,12.786158624490746,2.791630584438961,1.5305997359616068,0.8535121634369918,0.546875
31,2,subspace_adaptive,44,12,528,4bit_budget,44,20.020112489083754,3.5110299241421177,2.263306711878603,0.9743616325961004,0.51953125
31,3,full_dim,128,2,256,2bit_budget,46,56.43313384414907,5.873023150210523,4.889841573066089,1.1193356213803545,0.4296875
31,3,subspace_k64_fixed,64,4,256,2bit_budget,46,19.13471658796597,3.4287734103511305,1.6360522177286125,0.7209269038577917,0.63671875
31,3,subspace_adaptive,46,6,276,2bit_budget,46,25.495978838333127,3.974531631668473,2.2011257361425467,0.8253183455540817,0.5703125
31,3,full_dim,128,4,512,4bit_budget,46,2.1617114560045767,1.154581816903299,0.20142824402340068,0.27230020701033564,0.859375
31,3,subspace_k64_fixed,64,8,512,4bit_budget,46,16.62849421869004,3.1929309920219655,1.50076535490258,0.7095166426954966,0.63671875
31,3,subspace_adaptive,46,11,506,4bit_budget,46,25.3193622408747,3.9603436602647477,2.1986718654127264,0.8311525758888716,0.5703125
31,4,full_dim,128,2,256,2bit_budget,23,214.78549042224128,11.497273713442787,8.446057686142971,1.2449940241122848,0.3515625
31,4,subspace_k64_fixed,64,4,256,2bit_budget,23,24.18295031068525,3.854062722334323,1.0401286387750566,0.47112130486998843,0.75
31,4,subspace_adaptive,23,11,253,2bit_budget,23,94.56392754522801,7.626603432251,4.255069805935928,0.9090273231660091,0.5703125
31,4,full_dim,128,4,512,4bit_budget,23,9.03876575489016,2.3633947689706343,0.463906832289097,0.29323946003895196,0.8515625
31,4,subspace_k64_fixed,64,8,512,4bit_budget,23,16.08122678755036,3.117738800300505,0.6814561984624,0.3812360543119011,0.8046875
31,4,subspace_adaptive,23,22,506,4bit_budget,23,94.56563372536395,7.626728576547421,4.2566266424185795,0.9094463948278685,0.56640625
31,5,full_dim,128,2,256,2bit_budget,51,45.10052051593142,5.2878072985972775,4.6882106469266365,1.2386720063166696,0.359375
31,5,subspace_k64_fixed,64,4,256,2bit_budget,51,17.35702752327125,3.2809502740518615,2.1214550362886895,0.9758474965033568,0.49609375
31,5,subspace_adaptive,51,5,255,2bit_budget,51,21.36299628920483,3.642763804982514,2.353913393556081,1.0271334881623302,0.4609375
31,5,full_dim,128,4,512,4bit_budget,51,1.84912506522218,1.0672978219861537,0.19131859440421917,0.31694873100180637,0.82421875
31,5,subspace_k64_fixed,64,8,512,4bit_budget,51,15.54184025074058,3.106980518490528,1.7520094068828165,0.8986676752607714,0.5390625
31,5,subspace_adaptive,51,10,510,4bit_budget,51,21.11264980946794,3.6186229285725853,2.3685469573611906,1.0260273130906115,0.48046875
31,6,full_dim,128,2,256,2bit_budget,44,46.39622836647631,5.369157265753612,4.318785013699446,1.233481595092913,0.3828125
31,6,subspace_k64_fixed,64,4,256,2bit_budget,44,18.38591117977148,3.3522731005729867,2.0877374469891903,0.9467214028756784,0.48828125
31,6,subspace_adaptive,44,6,264,2bit_budget,44,23.61829247605301,3.8087025890985604,2.4381908607408613,1.054119525915397,0.4375
31,6,full_dim,128,4,512,4bit_budget,44,1.8963096536386166,1.0844271157251901,0.23861050147429919,0.35430462402990753,0.80859375
31,6,subspace_k64_fixed,64,8,512,4bit_budget,44,16.49544201995493,3.1738157556561992,1.8087144036074483,0.9282904831026797,0.5
31,6,subspace_adaptive,44,12,528,4bit_budget,44,23.48373373496218,3.797614111954057,2.4488960061207807,1.0557764309477764,0.43359375
31,7,full_dim,128,2,256,2bit_budget,46,51.356156992834606,5.607988103245967,4.812825901606375,1.2554040296966278,0.3671875
31,7,subspace_k64_fixed,64,4,256,2bit_budget,46,17.7269296723014,3.279827914733896,1.9168075756596252,0.9026007790413957,0.5390625
31,7,subspace_adaptive,46,6,276,2bit_budget,46,24.847128820857336,3.8792303547429876,2.616587924667017,1.107155927811255,0.4296875
31,7,full_dim,128,4,512,4bit_budget,46,1.8489429523165075,1.0668452503302248,0.19382458151425153,0.3220146771172256,0.84375
31,7,subspace_k64_fixed,64,8,512,4bit_budget,46,16.02855704422609,3.120897989615417,1.633999959898085,0.8219171596264077,0.58984375
31,7,subspace_adaptive,46,11,506,4bit_budget,46,24.652444512374952,3.866098276909406,2.5802567897465636,1.0922342236067917,0.4296875
32,0,full_dim,128,2,256,2bit_budget,42,162.43854473538863,9.937396219673438,7.487107070315824,1.2030028501113075,0.3984375
32,0,subspace_k64_fixed,64,4,256,2bit_budget,42,61.97367706932809,6.057400479107481,2.625450880656979,0.8222061787680025,0.60546875
32,0,subspace_adaptive,42,6,252,2bit_budget,42,88.40483251670989,7.226783480960975,5.048910016975592,1.0502938061795175,0.44921875
32,0,full_dim,128,4,512,4bit_budget,42,6.168544425238394,1.9349659773402506,0.3890430060693696,0.3101962726074803,0.8515625
32,0,subspace_k64_fixed,64,8,512,4bit_budget,42,56.10076064774947,5.736474296670334,2.329996321208798,0.7828003023823769,0.58984375
32,0,subspace_adaptive,42,12,504,4bit_budget,42,88.4885478257167,7.229422323621707,5.108223106208733,1.0563170437020148,0.453125
32,1,full_dim,128,2,256,2bit_budget,46,214.45872574175522,11.570100228946348,8.676261823926046,1.2288913350758381,0.3828125
32,1,subspace_k64_fixed,64,4,256,2bit_budget,46,80.13548481787285,7.017238383818228,4.2824790545763385,0.9274891490544633,0.53125
32,1,subspace_adaptive,46,6,276,2bit_budget,46,105.4055924670206,8.043323625770036,5.188953366758605,1.0920982026174564,0.45703125
32,1,full_dim,128,4,512,4bit_budget,46,8.93492446222541,2.36021752649897,0.5227170286232532,0.35435019544963764,0.83203125
32,1,subspace_k64_fixed,64,8,512,4bit_budget,46,71.0441936841207,6.605666425538175,3.7408454480133724,0.8902786974902581,0.56640625
32,1,subspace_adaptive,46,11,506,4bit_budget,46,105.18339765594207,8.035522122579966,5.165074075208981,1.084216951576072,0.45703125
32,2,full_dim,128,2,256,2bit_budget,34,355.7488557453084,14.80413323114868,10.815715793844788,1.3187915319687114,0.3359375
32,2,subspace_k64_fixed,64,4,256,2bit_budget,34,82.79814226485951,7.109970405965546,3.702112106534289,0.8397606751413056,0.57421875
32,2,subspace_adaptive,34,8,272,2bit_budget,34,144.23658757167473,9.41780636338438,5.658139290522404,1.005334249961038,0.5078125
32,2,full_dim,128,4,512,4bit_budget,34,14.15205190607367,2.946328151397364,0.5500746996579513,0.33572633680020625,0.85546875
32,2,subspace_k64_fixed,64,8,512,4bit_budget,34,69.15601874456632,6.489835887363077,2.8322050258815405,0.726693664725177,0.62890625
32,2,subspace_adaptive,34,15,510,4bit_budget,34,144.17180907393504,9.416432553031768,5.655166986463652,1.0078936920866681,0.49609375
32,3,full_dim,128,2,256,2bit_budget,49,136.39161322836884,9.211613641138179,6.332445539073808,1.1518276346736527,0.4140625
32,3,subspace_k64_fixed,64,4,256,2bit_budget,49,52.73578830422065,5.710427064263325,3.746025928379122,1.019733313347632,0.484375
32,3,subspace_adaptive,49,5,245,2bit_budget,49,68.24393287830055,6.489524654895609,4.297287810523839,1.0228901179273748,0.5
32,3,full_dim,128,4,512,4bit_budget,49,5.300386922643643,1.8130597853270305,0.3771493961171969,0.3432562130875967,0.80078125
32,3,subspace_k64_fixed,64,8,512,4bit_budget,49,46.95175643368934,5.381050577521423,3.2332771439781234,0.9469559918652514,0.51953125
32,3,subspace_adaptive,49,10,490,4bit_budget,49,67.26782398945869,6.444507901413664,4.248915696249685,1.0158544582599625,0.49609375
32,4,full_dim,128,2,256,2bit_budget,41,217.27113726836342,11.524788205816929,7.509278144351958,1.0888837063703984,0.4609375
32,4,subspace_k64_fixed,64,4,256,2bit_budget,41,73.06808022137932,6.703809296667115,3.848790704198941,0.8282401408152034,0.57421875
32,4,subspace_adaptive,41,6,246,2bit_budget,41,101.34192623245708,7.872851031766716,5.208794743578965,0.9394186804135887,0.51953125
32,4,full_dim,128,4,512,4bit_budget,41,8.902250407164292,2.3248486658775755,0.355914023976314,0.2874584282220747,0.83984375
32,4,subspace_k64_fixed,64,8,512,4bit_budget,41,63.92692481430058,6.260800204111227,3.4383671474591946,0.8020557305725864,0.58203125
32,4,subspace_adaptive,41,12,492,4bit_budget,41,100.72432406348295,7.849843451078169,5.209498960882245,0.9291120944595579,0.5234375
32,5,full_dim,128,2,256,2bit_budget,39,310.2938050669378,13.891530341034382,9.324440692188618,1.2196196115356681,0.3828125
32,5,subspace_k64_fixed,64,4,256,2bit_budget,39,86.55605370544589,7.332782166571297,3.1268064805282636,0.7518406681430347,0.61328125
32,5,subspace_adaptive,39,7,273,2bit_budget,39,144.30899497981363,9.435511839072161,5.666963640092878,1.0183747250494855,0.48828125
32,5,full_dim,128,4,512,4bit_budget,39,12.213201367347843,2.755411453430698,0.694407902840868,0.3391138474150314,0.8359375
32,5,subspace_k64_fixed,64,8,512,4bit_budget,39,75.48294610640869,6.825702475905571,2.9298306626411663,0.696736778019375,0.66015625
32,5,subspace_adaptive,39,13,507,4bit_budget,39,144.07607605223637,9.429319362143296,5.635358365505764,1.0148751202603494,0.48828125
32,6,full_dim,128,2,256,2bit_budget,47,106.94762368232172,8.104968979303028,6.688848461607803,1.2384058971721221,0.37109375
32,6,subspace_k64_fixed,64,4,256,2bit_budget,47,44.52902629158437,5.224816692203839,3.686745588715787,1.0658206004680546,0.44921875
32,6,subspace_adaptive,47,5,235,2bit_budget,47,55.05535386009606,5.821718608270293,4.318594925525671,1.1441562122507598,0.42578125
32,6,full_dim,128,4,512,4bit_budget,47,4.285211393601506,1.6257938145269897,0.3529679533074225,0.32249497271846667,0.81640625
32,6,subspace_k64_fixed,64,8,512,4bit_budget,47,40.16189406861237,4.966402459650664,3.323827917698303,1.0372709650121394,0.4453125
32,6,subspace_adaptive,47,11,517,4bit_budget,47,54.07199811533032,5.770591923866698,4.272136755039037,1.1257839281580402,0.4296875
32,7,full_dim,128,2,256,2bit_budget,35,387.9621792567287,15.423356538139847,8.6297618555264,1.082331823648069,0.4609375
32,7,subspace_k64_fixed,64,4,256,2bit_budget,35,112.72241491161137,8.317084449446572,4.17049765226281,0.8105509217432073,0.58984375
32,7,subspace_adaptive,35,7,245,2bit_budget,35,183.2143346454507,10.597208603263294,6.572830297282987,0.9980443589258141,0.49609375
32,7,full_dim,128,4,512,4bit_budget,35,16.508078522805597,3.172392292742857,0.4788433975036034,0.32614554782234617,0.83984375
32,7,subspace_k64_fixed,64,8,512,4bit_budget,35,97.54205880513653,7.7030919569898355,3.983103433313201,0.8125632746711398,0.59765625
32,7,subspace_adaptive,35,15,525,4bit_budget,35,182.87939215852185,10.587720589858664,6.5692516300979005,0.9961807110401655,0.5
33,0,full_dim,128,2,256,2bit_budget,43,230.6468379493698,11.91711299995901,7.539945186697389,1.1923637077261486,0.3984375
33,0,subspace_k64_fixed,64,4,256,2bit_budget,43,69.6024050269777,6.514190699577566,3.527198911086872,0.8640275994775561,0.55859375
33,0,subspace_adaptive,43,6,258,2bit_budget,43,102.77503693929623,7.970772929081253,5.41157285728481,1.0854227266344572,0.453125
33,0,full_dim,128,4,512,4bit_budget,43,8.922318484135841,2.3429016167686885,0.4115017004942403,0.3036595112947298,0.85546875
33,0,subspace_k64_fixed,64,8,512,4bit_budget,43,63.06725274497029,6.191303245705239,3.170901562200333,0.8327196758095955,0.56640625
33,0,subspace_adaptive,43,12,516,4bit_budget,43,102.67198806882188,7.964201437992816,5.44286969879848,1.0824162248029352,0.45703125
33,1,full_dim,128,2,256,2bit_budget,31,652.3939107057297,20.132619962431704,11.184501559436425,1.266946471865531,0.36328125
33,1,subspace_k64_fixed,64,4,256,2bit_budget,31,100.32035224596333,7.906334095812439,3.163415316714474,0.7173386491010003,0.62109375
