layer,head,method,k,n_bits_per_dim,bits_per_vector,budget,eff_rank_90,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
10,1,full_dim,128,4,512,4bit_budget,24,0.0005496949735191421,0.018285966069995486,0.000273591027349634,0.01823986869694881,0.8515625
10,1,subspace_k64_fixed,64,8,512,4bit_budget,24,0.0016670988695992673,0.031543857515661564,0.0008259506388360515,0.03141270293396835,0.7109375
10,1,subspace_adaptive,24,21,504,4bit_budget,24,0.005796383438805041,0.059047096809066016,0.002840156661829194,0.05834513647669698,0.484375
10,2,full_dim,128,2,256,2bit_budget,22,0.02832216606242282,0.1278396256545403,0.01412993330963754,0.12759269549254898,0.296875
10,2,subspace_k64_fixed,64,4,256,2bit_budget,22,0.004959205309043902,0.053614377305715125,0.002473391212841818,0.053490100864207316,0.6015625
10,2,subspace_adaptive,22,12,264,2bit_budget,22,0.010538054535702553,0.0785167901059359,0.005262828845810294,0.07835502856390417,0.3984375
10,2,full_dim,128,4,512,4bit_budget,22,0.0011280814776957909,0.02557824048663511,0.0005599826262821396,0.025471965876978423,0.7734375
10,2,subspace_k64_fixed,64,8,512,4bit_budget,22,0.003957537842474661,0.04760618183149061,0.0019701359535966453,0.047518705283534586,0.640625
10,2,subspace_adaptive,22,23,506,4bit_budget,22,0.010537912386780628,0.07851681941131736,0.005262762377085338,0.07835543816836678,0.40234375
10,3,full_dim,128,2,256,2bit_budget,30,0.010367181598567168,0.07978152128807182,0.005158640100991107,0.07948725535647772,0.37109375
10,3,subspace_k64_fixed,64,4,256,2bit_budget,30,0.001953535289939892,0.034476358062846275,0.0009675585682690943,0.034347614183137434,0.5703125
10,3,subspace_adaptive,30,9,270,2bit_budget,30,0.004265670280716992,0.050960791954239096,0.002127586069782737,0.05089306525556871,0.4453125
10,3,full_dim,128,4,512,4bit_budget,30,0.0004170820188526136,0.015979665377968397,0.00020788279579132742,0.01595979820633908,0.8046875
10,3,subspace_k64_fixed,64,8,512,4bit_budget,30,0.001595198200567527,0.03101501248051109,0.000791406629258971,0.03091093820176122,0.57421875
10,3,subspace_adaptive,30,17,510,4bit_budget,30,0.004266946939659141,0.050967682491273036,0.0021282512538884973,0.05090046246124919,0.44921875
10,4,full_dim,128,2,256,2bit_budget,37,0.01132171658680585,0.08336938611232042,0.005666132261542886,0.08339895535428754,0.4140625
10,4,subspace_k64_fixed,64,4,256,2bit_budget,37,0.0026849192567857134,0.040687138666681825,0.0013320083656349988,0.04052950871406099,0.640625
10,4,subspace_adaptive,37,7,259,2bit_budget,37,0.005000955885806534,0.0553530228886,0.002466005351375245,0.05502551982583791,0.49609375
10,4,full_dim,128,4,512,4bit_budget,37,0.000462926088552583,0.016874423996300555,0.0002307097359361735,0.01683265582003849,0.83984375
10,4,subspace_k64_fixed,64,8,512,4bit_budget,37,0.002277620173236813,0.03743876822944049,0.0011279772366444365,0.03725093219732399,0.65234375
10,4,subspace_adaptive,37,14,518,4bit_budget,37,0.004995258925873608,0.055305115751197335,0.0024633806842250345,0.0549811637032854,0.5
10,5,full_dim,128,2,256,2bit_budget,24,0.0349749304701456,0.14503638727689644,0.017297648444849996,0.1442374713178607,0.3828125
10,5,subspace_k64_fixed,64,4,256,2bit_budget,24,0.005220328152349224,0.05579690794884999,0.0025797538530877716,0.05551458176328043,0.671875
10,5,subspace_adaptive,24,11,264,2bit_budget,24,0.013983058187661768,0.09051736000134145,0.007044627276166162,0.09051651850999165,0.46875
10,5,full_dim,128,4,512,4bit_budget,24,0.0014373800575693079,0.029347100734924414,0.0007137215036450797,0.029276033359509394,0.765625
10,5,subspace_k64_fixed,64,8,512,4bit_budget,24,0.0042837623757427164,0.05042139263614435,0.0021059932833463464,0.04997112084465946,0.69140625
10,5,subspace_adaptive,24,21,504,4bit_budget,24,0.013983166556759092,0.09051506653418304,0.0070447529916369085,0.09051431474123289,0.47265625
10,6,full_dim,128,2,256,2bit_budget,22,0.030313336450408703,0.13569748540765822,0.01507661805909655,0.13513696285989585,0.4375
10,6,subspace_k64_fixed,64,4,256,2bit_budget,22,0.004740125457017456,0.05364129596240186,0.002370778881281149,0.053582265145783695,0.66796875
10,6,subspace_adaptive,22,12,264,2bit_budget,22,0.013914469483879179,0.09107390225789833,0.006924425500259065,0.09088098550720085,0.48828125
10,6,full_dim,128,4,512,4bit_budget,22,0.0012214929160228108,0.027147958252613312,0.0006075208487089209,0.027106642920774415,0.8671875
10,6,subspace_k64_fixed,64,8,512,4bit_budget,22,0.00348135432046354,0.04590033458578682,0.0017387408034003546,0.045866061130949196,0.69140625
10,6,subspace_adaptive,22,23,506,4bit_budget,22,0.013914628610542962,0.09107424510840585,0.006924612037793173,0.09088228264682818,0.48828125
10,7,full_dim,128,2,256,2bit_budget,27,0.02023046628447396,0.11090857209153024,0.010061101214190193,0.11045343158473958,0.40625
10,7,subspace_k64_fixed,64,4,256,2bit_budget,27,0.004168672528606248,0.050187097824547944,0.0020532485088594152,0.049837545847085864,0.6875
10,7,subspace_adaptive,27,9,243,2bit_budget,27,0.008721624939690911,0.07224447677490452,0.004296900337076622,0.07173248989332728,0.5625
10,7,full_dim,128,4,512,4bit_budget,27,0.0007990253073330396,0.02195959221900555,0.00040053962687013175,0.021966066893598445,0.80078125
10,7,subspace_k64_fixed,64,8,512,4bit_budget,27,0.0034642929595581516,0.04563215068249714,0.0017019104045394844,0.04523709714228712,0.7109375
10,7,subspace_adaptive,27,19,513,4bit_budget,27,0.008725681516393965,0.0722564260869072,0.004298833771120546,0.07174341647881465,0.56640625
11,0,full_dim,128,2,256,2bit_budget,28,0.05990676252434764,0.18839147156382935,0.029565833019853376,0.18634562144986086,0.35546875
11,0,subspace_k64_fixed,64,4,256,2bit_budget,28,0.010732273843265604,0.08023474308808703,0.005321815975750736,0.07988715504285943,0.6171875
11,0,subspace_adaptive,28,9,252,2bit_budget,28,0.02384143465385081,0.11967118596328177,0.011839919564529481,0.11923488158621266,0.4609375
11,0,full_dim,128,4,512,4bit_budget,28,0.0021000248733914102,0.03542523199049089,0.0010361772872544371,0.035150949381859545,0.859375
11,0,subspace_k64_fixed,64,8,512,4bit_budget,28,0.008352063272638958,0.07097999562971738,0.004143935886268537,0.07072238141620786,0.6484375
11,0,subspace_adaptive,28,18,504,4bit_budget,28,0.023830666906097312,0.11964430450040373,0.011833425221672455,0.11920225814528923,0.4609375
11,1,full_dim,128,2,256,2bit_budget,25,0.05464117032115566,0.18126936903960397,0.027152445158278145,0.18021470236954024,0.328125
11,1,subspace_k64_fixed,64,4,256,2bit_budget,25,0.010168998081605929,0.07810260606324063,0.0050465397998045594,0.07786424591836574,0.65625
11,1,subspace_adaptive,25,10,250,2bit_budget,25,0.021325304699032436,0.11326665999086058,0.01058230639830089,0.11285441740409015,0.49609375
11,1,full_dim,128,4,512,4bit_budget,25,0.002101208874345438,0.035686799619137496,0.001039679461923701,0.03549518347011124,0.81640625
11,1,subspace_k64_fixed,64,8,512,4bit_budget,25,0.008167606378976063,0.07007805181524995,0.004042301544793578,0.06971892376791546,0.671875
11,1,subspace_adaptive,25,20,500,4bit_budget,25,0.021323008750083278,0.11325962693241581,0.0105812504955656,0.11284857030586062,0.49609375
11,2,full_dim,128,2,256,2bit_budget,26,0.045354627608786266,0.1655132480056218,0.02251192951724403,0.1643736023721314,0.32421875
11,2,subspace_k64_fixed,64,4,256,2bit_budget,26,0.007688479989774177,0.06840720980247955,0.0038149035492905346,0.06815862925304564,0.6484375
11,2,subspace_adaptive,26,10,260,2bit_budget,26,0.017300473679835303,0.10218691864361218,0.008562061361116997,0.10155297642330757,0.5234375
11,2,full_dim,128,4,512,4bit_budget,26,0.001863316770944369,0.033484004499065995,0.0009265359645404668,0.03339173075572092,0.80078125
11,2,subspace_k64_fixed,64,8,512,4bit_budget,26,0.006022703765221563,0.060461785584293964,0.0029783358565323033,0.06012700591412537,0.69921875
11,2,subspace_adaptive,26,20,520,4bit_budget,26,0.017299206403601455,0.1021847531875873,0.008561099783317892,0.10155047997058131,0.52734375
11,3,full_dim,128,2,256,2bit_budget,30,0.03434979290922069,0.14491119534041527,0.017156278571022688,0.14476780259386596,0.37890625
11,3,subspace_k64_fixed,64,4,256,2bit_budget,30,0.007035746058512394,0.06567477430746127,0.0034950348482709333,0.06541029020315337,0.67578125
11,3,subspace_adaptive,30,9,270,2bit_budget,30,0.014667869673702455,0.09427195565955412,0.007303924771332394,0.09400338315462181,0.52734375
11,3,full_dim,128,4,512,4bit_budget,30,0.0013654638295838195,0.028911832363822415,0.0006799765223685838,0.02884723155362815,0.8359375
11,3,subspace_k64_fixed,64,8,512,4bit_budget,30,0.00578994892608326,0.059475982205225396,0.0028861458421567702,0.059379792419909816,0.6875
11,3,subspace_adaptive,30,17,510,4bit_budget,30,0.014671697040354769,0.09428345302433164,0.007306131122945874,0.09401583486251416,0.5234375
11,4,full_dim,128,2,256,2bit_budget,25,0.042974922395021195,0.16125383245109853,0.02132231404414637,0.16049535547048105,0.33984375
11,4,subspace_k64_fixed,64,4,256,2bit_budget,25,0.008569169104445447,0.07137202256372623,0.004216211454758711,0.07080200806422497,0.6328125
11,4,subspace_adaptive,25,10,250,2bit_budget,25,0.019830726105798967,0.10940169492266594,0.009750065466518621,0.10848585891590318,0.5234375
11,4,full_dim,128,4,512,4bit_budget,25,0.001842606700806688,0.03339749386869474,0.0009181233269971263,0.03335500798067414,0.78125
11,4,subspace_k64_fixed,64,8,512,4bit_budget,25,0.006996967375536707,0.0642545714897578,0.0034367891421966225,0.06374666481456526,0.65625
11,4,subspace_adaptive,25,20,500,4bit_budget,25,0.019828960209647837,0.10939534840246451,0.009749023814447678,0.10848029490060232,0.5234375
11,5,full_dim,128,2,256,2bit_budget,34,0.02166347885261887,0.11462427427832776,0.010838589449822954,0.11448247261519677,0.3203125
11,5,subspace_k64_fixed,64,4,256,2bit_budget,34,0.005950052295955509,0.05979064738418441,0.0029551519394880434,0.059567369633896125,0.6171875
11,5,subspace_adaptive,34,8,272,2bit_budget,34,0.010451333973835436,0.07921627613294022,0.005193633123177501,0.07891078674994098,0.45703125
11,5,full_dim,128,4,512,4bit_budget,34,0.0008837132167022004,0.02317467846207248,0.0004389946850127479,0.023108748241534874,0.82421875
11,5,subspace_k64_fixed,64,8,512,4bit_budget,34,0.0050607319526155044,0.05523531710274056,0.0025139047449627004,0.055053936443342055,0.6328125
11,5,subspace_adaptive,34,15,510,4bit_budget,34,0.010446591903950735,0.07919672686486473,0.005190491434025248,0.07888482155367893,0.4609375
11,6,full_dim,128,2,256,2bit_budget,33,0.040991333742232586,0.15824085682971079,0.020312989398451484,0.15732923852697317,0.45703125
11,6,subspace_k64_fixed,64,4,256,2bit_budget,33,0.009644771690835633,0.07655181552265317,0.0047739410733469035,0.07609769302182055,0.69140625
11,6,subspace_adaptive,33,8,264,2bit_budget,33,0.018619693995199343,0.10646370703423029,0.0092320044146843,0.10607107866594845,0.5
11,6,full_dim,128,4,512,4bit_budget,33,0.0015884338068012983,0.03125685032032905,0.0007886458728130219,0.031133459325664727,0.83203125
11,6,subspace_k64_fixed,64,8,512,4bit_budget,33,0.00821954609886704,0.07066443094752059,0.004071376068417556,0.07035100311382483,0.6796875
11,6,subspace_adaptive,33,16,528,4bit_budget,33,0.018615027877839967,0.10644952706143554,0.009229937998974019,0.10606072444157136,0.50390625
11,7,full_dim,128,2,256,2bit_budget,32,0.025703715874362647,0.12539476885196604,0.012732357855592864,0.12472963142338148,0.32421875
11,7,subspace_k64_fixed,64,4,256,2bit_budget,32,0.005080022321811886,0.055716604184130214,0.002523278027467675,0.05547873408102709,0.6015625
11,7,subspace_adaptive,32,8,256,2bit_budget,32,0.010740881547911921,0.08058890180052639,0.00533295671499282,0.08020451593489783,0.4609375
11,7,full_dim,128,4,512,4bit_budget,32,0.0010010325875962265,0.02476881588335781,0.0004978274294985729,0.02469220452880667,0.81640625
11,7,subspace_k64_fixed,64,8,512,4bit_budget,32,0.004050718999970547,0.049568250107448586,0.002011389806720717,0.049363873898930107,0.61328125
11,7,subspace_adaptive,32,16,512,4bit_budget,32,0.01074401099697583,0.08060050864457932,0.005333210304340672,0.08021026402407525,0.46484375
12,0,full_dim,128,2,256,2bit_budget,30,0.02431922722084902,0.12181448710050825,0.012161343534335612,0.12163216200578553,0.3203125
12,0,subspace_k64_fixed,64,4,256,2bit_budget,30,0.005493410319567727,0.057455326440445875,0.0027327227396286256,0.057322481699355034,0.6328125
12,0,subspace_adaptive,30,9,270,2bit_budget,30,0.010307861595774894,0.07881195090421239,0.005157650274721506,0.07880989898889458,0.4609375
12,0,full_dim,128,4,512,4bit_budget,30,0.0009483853737338805,0.024013375543990544,0.0004685907680747489,0.02388076399559126,0.828125
12,0,subspace_k64_fixed,64,8,512,4bit_budget,30,0.004506261670718692,0.05206133103289426,0.0022385573215195223,0.0519248217634842,0.6484375
12,0,subspace_adaptive,30,17,510,4bit_budget,30,0.010313878053112617,0.07883840157972763,0.0051604867602662065,0.07883763940707367,0.45703125
12,1,full_dim,128,2,256,2bit_budget,35,0.012536706379355934,0.08740032981158796,0.00621164541927682,0.08696860591022298,0.3984375
12,1,subspace_k64_fixed,64,4,256,2bit_budget,35,0.0027446254643288402,0.0411090586009554,0.0013630852709950695,0.04094104913374637,0.69140625
12,1,subspace_adaptive,35,7,245,2bit_budget,35,0.0053394857555231975,0.057111667548601266,0.0026550457847815405,0.05690165059102888,0.5
12,1,full_dim,128,4,512,4bit_budget,35,0.00047160883138817856,0.01700782395955134,0.00023321257188933157,0.016913678049816267,0.8515625
12,1,subspace_k64_fixed,64,8,512,4bit_budget,35,0.0023007884192466545,0.037587960979079044,0.0011423528500690563,0.037450670793786014,0.6953125
12,1,subspace_adaptive,35,15,525,4bit_budget,35,0.005344300520813201,0.057128913202765336,0.0026574162547233337,0.05692265042364596,0.50390625
12,2,full_dim,128,2,256,2bit_budget,33,0.0682744271618438,0.20634868727257058,0.033788051073146357,0.2046987604422788,0.3203125
12,2,subspace_k64_fixed,64,4,256,2bit_budget,33,0.010590998595467844,0.08107122845796794,0.00524967306908582,0.08076259421316984,0.640625
12,2,subspace_adaptive,33,8,264,2bit_budget,33,0.029866124653870278,0.13570150081959625,0.014660002717750469,0.13453251003291178,0.46484375
12,2,full_dim,128,4,512,4bit_budget,33,0.0026742733973973243,0.040835815624687535,0.0013260793097349048,0.04061185758773882,0.80859375
12,2,subspace_k64_fixed,64,8,512,4bit_budget,33,0.00831470837784194,0.07159926243196736,0.004118775391496431,0.07135593228673962,0.66796875
12,2,subspace_adaptive,33,16,528,4bit_budget,33,0.029850659185541473,0.13566999254547485,0.014651333142459495,0.1344897286100435,0.4609375
12,3,full_dim,128,2,256,2bit_budget,33,0.017039944023646073,0.10170718156892466,0.00846744415844569,0.10128527225857803,0.30078125
12,3,subspace_k64_fixed,64,4,256,2bit_budget,33,0.00338335227625394,0.04550643546600655,0.0016830431923256339,0.04537150073361992,0.62109375
12,3,subspace_adaptive,33,8,264,2bit_budget,33,0.007502697700988999,0.06728333579526019,0.0037292819859656694,0.06706432185650253,0.4765625
12,3,full_dim,128,4,512,4bit_budget,33,0.0006557819165843127,0.019953170732837568,0.00032557880915792765,0.019881226728316354,0.79296875
12,3,subspace_k64_fixed,64,8,512,4bit_budget,33,0.0028252747689813482,0.04154941361318214,0.0014037914614490044,0.041426683734196376,0.64453125
12,3,subspace_adaptive,33,16,528,4bit_budget,33,0.007501587626643389,0.06727340111074136,0.003729303238919732,0.06705806688000422,0.46875
12,4,full_dim,128,2,256,2bit_budget,37,0.02042122943971078,0.1125440729486473,0.010172506468336702,0.11213300770055608,0.4375
12,4,subspace_k64_fixed,64,4,256,2bit_budget,37,0.005189556645285037,0.056590559087278225,0.002569536303857669,0.0562943678826376,0.6171875
12,4,subspace_adaptive,37,7,259,2bit_budget,37,0.008414758565187667,0.07171686291023681,0.004177970825954148,0.07143919567739002,0.5
12,4,full_dim,128,4,512,4bit_budget,37,0.0007918206893215047,0.02214607750484697,0.00039336839654556175,0.022080698413859904,0.859375
12,4,subspace_k64_fixed,64,8,512,4bit_budget,37,0.0044461539867891794,0.05224529729445562,0.0022001438612528454,0.05193144021993451,0.625
12,4,subspace_adaptive,37,14,518,4bit_budget,37,0.008403331529177976,0.07166467890896717,0.0041723570447062645,0.07139519620264007,0.5
12,5,full_dim,128,2,256,2bit_budget,19,0.06811809335907737,0.20593353169385206,0.03395180819283218,0.20473714063737924,0.3828125
12,5,subspace_k64_fixed,64,4,256,2bit_budget,19,0.006252917992448333,0.06212011290761842,0.0030877556378655626,0.06173622092176984,0.8046875
12,5,subspace_adaptive,19,13,247,2bit_budget,19,0.02751771354055528,0.1292014318546763,0.013571972222012233,0.12796929970761772,0.51953125
12,5,full_dim,128,4,512,4bit_budget,19,0.0026242940243725375,0.040390434332045325,0.0012977366573600204,0.04019449633504217,0.875
12,5,subspace_k64_fixed,64,8,512,4bit_budget,19,0.0034734767667924677,0.04626029238146394,0.001722463071422474,0.04610003307031281,0.85546875
12,5,subspace_adaptive,19,27,513,4bit_budget,19,0.027517850892254152,0.12920122112736543,0.013572057812808673,0.12796924784299837,0.51953125
12,6,full_dim,128,2,256,2bit_budget,29,0.02058632271611993,0.11190567140717038,0.010271505577078833,0.11166555446995115,0.328125
12,6,subspace_k64_fixed,64,4,256,2bit_budget,29,0.004280430597214347,0.050929120944729095,0.0021286540838352983,0.05078853713264978,0.61328125
12,6,subspace_adaptive,29,9,261,2bit_budget,29,0.00921380059819318,0.07501593188103896,0.00457543382023522,0.07476874608473533,0.4609375
12,6,full_dim,128,4,512,4bit_budget,29,0.000771517345733522,0.02178397469511352,0.0003834651856323154,0.021731921086634402,0.8046875
12,6,subspace_k64_fixed,64,8,512,4bit_budget,29,0.0035501882562303526,0.046339418904485744,0.0017600902817863297,0.04613890989668592,0.6171875
12,6,subspace_adaptive,29,18,522,4bit_budget,29,0.009214570149732731,0.07502181356055641,0.0045757788681402576,0.07477614018687122,0.453125
12,7,full_dim,128,2,256,2bit_budget,23,0.040538447974009996,0.15624913598942952,0.020111084141281713,0.1552863665611924,0.3359375
12,7,subspace_k64_fixed,64,4,256,2bit_budget,23,0.0058243239920724044,0.059356099219485536,0.0029082141376708484,0.059230713957179895,0.65234375
12,7,subspace_adaptive,23,11,253,2bit_budget,23,0.015280751246851654,0.09583415767963645,0.007590664881645516,0.09552312023794422,0.4375
12,7,full_dim,128,4,512,4bit_budget,23,0.0016108265989206278,0.03113708724965994,0.0008030737806008797,0.031107781950777378,0.828125
12,7,subspace_k64_fixed,64,8,512,4bit_budget,23,0.004605512139692878,0.052536596362200566,0.0023043870156098977,0.05245957156877392,0.62890625
12,7,subspace_adaptive,23,22,506,4bit_budget,23,0.015282481832835842,0.0958400580849914,0.007591452900493204,0.09552902728751522,0.4375
13,0,full_dim,128,2,256,2bit_budget,31,0.1217395156753073,0.27316349731373896,0.060747285391606835,0.2714918128617891,0.390625
13,0,subspace_k64_fixed,64,4,256,2bit_budget,31,0.02157900267032479,0.11462175956912143,0.010639744756700872,0.11363274612456145,0.67578125
13,0,subspace_adaptive,31,8,248,2bit_budget,31,0.052830143091682394,0.18027928643564844,0.02617512150906451,0.17900213701497103,0.4765625
13,0,full_dim,128,4,512,4bit_budget,31,0.005112095253150048,0.056272298199328545,0.002536996066689553,0.056127462423524815,0.80078125
13,0,subspace_k64_fixed,64,8,512,4bit_budget,31,0.017005381298626422,0.10135356641513021,0.008470418876552803,0.10095453758997144,0.6953125
13,0,subspace_adaptive,31,17,527,4bit_budget,31,0.0528420517395638,0.18031663484469673,0.026185564807829693,0.17903903679617428,0.4765625
13,1,full_dim,128,2,256,2bit_budget,29,0.10757910191603476,0.25700255935758887,0.052549896229249785,0.25283475860958604,0.44140625
13,1,subspace_k64_fixed,64,4,256,2bit_budget,29,0.02223530080863933,0.11659428747234643,0.011001719367155697,0.1157004303302362,0.6484375
13,1,subspace_adaptive,29,9,261,2bit_budget,29,0.044618548384669464,0.16493258885897205,0.022181862679359798,0.16393283117161733,0.54296875
13,1,full_dim,128,4,512,4bit_budget,29,0.004484575255233861,0.052343736829232816,0.002227797223315934,0.05204161950095373,0.86328125
13,1,subspace_k64_fixed,64,8,512,4bit_budget,29,0.018512021151507574,0.10629085974727685,0.009097584712649473,0.10520488804626152,0.71875
13,1,subspace_adaptive,29,18,522,4bit_budget,29,0.044587838095240945,0.16486858574180593,0.022165728106998607,0.1638673104382314,0.54296875
13,2,full_dim,128,2,256,2bit_budget,25,0.09797664496833074,0.24192991235155403,0.048741981544858766,0.24020324772668367,0.38671875
13,2,subspace_k64_fixed,64,4,256,2bit_budget,25,0.019687645894815878,0.10831538279065565,0.009727113995973653,0.10778850269459422,0.67578125
13,2,subspace_adaptive,25,10,250,2bit_budget,25,0.039715786614243936,0.15320874033175147,0.01986407033613717,0.15279605904043198,0.48828125
13,2,full_dim,128,4,512,4bit_budget,25,0.003930709259164139,0.0485387425245606,0.0019430104451620995,0.048280181693706584,0.81640625
13,2,subspace_k64_fixed,64,8,512,4bit_budget,25,0.016385206249749526,0.09882352596581473,0.008201609397557062,0.09874044497265982,0.69921875
13,2,subspace_adaptive,25,20,500,4bit_budget,25,0.03971352437301197,0.15320268351674105,0.01986156425778049,0.1527878227523543,0.4921875
13,3,full_dim,128,2,256,2bit_budget,24,0.1536837467484184,0.3076851209478677,0.0750265107282996,0.30248018722964853,0.41796875
13,3,subspace_k64_fixed,64,4,256,2bit_budget,24,0.025113142798106967,0.12371470548433,0.012446987916172613,0.12310115485123492,0.64453125
13,3,subspace_adaptive,24,11,264,2bit_budget,24,0.06165215210063655,0.19338917691714674,0.03097576567500114,0.1932790630035049,0.47265625
13,3,full_dim,128,4,512,4bit_budget,24,0.006241835456277647,0.06158907893319272,0.0030706305271662043,0.061026550019280784,0.8203125
13,3,subspace_k64_fixed,64,8,512,4bit_budget,24,0.018473967586071817,0.10607665590952389,0.009176328289661652,0.10569903849688184,0.6640625
13,3,subspace_adaptive,24,21,504,4bit_budget,24,0.06164775580017194,0.19338464874158026,0.03097291553391106,0.19327149960970702,0.47265625
13,4,full_dim,128,2,256,2bit_budget,23,0.0727022792794518,0.21016941535122735,0.03635002595624823,0.20926126093421757,0.37890625
13,4,subspace_k64_fixed,64,4,256,2bit_budget,23,0.012115835056956972,0.08549546957911995,0.006054377415986158,0.08545892341170537,0.64453125
13,4,subspace_adaptive,23,11,253,2bit_budget,23,0.029390465464587318,0.13315892934850765,0.014587485522537764,0.13248875799455612,0.50390625
13,4,full_dim,128,4,512,4bit_budget,23,0.00300418854575819,0.04252324367333451,0.0015081350510467132,0.04249072668904613,0.80078125
13,4,subspace_k64_fixed,64,8,512,4bit_budget,23,0.00896870095325605,0.07364017066076989,0.004469902685436327,0.07342705810775954,0.7265625
13,4,subspace_adaptive,23,22,506,4bit_budget,23,0.029388600829077023,0.13315774725974638,0.014586541316564955,0.13248739577321972,0.50390625
13,5,full_dim,128,2,256,2bit_budget,26,0.1169202393982491,0.26752910739319297,0.05795263270943858,0.26518653818602017,0.33203125
13,5,subspace_k64_fixed,64,4,256,2bit_budget,26,0.021188979669395164,0.11399987982015972,0.010362021923159522,0.11272701289255059,0.67578125
13,5,subspace_adaptive,26,10,260,2bit_budget,26,0.04893582289300161,0.1724588939749151,0.024035350458288297,0.1705164410404057,0.484375
13,5,full_dim,128,4,512,4bit_budget,26,0.004637494779254693,0.053020158318141164,0.0023090747784255882,0.05292718117023501,0.80078125
13,5,subspace_k64_fixed,64,8,512,4bit_budget,26,0.01765668960698228,0.10363126497211123,0.008640684384624859,0.10254716566272176,0.70703125
13,5,subspace_adaptive,26,20,520,4bit_budget,26,0.04893766086570756,0.17246614506475721,0.024035203507779088,0.1705167449014559,0.484375
13,6,full_dim,128,2,256,2bit_budget,30,0.13104327073146105,0.2827060104345984,0.06495443084322139,0.27948885906097876,0.390625
13,6,subspace_k64_fixed,64,4,256,2bit_budget,30,0.025348116703797184,0.12426598623715082,0.012686681520731703,0.12424584087202882,0.609375
13,6,subspace_adaptive,30,9,270,2bit_budget,30,0.05787344295604499,0.18797848394888833,0.02883680785952014,0.18712498868451932,0.44140625
13,6,full_dim,128,4,512,4bit_budget,30,0.00533783825637812,0.05702459851809971,0.0026671265273557395,0.05697444184690917,0.8359375
13,6,subspace_k64_fixed,64,8,512,4bit_budget,30,0.02060314394901746,0.11197693715573848,0.010327520827322719,0.11209928115671472,0.64453125
13,6,subspace_adaptive,30,17,510,4bit_budget,30,0.057874828529004274,0.18798399019835885,0.02883557459166234,0.18711922776574214,0.44140625
13,7,full_dim,128,2,256,2bit_budget,29,0.11977238482304868,0.2706484385102147,0.0596032572863517,0.2686224810783234,0.3515625
13,7,subspace_k64_fixed,64,4,256,2bit_budget,29,0.026040169744559916,0.12568316101561317,0.012738825477326993,0.12423857179907755,0.66015625
13,7,subspace_adaptive,29,9,261,2bit_budget,29,0.04620265336214935,0.16797067598151222,0.02312350316545752,0.1674305185632868,0.56640625
13,7,full_dim,128,4,512,4bit_budget,29,0.004599300766129918,0.05311397799404588,0.002290406342986559,0.0529950399832607,0.87890625
13,7,subspace_k64_fixed,64,8,512,4bit_budget,29,0.02112518599819758,0.1129698955682681,0.01035599535622621,0.11161557808304054,0.73046875
13,7,subspace_adaptive,29,18,522,4bit_budget,29,0.046235412808569444,0.16803509773077213,0.023142681555387082,0.16750943001440285,0.56640625
14,0,full_dim,128,2,256,2bit_budget,25,0.06381974832810527,0.19690061524331104,0.03191574520547026,0.1964320239109839,0.37109375
14,0,subspace_k64_fixed,64,4,256,2bit_budget,25,0.010237257883456294,0.07928691622651823,0.005047433267169319,0.0787256776132847,0.65625
14,0,subspace_adaptive,25,10,250,2bit_budget,25,0.026283632852379824,0.12661361983728764,0.012894751223645185,0.12539606114450644,0.5390625
14,0,full_dim,128,4,512,4bit_budget,25,0.0023220687890693832,0.037711625672675504,0.001158670843645264,0.037690172499331404,0.84765625
14,0,subspace_k64_fixed,64,8,512,4bit_budget,25,0.007934505359107155,0.06950531190777687,0.0039016736821436146,0.06891715746604585,0.6875
14,0,subspace_adaptive,25,20,500,4bit_budget,25,0.026281004697424375,0.12660899587099284,0.012893891459240085,0.12539467156585893,0.5390625
14,1,full_dim,128,2,256,2bit_budget,24,0.03802168039939377,0.15143887743141562,0.01901498863578161,0.15109914807233257,0.3203125
14,1,subspace_k64_fixed,64,4,256,2bit_budget,24,0.007381908961708436,0.06652940508530578,0.003649308212467884,0.06611393780323109,0.66796875
14,1,subspace_adaptive,24,11,264,2bit_budget,24,0.01663010466801644,0.10010308549732855,0.008229747020504814,0.09950840742399382,0.50390625
14,1,full_dim,128,4,512,4bit_budget,24,0.0014614543003780673,0.029682853856437166,0.0007236706543152682,0.029551138164642585,0.83984375
14,1,subspace_k64_fixed,64,8,512,4bit_budget,24,0.006202687561427519,0.06087693941155052,0.0030581672846488658,0.060487362230087695,0.7109375
14,1,subspace_adaptive,24,21,504,4bit_budget,24,0.016630923576845508,0.10010368689626575,0.00823023467614786,0.09950856440757336,0.50390625
14,2,full_dim,128,2,256,2bit_budget,31,0.05967389366926607,0.19004234828215105,0.030100577782550077,0.1899840163383092,0.3828125
14,2,subspace_k64_fixed,64,4,256,2bit_budget,31,0.01277945431294751,0.08769768411643668,0.006288091770081265,0.08704698354538734,0.68359375
14,2,subspace_adaptive,31,8,248,2bit_budget,31,0.025832956629218348,0.12453015926665942,0.012740028468105227,0.1237740553831499,0.5390625
14,2,full_dim,128,4,512,4bit_budget,31,0.0023624700740100786,0.037691159900238594,0.0011696240413300002,0.03749970778340573,0.84375
14,2,subspace_k64_fixed,64,8,512,4bit_budget,31,0.010675600634560838,0.08040834531563212,0.005228887814228953,0.0796694198768109,0.73046875
