reference,compare,layer,head,kv_type,overlap,n_principal_angles,mean_cos2
early,mid_early,5,0,K,0.8870097398757935,64,0.8870097398757935
early,mid_early,5,0,V,0.7893942594528198,64,0.7893942594528198
early,mid_early,5,1,K,0.856825053691864,64,0.856825053691864
early,mid_early,5,1,V,0.8166318535804749,64,0.8166318535804749
early,mid_early,5,2,K,0.8058828711509705,64,0.8058828711509705
early,mid_early,5,2,V,0.7301194667816162,64,0.7301194667816162
early,mid_early,5,3,K,0.9666621685028076,64,0.9666621685028076
early,mid_early,5,3,V,0.8492342829704285,64,0.8492342829704285
early,mid_early,5,4,K,0.8684739470481873,64,0.8684739470481873
early,mid_early,5,4,V,0.8010139465332031,64,0.8010139465332031
early,mid_early,5,5,K,0.8276532292366028,64,0.8276532292366028
early,mid_early,5,5,V,0.8072123527526855,64,0.8072123527526855
early,mid_early,5,6,K,0.8385456800460815,64,0.8385456800460815
early,mid_early,5,6,V,0.8131297826766968,64,0.8131297826766968
early,mid_early,5,7,K,0.8383581638336182,64,0.8383581638336182
early,mid_early,5,7,V,0.7457526922225952,64,0.7457526922225952
early,mid_early,6,0,K,0.8430191874504089,64,0.8430191874504089
early,mid_early,6,0,V,0.7577089071273804,64,0.7577089071273804
early,mid_early,6,1,K,0.8372240662574768,64,0.8372240662574768
early,mid_early,6,1,V,0.8373685479164124,64,0.8373685479164124
early,mid_early,6,2,K,0.839056134223938,64,0.839056134223938
early,mid_early,6,2,V,0.7216631174087524,64,0.7216631174087524
early,mid_early,6,3,K,0.8365733623504639,64,0.8365733623504639
early,mid_early,6,3,V,0.7954981327056885,64,0.7954981327056885
early,mid_early,6,4,K,0.7857282161712646,64,0.7857282161712646
early,mid_early,6,4,V,0.7520585060119629,64,0.7520585060119629
early,mid_early,6,5,K,0.8449550271034241,64,0.8449550271034241
early,mid_early,6,5,V,0.7860751152038574,64,0.7860751152038574
early,mid_early,6,6,K,0.8506300449371338,64,0.8506300449371338
early,mid_early,6,6,V,0.7890241146087646,64,0.7890241146087646
early,mid_early,6,7,K,0.8226970434188843,64,0.8226970434188843
early,mid_early,6,7,V,0.7420375347137451,64,0.7420375347137451
early,mid_early,7,0,K,0.7839237451553345,64,0.7839237451553345
early,mid_early,7,0,V,0.7518522143363953,64,0.7518522143363953
early,mid_early,7,1,K,0.8245576620101929,64,0.8245576620101929
early,mid_early,7,1,V,0.727454423904419,64,0.727454423904419
early,mid_early,7,2,K,0.7869367599487305,64,0.7869367599487305
early,mid_early,7,2,V,0.7435903549194336,64,0.7435903549194336
early,mid_early,7,3,K,0.8158942461013794,64,0.8158942461013794
early,mid_early,7,3,V,0.6535870432853699,64,0.6535870432853699
early,mid_early,7,4,K,0.7910221815109253,64,0.7910221815109253
early,mid_early,7,4,V,0.740888774394989,64,0.740888774394989
early,mid_early,7,5,K,0.7857205867767334,64,0.7857205867767334
early,mid_early,7,5,V,0.6185872554779053,64,0.6185872554779053
early,mid_early,7,6,K,0.814109742641449,64,0.814109742641449
early,mid_early,7,6,V,0.7366979122161865,64,0.7366979122161865
early,mid_early,7,7,K,0.7915984392166138,64,0.7915984392166138
early,mid_early,7,7,V,0.716195821762085,64,0.716195821762085
early,mid_early,8,0,K,0.8276441097259521,64,0.8276441097259521
early,mid_early,8,0,V,0.7924113273620605,64,0.7924113273620605
early,mid_early,8,1,K,0.820197582244873,64,0.820197582244873
early,mid_early,8,1,V,0.7663107514381409,64,0.7663107514381409
early,mid_early,8,2,K,0.7227356433868408,64,0.7227356433868408
early,mid_early,8,2,V,0.7365328669548035,64,0.7365328669548035
early,mid_early,8,3,K,0.8032342195510864,64,0.8032342195510864
early,mid_early,8,3,V,0.7216254472732544,64,0.7216254472732544
early,mid_early,8,4,K,0.8269875645637512,64,0.8269875645637512
early,mid_early,8,4,V,0.7702670693397522,64,0.7702670693397522
early,mid_early,8,5,K,0.7963078618049622,64,0.7963078618049622
early,mid_early,8,5,V,0.6833881735801697,64,0.6833881735801697
early,mid_early,8,6,K,0.7933981418609619,64,0.7933981418609619
early,mid_early,8,6,V,0.7185244560241699,64,0.7185244560241699
early,mid_early,8,7,K,0.8030785918235779,64,0.8030785918235779
early,mid_early,8,7,V,0.6980234980583191,64,0.6980234980583191
early,mid_early,9,0,K,0.9207204580307007,64,0.9207204580307007
early,mid_early,9,0,V,0.7842658758163452,64,0.7842658758163452
early,mid_early,9,1,K,0.8035488724708557,64,0.8035488724708557
early,mid_early,9,1,V,0.7832162380218506,64,0.7832162380218506
early,mid_early,9,2,K,0.8303000926971436,64,0.8303000926971436
early,mid_early,9,2,V,0.7890648245811462,64,0.7890648245811462
early,mid_early,9,3,K,0.8170130848884583,64,0.8170130848884583
early,mid_early,9,3,V,0.7654832601547241,64,0.7654832601547241
early,mid_early,9,4,K,0.83498215675354,64,0.83498215675354
early,mid_early,9,4,V,0.7518824934959412,64,0.7518824934959412
early,mid_early,9,5,K,0.8593096733093262,64,0.8593096733093262
early,mid_early,9,5,V,0.8012707829475403,64,0.8012707829475403
early,mid_early,9,6,K,0.885162353515625,64,0.885162353515625
early,mid_early,9,6,V,0.7951833009719849,64,0.7951833009719849
early,mid_early,9,7,K,0.9002150297164917,64,0.9002150297164917
early,mid_early,9,7,V,0.8115342855453491,64,0.8115342855453491
early,mid_early,10,0,K,0.7818809151649475,64,0.7818809151649475
early,mid_early,10,0,V,0.754063606262207,64,0.754063606262207
early,mid_early,10,1,K,0.8547616004943848,64,0.8547616004943848
early,mid_early,10,1,V,0.7690026760101318,64,0.7690026760101318
early,mid_early,10,2,K,0.8092069625854492,64,0.8092069625854492
early,mid_early,10,2,V,0.7408460378646851,64,0.7408460378646851
early,mid_early,10,3,K,0.8252753615379333,64,0.8252753615379333
early,mid_early,10,3,V,0.7140729427337646,64,0.7140729427337646
early,mid_early,10,4,K,0.839551568031311,64,0.839551568031311
early,mid_early,10,4,V,0.7757126092910767,64,0.7757126092910767
early,mid_early,10,5,K,0.8278152942657471,64,0.8278152942657471
early,mid_early,10,5,V,0.7527333498001099,64,0.7527333498001099
early,mid_early,10,6,K,0.8455209732055664,64,0.8455209732055664
early,mid_early,10,6,V,0.7472343444824219,64,0.7472343444824219
early,mid_early,10,7,K,0.8454630374908447,64,0.8454630374908447
early,mid_early,10,7,V,0.7553119659423828,64,0.7553119659423828
early,mid_early,11,0,K,0.8202090263366699,64,0.8202090263366699
early,mid_early,11,0,V,0.7009367346763611,64,0.7009367346763611
early,mid_early,11,1,K,0.8201782703399658,64,0.8201782703399658
early,mid_early,11,1,V,0.727799117565155,64,0.727799117565155
early,mid_early,11,2,K,0.8378844261169434,64,0.8378844261169434
early,mid_early,11,2,V,0.7154267430305481,64,0.7154267430305481
early,mid_early,11,3,K,0.820054829120636,64,0.820054829120636
early,mid_early,11,3,V,0.6471384763717651,64,0.6471384763717651
early,mid_early,11,4,K,0.8434812426567078,64,0.8434812426567078
early,mid_early,11,4,V,0.7441993951797485,64,0.7441993951797485
early,mid_early,11,5,K,0.8120419979095459,64,0.8120419979095459
early,mid_early,11,5,V,0.7049939632415771,64,0.7049939632415771
early,mid_early,11,6,K,0.8311419486999512,64,0.8311419486999512
early,mid_early,11,6,V,0.7362903356552124,64,0.7362903356552124
early,mid_early,11,7,K,0.8427479267120361,64,0.8427479267120361
early,mid_early,11,7,V,0.7506715059280396,64,0.7506715059280396
early,mid_early,12,0,K,0.7969446778297424,64,0.7969446778297424
early,mid_early,12,0,V,0.7059691548347473,64,0.7059691548347473
early,mid_early,12,1,K,0.8762426376342773,64,0.8762426376342773
early,mid_early,12,1,V,0.7037851810455322,64,0.7037851810455322
early,mid_early,12,2,K,0.8987929821014404,64,0.8987929821014404
early,mid_early,12,2,V,0.7213205099105835,64,0.7213205099105835
early,mid_early,12,3,K,0.8246135711669922,64,0.8246135711669922
early,mid_early,12,3,V,0.7640030384063721,64,0.7640030384063721
early,mid_early,12,4,K,0.8101656436920166,64,0.8101656436920166
early,mid_early,12,4,V,0.7147724628448486,64,0.7147724628448486
early,mid_early,12,5,K,0.8615360260009766,64,0.8615360260009766
early,mid_early,12,5,V,0.7238585948944092,64,0.7238585948944092
early,mid_early,12,6,K,0.8375087976455688,64,0.8375087976455688
early,mid_early,12,6,V,0.6944149136543274,64,0.6944149136543274
early,mid_early,12,7,K,0.8184642195701599,64,0.8184642195701599
early,mid_early,12,7,V,0.7150448560714722,64,0.7150448560714722
early,mid_early,13,0,K,0.9101364612579346,64,0.9101364612579346
early,mid_early,13,0,V,0.6860005855560303,64,0.6860005855560303
early,mid_early,13,1,K,0.8191909790039062,64,0.8191909790039062
early,mid_early,13,1,V,0.6562825441360474,64,0.6562825441360474
early,mid_early,13,2,K,0.7987588047981262,64,0.7987588047981262
early,mid_early,13,2,V,0.7298263311386108,64,0.7298263311386108
early,mid_early,13,3,K,0.8339194059371948,64,0.8339194059371948
early,mid_early,13,3,V,0.6885807514190674,64,0.6885807514190674
early,mid_early,13,4,K,0.8429256677627563,64,0.8429256677627563
early,mid_early,13,4,V,0.7573156356811523,64,0.7573156356811523
early,mid_early,13,5,K,0.8249648809432983,64,0.8249648809432983
early,mid_early,13,5,V,0.6413018107414246,64,0.6413018107414246
early,mid_early,13,6,K,0.847658634185791,64,0.847658634185791
