layer,head,method,k,n_bits,bits_per_vector,eff_rank_K_90,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
3,2,full_dim,128,4,512,21.0,9.120808795585898e-06,0.002345319357250203,4.542994903719452e-06,0.0023420488266770035,0.83203125
3,2,subspace_k16,16,32,512,21.0,0.003940017703997497,0.04821731694397559,0.0011941264853146108,0.03774893129178615,0.0
3,2,subspace_k32,32,16,512,21.0,7.733062581635302e-05,0.006783296912956127,3.83725950333384e-05,0.0067557762996354465,0.609375
3,2,subspace_k48,48,11,528,21.0,4.784676027591628e-05,0.005340932311764572,2.3778917040041792e-05,0.005322106652528196,0.6796875
3,2,subspace_k64,64,8,512,21.0,2.8786923825231437e-05,0.004147072502010833,1.4226223013263707e-05,0.004119968319357618,0.74609375
3,2,full_dim,128,8,1024,21.0,2.99054980828903e-08,0.00013473118644329206,1.4882687308288644e-08,0.00013431780044170376,0.99609375
3,2,subspace_k16,16,64,1024,21.0,0.004897821233685342,0.055227306255224276,0.0004120597098118254,0.021655358650457555,0.0078125
3,2,subspace_k32,32,32,1024,21.0,0.009869348779514824,0.07666862999932662,0.0011879607028728685,0.037947175392315055,0.0
3,2,subspace_k48,48,21,1008,21.0,4.785034081323339e-05,0.005341108594218366,2.378036995878412e-05,0.005322232987004661,0.6796875
3,2,subspace_k64,64,16,1024,21.0,2.8739439982014408e-05,0.00414430879035582,1.4205662429967044e-05,0.004117452620446464,0.74609375
3,3,full_dim,128,2,256,21.0,0.00024911612439801274,0.01221453699211441,0.00012401258948621205,0.012182623645731111,0.34375
3,3,subspace_k16,16,16,256,21.0,0.00012040114493206512,0.008457246510606215,5.9876215904883646e-05,0.008437175826507253,0.42578125
3,3,subspace_k32,32,8,256,21.0,6.991713281015087e-05,0.00644080714912524,3.484214466280523e-05,0.006428553040706799,0.48828125
3,3,subspace_k48,48,5,240,21.0,4.1110620964978755e-05,0.0049745044737216255,2.0379723935527297e-05,0.004951211012928919,0.6015625
3,3,subspace_k64,64,4,256,21.0,3.558531454208664e-05,0.0046024135014676665,1.7688065740405074e-05,0.004591376925420515,0.66015625
3,3,full_dim,128,4,512,21.0,1.0140471380674682e-05,0.002452580025757564,5.056576174933811e-06,0.002448622783458754,0.8359375
3,3,subspace_k16,16,32,512,21.0,0.004581329503414911,0.05235042312695036,0.0010803387379650258,0.03611893935806911,0.0
3,3,subspace_k32,32,16,512,21.0,6.981305336450653e-05,0.006437206378682347,3.4790099540424355e-05,0.006424688581661548,0.484375
3,3,subspace_k48,48,11,528,21.0,3.859036915515449e-05,0.00481087065769473,1.9113215589299076e-05,0.0047852761182395655,0.625
3,3,subspace_k64,64,8,512,21.0,2.4749996134512885e-05,0.0038511489071686965,1.2292807651882639e-05,0.0038381720906218338,0.72265625
3,3,full_dim,128,8,1024,21.0,3.118133135095983e-08,0.00013716415477453065,1.55609025656997e-08,0.0001370037303704753,0.99609375
3,3,subspace_k16,16,64,1024,21.0,0.0057217195694561265,0.0600385108105132,0.0003573338595049718,0.020300486640253274,0.0
3,3,subspace_k32,32,32,1024,21.0,0.0038906878358412303,0.04873953735413136,0.0011687005397936615,0.03755178199846121,0.0
3,3,subspace_k48,48,21,1008,21.0,3.8595675594113767e-05,0.004811173935083472,1.9115863301218614e-05,0.0047855816761139,0.62109375
3,3,subspace_k64,64,16,1024,21.0,2.474797516734672e-05,0.003849863850949248,1.2290782150285886e-05,0.0038368099343566056,0.7265625
3,4,full_dim,128,2,256,23.0,0.00023010948188131235,0.011694341703316888,0.00011481945134476937,0.011681589783167821,0.40234375
3,4,subspace_k16,16,16,256,23.0,0.00012328278646310214,0.00857085998801187,6.143083495412603e-05,0.008555260082262985,0.4453125
3,4,subspace_k32,32,8,256,23.0,6.817711227781042e-05,0.006375366492637093,3.3950517097044e-05,0.006359912924876737,0.6015625
3,4,subspace_k48,48,5,240,23.0,4.6935236235294324e-05,0.005278629342551291,2.339831161601999e-05,0.005269760161266591,0.64453125
3,4,subspace_k64,64,4,256,23.0,3.853476157998894e-05,0.0048061046031051685,1.9150346330707234e-05,0.004789073115134831,0.6328125
3,4,full_dim,128,4,512,23.0,8.946227692055842e-06,0.002321893394282276,4.459389770570209e-06,0.0023189377719777813,0.80859375
3,4,subspace_k16,16,32,512,23.0,0.006460796325680504,0.06145131926543702,0.0011715028039685515,0.0369332589935185,0.0
3,4,subspace_k32,32,16,512,23.0,6.821352062846137e-05,0.00637653565993093,3.396465823586768e-05,0.006360492989185795,0.6015625
3,4,subspace_k48,48,11,528,23.0,4.455932808366247e-05,0.005151074169250257,2.2214555534164963e-05,0.0051414283017682735,0.66796875
3,4,subspace_k64,64,8,512,23.0,2.952695494052335e-05,0.004191881594115949,1.4646679327589985e-05,0.004173267736719813,0.68359375
3,4,full_dim,128,8,1024,23.0,3.2122390100675014e-08,0.00013902093479920967,1.5920469215990014e-08,0.00013845355146306437,0.98046875
3,4,subspace_k16,16,64,1024,23.0,0.01047167615132652,0.08035282365636245,0.00038133546371367,0.020649639347813012,0.0
3,4,subspace_k32,32,32,1024,23.0,0.004483721112562869,0.05193632634712449,0.0012715483694326593,0.03871237663729998,0.00390625
3,4,subspace_k48,48,21,1008,23.0,4.456726317377503e-05,0.005151395136576638,2.2218810227806752e-05,0.0051417753939937,0.66796875
3,4,subspace_k64,64,16,1024,23.0,2.9511342558139355e-05,0.004190903187249749,1.4634335439646106e-05,0.004171378343571396,0.68359375
3,5,full_dim,128,2,256,19.0,0.0002755745975165527,0.012815688238292534,0.0001366675165797309,0.012776074929848282,0.37890625
3,5,subspace_k16,16,16,256,19.0,0.0001187368818138285,0.008402711637265645,5.892475540632578e-05,0.008371353717955578,0.54296875
3,5,subspace_k32,32,8,256,19.0,6.852774802747146e-05,0.006349222446729509,3.409565942110544e-05,0.006327931523038197,0.63671875
3,5,subspace_k48,48,5,240,19.0,5.092787225731212e-05,0.00545630580563191,2.521746691051465e-05,0.005426554955813635,0.6875
3,5,subspace_k64,64,4,256,19.0,3.900386560533802e-05,0.004816844679211729,1.9434824485907082e-05,0.004807489866572481,0.6875
3,5,full_dim,128,4,512,19.0,1.218323733218806e-05,0.0026843818207387023,6.0731479655618486e-06,0.002680130770185308,0.81640625
3,5,subspace_k16,16,32,512,19.0,0.006169897447363257,0.06177280620524686,0.0014065109793311584,0.040475749538823436,0.0
3,5,subspace_k32,32,16,512,19.0,6.845507039831547e-05,0.006347173841113324,3.406073092534345e-05,0.006325925149578697,0.640625
3,5,subspace_k48,48,11,528,19.0,4.800706937226317e-05,0.005295730189728386,2.3762480790633682e-05,0.005264896301307031,0.6875
3,5,subspace_k64,64,8,512,19.0,2.894689925573472e-05,0.004110115034388605,1.4325747899912942e-05,0.0040830290905241005,0.7421875
3,5,full_dim,128,8,1024,19.0,3.735646671063009e-08,0.00014949870010149503,1.8512029736838517e-08,0.00014880905894007297,0.98828125
3,5,subspace_k16,16,64,1024,19.0,0.008367374053930827,0.07361087310567944,0.00040662013545063823,0.021371963391207373,0.0
3,5,subspace_k32,32,32,1024,19.0,0.005023661284921906,0.05486206149044053,0.0012983389941649535,0.039314326881725446,0.0
3,5,subspace_k48,48,21,1008,19.0,4.7993126606719154e-05,0.0052949080689176885,2.375556616072423e-05,0.005264076699831325,0.6875
3,5,subspace_k64,64,16,1024,19.0,2.8798978982262868e-05,0.004098505244061908,1.4258092897772348e-05,0.004072623438128737,0.7421875
3,6,full_dim,128,2,256,22.0,0.0001396744595719661,0.00918799174607976,6.969993546826082e-05,0.009177593663600282,0.42578125
3,6,subspace_k16,16,16,256,22.0,7.0517504864565e-05,0.006510280662034201,3.514679628869669e-05,0.006501847476959161,0.47265625
3,6,subspace_k32,32,8,256,22.0,3.8441056397384464e-05,0.004802159172385544,1.901008929471525e-05,0.00477676756531975,0.57421875
3,6,subspace_k48,48,5,240,22.0,2.6569985695978608e-05,0.003984125428033751,1.3113002763585857e-05,0.003961785690811272,0.63671875
3,6,subspace_k64,64,4,256,22.0,2.2375705772982857e-05,0.0036659044819713628,1.1136667537618548e-05,0.003656124851064865,0.6640625
3,6,full_dim,128,4,512,22.0,5.340107444521089e-06,0.001799545039060903,2.6597832100191898e-06,0.0017954533479647562,0.8515625
3,6,subspace_k16,16,32,512,22.0,0.002972458519299118,0.04248372813191587,0.0006320406319983584,0.02760557904991657,0.0
3,6,subspace_k32,32,16,512,22.0,3.8415590570120426e-05,0.0048010683653338295,1.899684120036871e-05,0.004775387172801237,0.57421875
3,6,subspace_k48,48,11,528,22.0,2.5370737601231178e-05,0.0038916479345712553,1.2487359395798794e-05,0.003864266374147115,0.62109375
3,6,subspace_k64,64,8,512,22.0,1.627938357212531e-05,0.0031257133205562946,8.095140233139821e-06,0.003116674757355327,0.7109375
3,6,full_dim,128,8,1024,22.0,1.8978806773440698e-08,0.00010704067098726,9.469095955351052e-09,0.00010691169690310362,1.0
3,6,subspace_k16,16,64,1024,22.0,0.004274042277867503,0.05193555012315022,0.00022066683848775027,0.01601131196105529,0.0
3,6,subspace_k32,32,32,1024,22.0,0.00335558206816941,0.0446277523667875,0.0007279380269222982,0.02953760677090884,0.0
3,6,subspace_k48,48,21,1008,22.0,2.5369253420283782e-05,0.003891430087205482,1.2486804423398609e-05,0.0038640776502068186,0.62109375
3,6,subspace_k64,64,16,1024,22.0,1.6246405255950275e-05,0.0031232607935251407,8.077591104776536e-06,0.0031141577117386513,0.7109375
3,7,full_dim,128,2,256,28.0,0.00015505620907403097,0.009721904515062559,7.731836593319558e-05,0.009706427347125087,0.40234375
3,7,subspace_k16,16,16,256,28.0,0.00011490750393747255,0.008318368868042218,5.671205794474643e-05,0.008267296210076429,0.3984375
3,7,subspace_k32,32,8,256,28.0,5.892343317554912e-05,0.005947893761442516,2.921148618306942e-05,0.0059202020951132535,0.54296875
3,7,subspace_k48,48,5,240,28.0,3.461057500353255e-05,0.004584582775316511,1.7184276558242063e-05,0.004567189096696813,0.61328125
3,7,subspace_k64,64,4,256,28.0,2.7176788765624032e-05,0.004049580290913256,1.3524709999478944e-05,0.0040410942295309275,0.625
3,7,full_dim,128,4,512,28.0,6.5516463959177525e-06,0.0019933959436559887,3.2643319996691433e-06,0.0019901066083517147,0.84765625
3,7,subspace_k16,16,32,512,28.0,0.003137303422766249,0.04396867304082362,0.0007410024250834783,0.029803538064582507,0.00390625
3,7,subspace_k32,32,16,512,28.0,5.885980898661546e-05,0.005943946801371894,2.918074840235358e-05,0.0059162792353892706,0.54296875
3,7,subspace_k48,48,11,528,28.0,3.3549293969622964e-05,0.004516428037785368,1.664246073632586e-05,0.004497193090585399,0.62109375
3,7,subspace_k64,64,8,512,28.0,2.116703237322417e-05,0.0035606522276863126,1.0508187845109627e-05,0.0035469682205877,0.66015625
3,7,full_dim,128,8,1024,28.0,2.391205786488381e-08,0.00012049746112820927,1.1873129312537242e-08,0.00012008807322582007,0.98046875
3,7,subspace_k16,16,64,1024,28.0,0.004217825733872072,0.052797490330944705,0.0002551389217286965,0.01730013528984324,0.0078125
3,7,subspace_k32,32,32,1024,28.0,0.0029033546198273534,0.04243150293537035,0.0007895890085546598,0.03092084473029596,0.0
3,7,subspace_k48,48,21,1008,28.0,3.353968867541594e-05,0.004515864774338437,1.6638003792698034e-05,0.004496672678139194,0.6171875
3,7,subspace_k64,64,16,1024,28.0,2.1171469312040094e-05,0.0035612604079198525,1.0508334931522456e-05,0.0035472806021630103,0.66015625
4,0,full_dim,128,2,256,20.0,0.00037729262740371117,0.015118139658535684,0.00018772242213446687,0.015078098789337593,0.4375
4,0,subspace_k16,16,16,256,20.0,0.0001786354240804416,0.010383910470984381,8.861158724578715e-05,0.010345347157831836,0.5234375
4,0,subspace_k32,32,8,256,20.0,0.00011453031815151149,0.008270419209613685,5.699251388935601e-05,0.008244716638739494,0.65234375
4,0,subspace_k48,48,5,240,20.0,8.142132644148653e-05,0.006985966681244327,4.043787112214834e-05,0.0069601994378289105,0.65625
4,0,subspace_k64,64,4,256,20.0,5.981264859226861e-05,0.006027829390462711,2.9712666614111546e-05,0.0060107409879176805,0.71484375
4,0,full_dim,128,4,512,20.0,1.5796240821998037e-05,0.0030850905218477403,7.888883118565372e-06,0.0030823763529926104,0.8203125
4,0,subspace_k16,16,32,512,20.0,0.008879332721263816,0.07386916311126543,0.0021961399071669654,0.051213766099771504,0.0
4,0,subspace_k32,32,16,512,20.0,0.00011419815680341103,0.008258273757736904,5.6828628732449207e-05,0.008232840726312703,0.63671875
4,0,subspace_k48,48,11,528,20.0,7.848262633710628e-05,0.006855216863292201,3.894428136266772e-05,0.006826629441912201,0.6640625
4,0,subspace_k64,64,8,512,20.0,4.793867387729806e-05,0.005378613042719197,2.3791393256169063e-05,0.0053584549742650795,0.74609375
4,0,full_dim,128,8,1024,20.0,5.665336985195544e-08,0.00018489600896661053,2.8223934781222822e-08,0.00018467780529798878,0.98828125
4,0,subspace_k16,16,64,1024,20.0,0.010770885020017298,0.0835896252340583,0.0007711336143253976,0.029422176461572844,0.0
4,0,subspace_k32,32,32,1024,20.0,0.007472751422141731,0.06750479070595122,0.0022995496559896243,0.05253655178466635,0.0
4,0,subspace_k48,48,21,1008,20.0,7.84862854865862e-05,0.006855135961121575,3.894584715539373e-05,0.006826553958553158,0.6640625
4,0,subspace_k64,64,16,1024,20.0,4.7825160888860994e-05,0.005372096170361419,2.3733894967563788e-05,0.005352050239985512,0.7421875
4,1,full_dim,128,2,256,22.0,0.0005571408376709593,0.018293613585443187,0.00027753031469963344,0.018258461232361543,0.31640625
4,1,subspace_k16,16,16,256,22.0,0.000335754430664229,0.014043677262407643,0.0001657511273417777,0.013976460713157574,0.3515625
4,1,subspace_k32,32,8,256,22.0,0.00019384336328634834,0.010652172241510788,9.618810121711063e-05,0.010625913585796617,0.44921875
4,1,subspace_k48,48,5,240,22.0,0.00010529210197424626,0.007968006026583874,5.1816195074192836e-05,0.007917559111367059,0.58203125
4,1,subspace_k64,64,4,256,22.0,8.983632373122293e-05,0.007356761494063412,4.468843653343057e-05,0.007342623927751226,0.59765625
4,1,full_dim,128,4,512,22.0,2.2504014334309805e-05,0.003678124032134428,1.1203751109211206e-05,0.003673686426258046,0.79296875
4,1,subspace_k16,16,32,512,22.0,0.005913073701437406,0.059941548603793665,0.002195704919639317,0.051536619068773735,0.0
4,1,subspace_k32,32,16,512,22.0,0.0001936541722328834,0.01064837265744183,9.610431800549722e-05,0.010622784178349793,0.453125
4,1,subspace_k48,48,11,528,22.0,0.00010133687642585007,0.0077992402886692385,4.993444193607149e-05,0.007756629698825518,0.57421875
4,1,subspace_k64,64,8,512,22.0,6.595998733537189e-05,0.006312343176890755,3.278278603563723e-05,0.006297777680202116,0.609375
4,1,full_dim,128,8,1024,22.0,7.963443171959283e-08,0.0002181786328498722,3.964858495693444e-08,0.00021776669525778932,0.98828125
4,1,subspace_k16,16,64,1024,22.0,0.004923082368211672,0.055849127348780704,0.0008523654857246605,0.03135668563001621,0.0
4,1,subspace_k32,32,32,1024,22.0,0.008273928465335546,0.07193389542893987,0.002716275441255601,0.057245689653481216,0.0
4,1,subspace_k48,48,21,1008,22.0,0.00010134796065828178,0.007799958464156299,4.993959451076751e-05,0.007757210501767483,0.578125
4,1,subspace_k64,64,16,1024,22.0,6.596256779899927e-05,0.006309068972184982,3.278258589602817e-05,0.0062941450228927096,0.61328125
4,2,full_dim,128,2,256,31.0,0.0009792591720065526,0.024274296619234526,0.00048730317109176594,0.024214484678819335,0.3828125
4,2,subspace_k16,16,16,256,31.0,0.0005645343567273067,0.018468050166343744,0.0002800445987761669,0.018416070696343705,0.44921875
4,2,subspace_k32,32,8,256,31.0,0.0003525908629332795,0.014614254591461841,0.000175486649555675,0.014584310353878697,0.5
4,2,subspace_k48,48,5,240,31.0,0.00022165105756139785,0.011601912461021654,0.00011028184328681578,0.011567385657035998,0.60546875
4,2,subspace_k64,64,4,256,31.0,0.0001850774681199052,0.010539312414585906,9.220846989899231e-05,0.010516649177181604,0.69140625
4,2,full_dim,128,4,512,31.0,3.757622296001457e-05,0.004741192563866348,1.868408201040301e-05,0.004730317981325269,0.875
4,2,subspace_k16,16,32,512,31.0,0.018204805271379267,0.10262805017510691,0.004966825122044811,0.07738600449562372,0.0
4,2,subspace_k32,32,16,512,31.0,0.0003524960156365722,0.014609513085635337,0.00017543791445552708,0.014580002517409313,0.5
4,2,subspace_k48,48,11,528,31.0,0.00021369611415272404,0.011411324062185271,0.00010634463923629058,0.011376129741446205,0.60546875
4,2,subspace_k64,64,8,512,31.0,0.00014938042853689549,0.009443343159680578,7.449312035389248e-05,0.00943060179923549,0.68359375
4,2,full_dim,128,8,1024,31.0,1.322274467706183e-07,0.0002819598022431384,6.596955782989061e-08,0.00028165283170716247,0.9921875
4,2,subspace_k16,16,64,1024,31.0,0.023510600578617064,0.1184333099440429,0.0018000895573298278,0.04488117488082742,0.0
4,2,subspace_k32,32,32,1024,31.0,0.014971836987221578,0.09530103317349117,0.0052562207600671965,0.07945534029473393,0.0
4,2,subspace_k48,48,21,1008,31.0,0.00021372693896610798,0.011412401620540982,0.00010635840306994687,0.011377102500322077,0.60546875
4,2,subspace_k64,64,16,1024,31.0,0.00014909479768711038,0.009434822068117885,7.435362788492904e-05,0.009422309694853085,0.6875
4,3,full_dim,128,2,256,22.0,0.0005777313191736193,0.018626372303631504,0.0002880066428611117,0.018593756697433544,0.40625
4,3,subspace_k16,16,16,256,22.0,0.0002585666565247506,0.012437363061497887,0.00012796046162644404,0.012367913861067246,0.5234375
4,3,subspace_k32,32,8,256,22.0,0.00016822894621884536,0.010027371778555701,8.373415959931611e-05,0.01000799464928033,0.609375
4,3,subspace_k48,48,5,240,22.0,0.0001110338805621561,0.008119791087674674,5.5169990430952645e-05,0.008099540704546338,0.6328125
4,3,subspace_k64,64,4,256,22.0,9.551997983128325e-05,0.007558560895116995,4.7297297194292747e-05,0.007527156267383027,0.6875
4,3,full_dim,128,4,512,22.0,2.2018151092211464e-05,0.003632442580607597,1.0966340493207813e-05,0.0036264296302168787,0.859375
4,3,subspace_k16,16,32,512,22.0,0.011274681637158009,0.08348453240162507,0.003043965052864489,0.060784353641502316,0.0
4,3,subspace_k32,32,16,512,22.0,0.00016811351182694618,0.010022689750789578,8.367981575365627e-05,0.010004083292516387,0.609375
4,3,subspace_k48,48,11,528,22.0,0.00010761830908451732,0.007986070980392581,5.34659512788364e-05,0.007966611454188099,0.65625
4,3,subspace_k64,64,8,512,22.0,7.132586128066639e-05,0.006533788634759159,3.521653584712225e-05,0.0064954718440892855,0.74609375
4,3,full_dim,128,8,1024,22.0,7.82707424749455e-08,0.00021618193983100222,3.8951676274466534e-08,0.00021568708124417832,0.99609375
4,3,subspace_k16,16,64,1024,22.0,0.014772758022774876,0.09711784713307657,0.0009565828541630043,0.03328407776749222,0.0
4,3,subspace_k32,32,32,1024,22.0,0.02279660803947739,0.11680850118714374,0.003160770280795377,0.061981766848771755,0.0
4,3,subspace_k48,48,21,1008,22.0,0.00010761469482098662,0.007985709736071768,5.346432556169076e-05,0.007966265460276283,0.65234375
4,3,subspace_k64,64,16,1024,22.0,7.117817226541366e-05,0.006526404336197363,3.514603988895112e-05,0.0064874056668460045,0.75
4,4,full_dim,128,2,256,17.0,0.0005249642509324149,0.017585601279266484,0.000260930890375847,0.017541088613993623,0.40234375
4,4,subspace_k16,16,16,256,17.0,0.00017549175506883531,0.010123624006891159,8.689127740818482e-05,0.010089000617952471,0.44140625
4,4,subspace_k32,32,8,256,17.0,0.00010199436999012662,0.007730085413007002,5.0578808877208604e-05,0.0076986656206329065,0.55859375
4,4,subspace_k48,48,5,240,17.0,7.673413305176294e-05,0.006704798577989244,3.8187849470471726e-05,0.006689280114465587,0.62109375
4,4,subspace_k64,64,4,256,17.0,6.762371312427664e-05,0.00630074329662202,3.3588552672018127e-05,0.006281623521221495,0.671875
4,4,full_dim,128,4,512,17.0,1.9868227783230368e-05,0.0034336478493561325,9.901819104863535e-06,0.003429491914952354,0.828125
4,4,subspace_k16,16,32,512,17.0,0.012257142393925542,0.08405117901851154,0.0022618826202679197,0.05169470828203919,0.0
4,4,subspace_k32,32,16,512,17.0,0.00010199365083391156,0.0077303498678878485,5.0582547343909e-05,0.007698861557433968,0.55859375
4,4,subspace_k48,48,11,528,17.0,7.113857827890617e-05,0.00646590632895746,3.5387164316576735e-05,0.00644752556751656,0.625
4,4,subspace_k64,64,8,512,17.0,5.1264230743950235e-05,0.005485145281151439,2.5471503929229624e-05,0.005472251003891586,0.75
4,4,full_dim,128,8,1024,17.0,6.618193654564764e-08,0.00019697690462996693,3.29804833880908e-08,0.0001966202162687083,0.984375
4,4,subspace_k16,16,64,1024,17.0,0.018649244476921775,0.105083533354656,0.0008106110488307114,0.029989649515240614,0.0
4,4,subspace_k32,32,32,1024,17.0,0.017955385986293773,0.10218996007219035,0.002711947808463215,0.05624307301895442,0.0
4,4,subspace_k48,48,21,1008,17.0,7.113756380447759e-05,0.006465690255426235,3.53867502959707e-05,0.006447348513803866,0.625
4,4,subspace_k64,64,16,1024,17.0,5.115821858402843e-05,0.005479246070947325,2.5420709963223747e-05,0.005467041795247454,0.75390625
4,5,full_dim,128,2,256,14.0,0.0004586632491826305,0.016378506522221947,0.0002273885053033042,0.016321885403123997,0.3984375
4,5,subspace_k16,16,16,256,14.0,0.00018286367429714277,0.01022476151847378,9.110484038377079e-05,0.010206181877268652,0.45703125
4,5,subspace_k32,32,8,256,14.0,0.00010969296214702676,0.007957474905177144,5.4422101637508944e-05,0.007928783372021757,0.57421875
4,5,subspace_k48,48,5,240,14.0,6.793082272434265e-05,0.006306024000388126,3.370077083322874e-05,0.006283861432139496,0.66015625
4,5,subspace_k64,64,4,256,14.0,6.249189734270903e-05,0.0060297298964114045,3.107004895673988e-05,0.006013581198759721,0.6953125
4,5,full_dim,128,4,512,14.0,1.8478478974689597e-05,0.003283722902619737,9.241443121404406e-06,0.003283778683528197,0.859375
4,5,subspace_k16,16,32,512,14.0,0.011243322894326517,0.08025789227606663,0.00285080739463214,0.05741746463767974,0.0
4,5,subspace_k32,32,16,512,14.0,0.00010957272623186946,0.007954305977397045,5.436204907860112e-05,0.007925731768210053,0.578125
4,5,subspace_k48,48,11,528,14.0,6.494356513105298e-05,0.006161325261631498,3.222683869306971e-05,0.006140503350047854,0.65625
4,5,subspace_k64,64,8,512,14.0,4.3030823787470564e-05,0.004980897713329096,2.139108547731718e-05,0.004965370567961366,0.7578125
4,5,full_dim,128,8,1024,14.0,6.577903675846469e-08,0.00019495244276239592,3.2623790499796715e-08,0.0001942765982208888,0.99609375
4,5,subspace_k16,16,64,1024,14.0,0.013398629346549125,0.08882634141029955,0.000997041658168665,0.03260549258742135,0.0
4,5,subspace_k32,32,32,1024,14.0,0.016830794610829758,0.09493404659752927,0.0030591104881521184,0.05903373515995963,0.0
4,5,subspace_k48,48,21,1008,14.0,6.491219076834561e-05,0.0061602499578740505,3.22115033470094e-05,0.00613938051671244,0.65625
4,5,subspace_k64,64,16,1024,14.0,4.297595800370016e-05,0.004978884887438014,2.1361420218603178e-05,0.004963303754825229,0.75
4,6,full_dim,128,2,256,21.0,0.0004824406724498499,0.016714954413317357,0.0002391735052580854,0.0166382679650348,0.48046875
4,6,subspace_k16,16,16,256,21.0,0.0002227147577767578,0.011463541436213295,0.00011095139785737335,0.011445462069708088,0.515625
4,6,subspace_k32,32,8,256,21.0,0.0001426965972438457,0.009101523467419811,7.11330045147354e-05,0.009084956464377372,0.59765625
4,6,subspace_k48,48,5,240,21.0,0.00010425373055042414,0.007763291682609292,5.168674133776326e-05,0.007720854857010155,0.66015625
4,6,subspace_k64,64,4,256,21.0,8.342016618861186e-05,0.006944409786173589,4.1563344545577515e-05,0.006932810690250549,0.71484375
4,6,full_dim,128,4,512,21.0,1.938216897712107e-05,0.0033636929667649864,9.626054797773253e-06,0.00335267843733492,0.87109375
4,6,subspace_k16,16,32,512,21.0,0.010535351484429356,0.07929899192147744,0.003472574503590397,0.06309205941142529,0.0
4,6,subspace_k32,32,16,512,21.0,0.0001427355188021827,0.00910550235211589,7.11551336680589e-05,0.009089222493969977,0.59765625
4,6,subspace_k48,48,11,528,21.0,0.00010014700713319237,0.007591458047416012,4.962742145485523e-05,0.007555231102882551,0.65234375
4,6,subspace_k64,64,8,512,21.0,6.370144900462139e-05,0.0060397544777547486,3.166296172271058e-05,0.006019626709437958,0.74609375
4,6,full_dim,128,8,1024,21.0,6.581006860502351e-08,0.00019722472920028126,3.2677297197686645e-08,0.0001964238304959772,0.984375
4,6,subspace_k16,16,64,1024,21.0,0.009386301998586841,0.07698927428508123,0.00112503863370654,0.03457383982874944,0.0
4,6,subspace_k32,32,32,1024,21.0,0.00921621437871297,0.07370118429926698,0.003201575075722079,0.0607903540141006,0.0
4,6,subspace_k48,48,21,1008,21.0,0.00010014475780608753,0.00759165539599728,4.962623005549034e-05,0.007555467840790623,0.65234375
4,6,subspace_k64,64,16,1024,21.0,6.372253167779342e-05,0.006040801436565711,3.1669889890899716e-05,0.006020639803095943,0.7421875
4,7,full_dim,128,2,256,22.0,0.0007805958584398008,0.021262042227677722,0.0003896042024743833,0.021245909185027445,0.3125
4,7,subspace_k16,16,16,256,22.0,0.0003339828415656165,0.013883488340661216,0.00016565046687301991,0.013819595097505742,0.43359375
4,7,subspace_k32,32,8,256,22.0,0.00021254775686796093,0.011010222612410076,0.00010568619144582834,0.010980394203029178,0.5234375
4,7,subspace_k48,48,5,240,22.0,0.00016107165405715646,0.009598126098382032,7.957641415559e-05,0.009519480970075529,0.61328125
4,7,subspace_k64,64,4,256,22.0,0.00013580383191871262,0.008860631249353348,6.689353254161256e-05,0.008787158549614147,0.64453125
4,7,full_dim,128,4,512,22.0,2.9308829163625443e-05,0.004141271375913673,1.4499232597936237e-05,0.00412392634966609,0.82421875
4,7,subspace_k16,16,32,512,22.0,0.018871101211469017,0.10759755319223974,0.0028574372415454607,0.05831500882976445,0.0
4,7,subspace_k32,32,16,512,22.0,0.00021223860117954753,0.01100299971943545,0.00010552519793398748,0.010972834656132548,0.52734375
4,7,subspace_k48,48,11,528,22.0,0.00015224927471488953,0.009354068168063997,7.535603369809222e-05,0.00929082576117732,0.6328125
4,7,subspace_k64,64,8,512,22.0,0.00011082102393374693,0.008025427332930558,5.450553348241751e-05,0.007950714569696694,0.7109375
4,7,full_dim,128,8,1024,22.0,1.0181042621497267e-07,0.00024264113850658124,5.080144920644064e-08,0.00024234115652139185,0.9921875
4,7,subspace_k16,16,64,1024,22.0,0.026961340048603122,0.1291677620579654,0.000900373726903956,0.03196275921442619,0.0
4,7,subspace_k32,32,32,1024,22.0,0.013627550088087656,0.09025870760434168,0.002901694262936917,0.058671724317780505,0.0
4,7,subspace_k48,48,21,1008,22.0,0.00015227385442192104,0.00935469201907814,7.53672038174241e-05,0.00929139553964329,0.6328125
4,7,subspace_k64,64,16,1024,22.0,0.00011083176063022711,0.008022783464544688,5.451127559912712e-05,0.00794813182971503,0.7109375
5,0,full_dim,128,2,256,23.0,0.0007878712153626918,0.021961804223774486,0.0003926108963485396,0.021920642657181348,0.36328125
5,0,subspace_k16,16,16,256,23.0,0.00047631464186203285,0.01699190539501369,0.00023645577436351306,0.01692658099425377,0.375
5,0,subspace_k32,32,8,256,23.0,0.00017452673399016898,0.010237146475691702,8.674067374224948e-05,0.010199259315201646,0.57421875
5,0,subspace_k48,48,5,240,23.0,7.269480543125966e-05,0.006648584524919166,3.6158414374473606e-05,0.00663214258499299,0.765625
5,0,subspace_k64,64,4,256,23.0,7.405057672846609e-05,0.006688587808034418,3.683751963821991e-05,0.006671022410926072,0.76171875
