rho,rho_label,jaccard_mean,jaccard_std,support_size_mean,support_size_std
0.0,0,0.505034020447498,0.0733346044072206,35.733333333333334,3.6417334089993774
5e-07,rho_c/2,0.3328431509562581,0.07953629221913153,27.866666666666667,4.631294515455575
1e-06,rho_c,0.25317726762194737,0.09357852146114437,21.933333333333334,5.334999739664681
2e-06,2*rho_c,0.14925079249906428,0.13178621879613886,13.6,6.395831976112776
