n,T_h,rho,hamming_mean,hamming_std
4,0.001,0.0006666666666666668,0.36041666666666666,0.045595976308831866
4,0.001,0.0008,0.32708333333333334,0.048546584157212684
4,0.001,0.0009333333333333333,0.2958333333333333,0.03703414340548161
4,0.001,0.0010666666666666667,0.32291666666666663,0.07165576467466599
4,0.001,0.0012000000000000001,0.3020833333333333,0.056172786511303176
4,0.001,0.0013333333333333335,0.32499999999999996,0.05951190357119042
4,0.001,0.0014666666666666667,0.30416666666666664,0.029755951785595203
4,0.001,0.0016,0.29791666666666666,0.07520227353241685
4,0.001,0.0017333333333333335,0.3125,0.039747466725706074
4,0.001,0.0018666666666666666,0.31875,0.050988492710501744
4,0.001,0.002,0.3395833333333333,0.05396597436245258
4,0.003,0.0,0.5729166666666667,0.04482798914864585
4,0.003,0.00013333333333333334,0.5291666666666667,0.028565227501671016
4,0.003,0.0002666666666666667,0.5604166666666668,0.038131260870256506
4,0.003,0.0004,0.5520833333333334,0.026922599965250173
4,0.003,0.0005333333333333334,0.5208333333333334,0.04695594862326935
4,0.003,0.0006666666666666668,0.4708333333333333,0.034105636549468556
4,0.003,0.0008,0.4395833333333333,0.06611096521926015
4,0.003,0.0009333333333333333,0.48333333333333334,0.04487637339278754
4,0.003,0.0010666666666666667,0.46458333333333335,0.029389033290970597
4,0.003,0.0012000000000000001,0.4791666666666667,0.04545296714431547
4,0.003,0.0013333333333333335,0.4083333333333333,0.060092521257733164
4,0.003,0.0014666666666666667,0.4354166666666667,0.031663925319938876
4,0.003,0.0016,0.3979166666666667,0.05428672591998077
4,0.003,0.0017333333333333335,0.37916666666666665,0.0406116431033707
4,0.003,0.0018666666666666666,0.3333333333333333,0.06346477588219923
4,0.003,0.002,0.38958333333333334,0.04482798914864588
4,0.01,0.0,0.5729166666666667,0.029973947020704494
4,0.01,0.00013333333333333334,0.5875,0.05120085719768543
4,0.01,0.0002666666666666667,0.6166666666666667,0.05400617248673217
4,0.01,0.0004,0.59375,0.04404661356638743
4,0.01,0.0005333333333333334,0.6020833333333333,0.044439018766044856
4,0.01,0.0006666666666666668,0.5875,0.05574620066774854
4,0.01,0.0008,0.5708333333333333,0.051874581658286366
4,0.01,0.0009333333333333333,0.5958333333333333,0.04061164310337069
4,0.01,0.0010666666666666667,0.5708333333333333,0.03090082702956526
4,0.01,0.0012000000000000001,0.55625,0.04244072664054866
4,0.01,0.0013333333333333335,0.55625,0.03111080108972517
4,0.01,0.0014666666666666667,0.5708333333333333,0.03974746672570606
4,0.01,0.0016,0.5770833333333334,0.028792239502260935
4,0.01,0.0017333333333333335,0.55,0.05833333333333334
4,0.01,0.0018666666666666666,0.5333333333333333,0.04330127018922193
4,0.01,0.002,0.5229166666666667,0.04782600118020416
4,0.03,0.0,0.6041666666666666,0.043898557303553055
4,0.03,0.00013333333333333334,0.6083333333333334,0.03996526269427267
4,0.03,0.0002666666666666667,0.6208333333333333,0.04545296714431547
