layer,head,method,k,n_bits_per_dim,bits_per_vector,budget,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
7,3,full_dim,128,2,256,2bit,0.00857190183355874,0.07223038665578918,0.004004108737746349,0.0699654508341824,0.427734375
7,3,oracle,64,8,512,4bit,0.000284158535786403,0.012803928028989098,0.00014159408473065875,0.01269445252393261,0.8232421875
7,3,transfer,64,8,512,4bit,0.0018677845042351755,0.03114012933649705,0.0007054287863085249,0.026479963759821947,0.7314453125
7,3,full_dim,128,4,512,4bit,0.0003016163618120455,0.013510946824696377,0.00015208911770242902,0.013538623224501396,0.8525390625
7,4,oracle,64,4,256,2bit,0.0007115771652893322,0.020712604230875897,0.0003627505483800838,0.020772449690797452,0.6552734375
7,4,transfer,64,4,256,2bit,0.0018089216010491263,0.03232397250463327,0.0008723203928935942,0.03078854195734411,0.533203125
7,4,full_dim,128,2,256,2bit,0.005184524505844106,0.05601797839883242,0.0025730724278179096,0.055722478765304,0.548828125
7,4,oracle,64,8,512,4bit,0.0004137648123654713,0.015431289126257275,0.00021193648161281614,0.015406971861361814,0.771484375
7,4,transfer,64,8,512,4bit,0.0015603680026370957,0.029718642127144444,0.0007484339754604733,0.02791182232338724,0.587890625
7,4,full_dim,128,4,512,4bit,0.00019717534774644547,0.010983759571129771,9.968478012454834e-05,0.011026676716223146,0.873046875
7,5,oracle,64,4,256,2bit,0.0009488360659403957,0.02408812891171997,0.00048816326669757614,0.02437287909302175,0.736328125
7,5,transfer,64,4,256,2bit,0.003831489998848373,0.046716149678762614,0.0011456339885099261,0.035316771053703566,0.64453125
7,5,full_dim,128,2,256,2bit,0.008308833028111912,0.07179786046545356,0.00392018671776082,0.06984955030262023,0.4990234375
7,5,oracle,64,8,512,4bit,0.000569247873991184,0.017936249856534324,0.00030479939187256946,0.018552961407831373,0.77734375
7,5,transfer,64,8,512,4bit,0.003467655363042237,0.044228654181753334,0.0009503930025418137,0.031295201588694546,0.67578125
7,5,full_dim,128,4,512,4bit,0.00030783233526081517,0.013856548942066862,0.0001526628748347054,0.013794741472581983,0.87109375
7,6,oracle,64,4,256,2bit,0.00036446066174479475,0.015159332991036735,0.00017685615550705849,0.014945216419177077,0.8837890625
7,6,transfer,64,4,256,2bit,0.0023198146440843426,0.040750413503751706,0.00035462596946393774,0.020718282012903298,0.74609375
7,6,full_dim,128,2,256,2bit,0.004151988635205847,0.05064604286167807,0.002101437856162699,0.05089132760082435,0.6708984375
7,6,oracle,64,8,512,4bit,7.567310046684787e-05,0.00675460138758793,3.6935079871530476e-05,0.006674154168454001,0.9482421875
7,6,transfer,64,8,512,4bit,0.002074805857428029,0.03970991345077802,0.00022998101109594012,0.016393052055305227,0.8505859375
7,6,full_dim,128,4,512,4bit,0.00016051127161902307,0.009946570540606707,7.979932606057673e-05,0.009899703460261595,0.9150390625
7,7,oracle,64,4,256,2bit,0.0009203506403880652,0.023675008116410233,0.0004820787304411934,0.02415516678655233,0.8173828125
7,7,transfer,64,4,256,2bit,0.0078118625985948,0.0696566703360534,0.001690440163182759,0.04282327444695777,0.7626953125
7,7,full_dim,128,2,256,2bit,0.009642867169737567,0.07672835365129377,0.004683747814392129,0.07576820580313547,0.525390625
7,7,oracle,64,8,512,4bit,0.00028105924197720776,0.012614903691690738,0.00015882461792212176,0.013406541176110495,0.86328125
7,7,transfer,64,8,512,4bit,0.007159369533758061,0.06717344747234717,0.0014079472333548997,0.03814256245066197,0.78515625
7,7,full_dim,128,4,512,4bit,0.0003689565614047155,0.015086563840674387,0.00018529227397053142,0.015110840203984427,0.8681640625
8,0,oracle,64,4,256,2bit,0.0012070060741046261,0.027539481374649916,0.0005922591961746301,0.027196171374303857,0.736328125
8,0,transfer,64,4,256,2bit,0.002754528383878779,0.04083036962059551,0.0010420749926808041,0.03565268958797752,0.70703125
8,0,full_dim,128,2,256,2bit,0.011077400421223575,0.08321862569414723,0.005647940248214727,0.08393336314828041,0.4931640625
8,0,oracle,64,8,512,4bit,0.00046007753521211663,0.016932563458258828,0.00022206180922429043,0.016437660260798386,0.814453125
8,0,transfer,64,8,512,4bit,0.002069450033979585,0.03524916291613869,0.0007008261954097946,0.02893082194599808,0.7802734375
8,0,full_dim,128,4,512,4bit,0.00044312051134698795,0.01667379887739042,0.00022039660382791354,0.016621735784994672,0.8369140625
8,1,oracle,64,4,256,2bit,0.0006749802069227609,0.020474467010338157,0.00032965426499457985,0.020312302567732636,0.9111328125
8,1,transfer,64,4,256,2bit,0.0023630334179738552,0.039103517324872945,0.0006237719704275486,0.027003012152653275,0.90234375
8,1,full_dim,128,2,256,2bit,0.00741817072301631,0.06738530249961867,0.003949713560543544,0.06903603880313298,0.7021484375
8,1,oracle,64,8,512,4bit,0.0002151910861048923,0.011253656796027474,9.822850906029345e-05,0.010617859524001454,0.9462890625
8,1,transfer,64,8,512,4bit,0.0020495747729547677,0.0372428394360355,0.0004229973124899304,0.02204286568959689,0.9248046875
8,1,full_dim,128,4,512,4bit,0.0002783152832890761,0.013245513134047702,0.00014154985072031785,0.013365065940839537,0.92578125
8,2,oracle,64,4,256,2bit,0.0008095946354482603,0.021990320318493007,0.00039658037691037834,0.02174374095274276,0.6982421875
8,2,transfer,64,4,256,2bit,0.0016752524508285816,0.03133426540649062,0.0007820466637938967,0.02991289903151618,0.556640625
8,2,full_dim,128,2,256,2bit,0.004930224918738928,0.05420755856783564,0.003119042815327107,0.05907048366420598,0.4658203125
8,2,oracle,64,8,512,4bit,0.0005303523024212972,0.017065190467819864,0.0002566582736680394,0.01667285489787418,0.7099609375
8,2,transfer,64,8,512,4bit,0.0014166419194727286,0.02826426459285896,0.0006633827542983835,0.02732710345581403,0.5244140625
8,2,full_dim,128,4,512,4bit,0.00018078326852221822,0.010609113743534012,9.096120828126954e-05,0.01068513815312608,0.7822265625
8,3,oracle,64,4,256,2bit,0.0005002332250097146,0.017585985014850362,0.0002567519765521056,0.017794014958541195,0.83203125
8,3,transfer,64,4,256,2bit,0.0061438365776744965,0.06346783715357615,0.0010106403765854123,0.0342071523482769,0.783203125
8,3,full_dim,128,2,256,2bit,0.0055383066770109905,0.058364049608813584,0.002732723408269912,0.05804734653870053,0.6455078125
8,3,oracle,64,8,512,4bit,0.00016498643176900013,0.009732483303534508,8.806523627099015e-05,0.010035608205579152,0.8857421875
8,3,transfer,64,8,512,4bit,0.005821125564748016,0.062058002700310894,0.0008682893176736798,0.031602018743113997,0.7890625
8,3,full_dim,128,4,512,4bit,0.00021555584392148093,0.011503540522640195,0.00010578918713286099,0.011407012957940759,0.9189453125
8,4,oracle,64,4,256,2bit,0.0014139692582901772,0.02985805088057495,0.0007126240668030996,0.02991327081648055,0.7578125
8,4,transfer,64,4,256,2bit,0.016036785546330153,0.10539776321592961,0.00206718749610647,0.049509579642509016,0.677734375
8,4,full_dim,128,2,256,2bit,0.014459750041759959,0.09438928256113638,0.00661067865096834,0.09058680868261602,0.3837890625
8,4,oracle,64,8,512,4bit,0.000728473988335035,0.020885264105161422,0.00037695758595720087,0.021317227070034625,0.849609375
8,4,transfer,64,8,512,4bit,0.015334383746367326,0.10431441883393722,0.001741479298352508,0.044914086420374214,0.7021484375
8,4,full_dim,128,4,512,4bit,0.00050893902644075,0.017696968141859008,0.0002497576620887934,0.017500071316469114,0.873046875
8,5,oracle,64,4,256,2bit,0.0012923729781969759,0.02792611599800496,0.0006877275198963871,0.028662504947585845,0.66796875
8,5,transfer,64,4,256,2bit,0.00661269391184302,0.05962593638185223,0.002477034025922146,0.05268020378518221,0.4599609375
8,5,full_dim,128,2,256,2bit,0.00795285315747092,0.06960144657535432,0.0039724617492636685,0.06945749705099397,0.4892578125
8,5,oracle,64,8,512,4bit,0.0008513356710223954,0.022101976059697527,0.00046956593182107545,0.023211238059119985,0.72265625
8,5,transfer,64,8,512,4bit,0.006228178620579068,0.05719825917504001,0.0022992496762724857,0.05029584115039299,0.5185546875
8,5,full_dim,128,4,512,4bit,0.00030870229647904563,0.013683792643270671,0.00015358190804438628,0.01364193084653449,0.8603515625
8,6,oracle,64,4,256,2bit,0.0010753696231475326,0.025360291345561614,0.0005452617030845164,0.025526576406368316,0.6953125
8,6,transfer,64,4,256,2bit,0.0025045850938134944,0.038333910783806165,0.0010584118541033009,0.03468290214207416,0.5322265625
8,6,full_dim,128,2,256,2bit,0.0050689869782905034,0.05633264816235706,0.002553770433824599,0.05651155006348567,0.576171875
8,6,oracle,64,8,512,4bit,0.0008084419458602147,0.021526746029286073,0.0004155292330750892,0.021851326434235187,0.7216796875
8,6,transfer,64,8,512,4bit,0.0022513670193893046,0.036027623964565096,0.0009132767592072719,0.031852946186181744,0.5595703125
8,6,full_dim,128,4,512,4bit,0.00021317604376788773,0.011516392314991929,0.0001063922584660222,0.01151070484245562,0.8837890625
8,7,oracle,64,4,256,2bit,0.0015502928870027054,0.030994119053999344,0.0008145729021434501,0.03163187634533117,0.7607421875
8,7,transfer,64,4,256,2bit,0.015933424503844263,0.09144618697492105,0.004444275673167935,0.06511707886370456,0.6240234375
8,7,full_dim,128,2,256,2bit,0.014537938718443479,0.09351770293352643,0.006933197924708557,0.09131470605915931,0.537109375
8,7,oracle,64,8,512,4bit,0.0007042969646487425,0.02076439766745222,0.0003682549665261867,0.02120217870370058,0.859375
8,7,transfer,64,8,512,4bit,0.015364916691009997,0.08904321418518873,0.004101382166150608,0.060594906313645294,0.70703125
8,7,full_dim,128,4,512,4bit,0.0005410180084132926,0.01817838289522259,0.00027597739925942777,0.01831452057400037,0.875
9,0,oracle,64,4,256,2bit,0.00041041571070641025,0.01599188959452257,0.00019136027103036496,0.015346334378430599,0.8359375
9,0,transfer,64,4,256,2bit,0.0011611710770974889,0.026731397068930907,0.0004487745873856053,0.02336951014491541,0.7138671875
9,0,full_dim,128,2,256,2bit,0.0028957715713073887,0.04261682297596375,0.0014415958943049963,0.04247823720742397,0.5537109375
9,0,oracle,64,8,512,4bit,0.00024097985324727616,0.012144019084393998,0.0001088824994263078,0.011379689245982129,0.8798828125
9,0,transfer,64,8,512,4bit,0.001012366168803758,0.024836436364195635,0.0003660799278410727,0.020955588904698945,0.8056640625
9,0,full_dim,128,4,512,4bit,0.00011654792489710981,0.008563296789006967,5.845076173315428e-05,0.008579289345852417,0.896484375
9,1,oracle,64,4,256,2bit,0.0006332524091032256,0.019675995021206732,0.0003243535391629767,0.019894403471465108,0.6826171875
9,1,transfer,64,4,256,2bit,0.0021676859308036468,0.034155951903746665,0.0009019126134530364,0.03144664951002207,0.521484375
9,1,full_dim,128,2,256,2bit,0.004692130820923419,0.054074747786986094,0.002286424525813271,0.0533293679950234,0.3681640625
9,1,oracle,64,8,512,4bit,0.0004158598775190721,0.01578058910541583,0.0002149799275448505,0.01597237494022533,0.7197265625
9,1,transfer,64,8,512,4bit,0.002003839065212205,0.03239919060969367,0.0008045296294200383,0.029248424622217446,0.5478515625
9,1,full_dim,128,4,512,4bit,0.0001801053958478421,0.010570075733929398,8.978739022070847e-05,0.010551258224042855,0.8515625
