layer,head,method,k,n_bits_per_dim,bits_per_vector,budget,K_mse_logits,K_mae_logits,K_kl_divergence,K_l1_attention,K_top1_agreement
31,0,transfer,64,8,512,4bit,18.310302228749105,3.4508211864619804,1.1355790537820645,0.7391627597033846,0.6162109375
31,0,full_dim,128,4,512,4bit,0.8484994128881824,0.7273708691194641,0.0950746927246538,0.2343448573995316,0.8701171875
31,1,oracle,64,4,256,2bit,4.109613228255377,1.58532553325941,0.5008331584273018,0.4356886918228017,0.7626953125
31,1,transfer,64,4,256,2bit,10.547140689529165,2.589777393265516,1.169227249384946,0.6797196077625023,0.646484375
31,1,full_dim,128,2,256,2bit,29.64148461965463,4.244387120210772,2.1106984458252125,0.810052644084753,0.5751953125
31,1,oracle,64,8,512,4bit,2.3047759946415516,1.1759297224539447,0.39490205660410266,0.3921080897901452,0.7880859375
31,1,transfer,64,8,512,4bit,8.941878314414586,2.4058625632782875,1.0647764117368983,0.6713710527949883,0.640625
31,1,full_dim,128,4,512,4bit,1.1924737379285948,0.8509214021194722,0.07320031256448478,0.16702896380846077,0.9150390625
31,2,oracle,64,4,256,2bit,3.8309085485638743,1.5477108108566353,0.23129435189356376,0.2590625899531074,0.8701171875
31,2,transfer,64,4,256,2bit,9.857096808107167,2.4185441513726813,0.718783881983455,0.4399821402911344,0.7802734375
31,2,full_dim,128,2,256,2bit,34.29926775378945,4.61101217837033,1.8014071523741573,0.632556838882808,0.6796875
31,2,oracle,64,8,512,4bit,1.7731442983458061,1.0320068691234145,0.12426088934599935,0.1975995093811237,0.908203125
31,2,transfer,64,8,512,4bit,7.881791347609662,2.152734355340305,0.5296582564826213,0.35599491756025137,0.826171875
31,2,full_dim,128,4,512,4bit,1.3245303686432832,0.9008821281126723,0.06463336751841176,0.13246032453486753,0.93359375
31,3,oracle,64,4,256,2bit,4.217035298456455,1.6049740345872683,0.48749195186346933,0.4595741700048087,0.763671875
31,3,transfer,64,4,256,2bit,19.073072034493812,3.4320617427447595,1.305164382715259,0.7542639635112913,0.609375
31,3,full_dim,128,2,256,2bit,27.20313117127076,4.115629538095526,2.5725116684398337,0.9053301833415732,0.533203125
31,3,oracle,64,8,512,4bit,2.5807259673974317,1.241016595321548,0.34056576888109236,0.38548911597281266,0.794921875
31,3,transfer,64,8,512,4bit,17.891695082865226,3.3261995917141447,1.1675302153480418,0.715684482751251,0.626953125
31,3,full_dim,128,4,512,4bit,1.0670356853058678,0.813794829298947,0.10705478509733121,0.21873906891246217,0.87890625
31,4,oracle,64,4,256,2bit,5.534807969672663,1.8517342864342592,0.2778075452812358,0.27121587504001676,0.8603515625
31,4,transfer,64,4,256,2bit,8.579914207540664,2.320783844859741,0.32664470743032414,0.3057828534279541,0.8408203125
31,4,full_dim,128,2,256,2bit,68.91722596430392,6.524055742702371,3.7309002734261982,0.8774567297497902,0.5615234375
31,4,oracle,64,8,512,4bit,0.4614885295807626,0.5329231497211555,0.025055584730633088,0.0841412957352766,0.955078125
31,4,transfer,64,8,512,4bit,3.8331195279131056,1.584728070755267,0.08777684208337849,0.15525069978801806,0.9130859375
31,4,full_dim,128,4,512,4bit,2.625524586710095,1.2718956491385844,0.14468361300297122,0.19821797095364696,0.896484375
31,5,oracle,64,4,256,2bit,4.516265661715254,1.65927909751474,0.7245488849938007,0.5467586418759334,0.7158203125
31,5,transfer,64,4,256,2bit,9.743273690243871,2.4188168209216103,1.7266278135051207,0.8093262621826953,0.580078125
31,5,full_dim,128,2,256,2bit,25.655520271621477,3.9932956098611503,2.6651348484155855,0.923024139168684,0.5302734375
31,5,oracle,64,8,512,4bit,3.3282639405875694,1.404581121134685,0.6018523919209403,0.495661910866773,0.74609375
31,5,transfer,64,8,512,4bit,8.607703225409125,2.2554199801480235,1.7152969938733604,0.789848368830609,0.6064453125
31,5,full_dim,128,4,512,4bit,1.0278246432383238,0.8020848922097552,0.09743870275583837,0.2101987920928623,0.892578125
31,6,oracle,64,4,256,2bit,5.579915473224833,1.8726540322771448,0.1266162350004209,0.18510181264861253,0.89453125
31,6,transfer,64,4,256,2bit,21.722334912622067,3.7880594300295227,0.41965349463848844,0.2784450801043512,0.8623046875
31,6,full_dim,128,2,256,2bit,46.54631757391502,5.445826110385575,0.9024103111110746,0.4476599790609411,0.7744140625
31,6,oracle,64,8,512,4bit,2.313386117250556,1.1880400837640748,0.09060296932540682,0.14995309936912882,0.919921875
31,6,transfer,64,8,512,4bit,18.26414873825074,3.5143246927137746,0.3517273673687921,0.2614153950531489,0.861328125
31,6,full_dim,128,4,512,4bit,1.793361876535548,1.069247738654044,0.07450495131763314,0.13595309377220902,0.9228515625
31,7,oracle,64,4,256,2bit,4.941095048147995,1.7286625054519336,0.655556784847535,0.5648150164622338,0.70703125
31,7,transfer,64,4,256,2bit,13.957080732304755,2.906744058843411,1.3690763352992636,0.783474017213979,0.5947265625
31,7,full_dim,128,2,256,2bit,25.879700995548667,4.018687294737273,2.0629886580137877,0.8680432638922948,0.552734375
31,7,oracle,64,8,512,4bit,3.377944539781285,1.3953992135032969,0.4879659248038511,0.4848646181016189,0.7421875
31,7,transfer,64,8,512,4bit,12.759875632816318,2.7700038553309776,1.1308218936304069,0.736453068029091,0.6103515625
31,7,full_dim,128,4,512,4bit,1.0030213182968977,0.7943085200515352,0.1194294124758336,0.24281444498985802,0.859375
32,0,oracle,64,4,256,2bit,6.806874540293573,2.053108667224027,0.6097077208797463,0.4723731867144728,0.75390625
32,0,transfer,64,4,256,2bit,113.38170752863533,8.950234552753447,1.7851131262018785,0.8438556154154935,0.56640625
32,0,full_dim,128,2,256,2bit,44.39171815703686,5.275541776640955,3.895623575117327,1.0874182542576194,0.435546875
32,0,oracle,64,8,512,4bit,4.493247272755396,1.6438519147781343,0.468435635138774,0.42754660355824625,0.7822265625
32,0,transfer,64,8,512,4bit,111.83832407299599,8.914242478076119,1.6543385929016903,0.7980984214322607,0.5947265625
32,0,full_dim,128,4,512,4bit,1.8236701666005155,1.074911384755249,0.1517719297056478,0.23604023972404198,0.8818359375
32,1,oracle,64,4,256,2bit,14.24850016662953,2.984432552076443,1.0781632717963303,0.5451411347675186,0.71484375
32,1,transfer,64,4,256,2bit,36.98054960580252,4.69860636138186,2.3750200408479447,0.7721332905866529,0.6162109375
32,1,full_dim,128,2,256,2bit,82.68345314296727,7.168666816563024,4.38352053631914,0.9418612446424961,0.5224609375
32,1,oracle,64,8,512,4bit,8.708541657216262,2.3187520262919374,0.6510095740917743,0.4424406335646607,0.7744140625
32,1,transfer,64,8,512,4bit,32.735195600422195,4.374477912035208,2.0706128478400254,0.7288650383369679,0.626953125
32,1,full_dim,128,4,512,4bit,3.335559151314966,1.4371487702657313,0.20970635993431908,0.24638441190613353,0.873046875
32,2,oracle,64,4,256,2bit,15.821850928863004,3.0965817841087953,0.5828067715442593,0.3535975418995636,0.818359375
32,2,transfer,64,4,256,2bit,32.3237874841984,4.388419988329772,0.8857387440346103,0.39769414639282985,0.80078125
32,2,full_dim,128,2,256,2bit,160.18915711020043,9.859557504103382,4.897391346410565,0.7989332361876668,0.599609375
32,2,oracle,64,8,512,4bit,3.9223633320430134,1.5374881343157563,0.1826089816710254,0.19560495178814674,0.8984375
32,2,transfer,64,8,512,4bit,22.680906075633494,3.627147067906199,0.6236409547850806,0.3369524569812854,0.83203125
32,2,full_dim,128,4,512,4bit,6.3517330293914345,1.9545477492442287,0.20854193006732796,0.19984507844116875,0.896484375
32,3,oracle,64,4,256,2bit,9.399106659669567,2.4159209324449833,0.8152022994601646,0.46453264049782284,0.7626953125
32,3,transfer,64,4,256,2bit,22.80636285308969,3.681640195538632,1.4863190221148228,0.5735129838842938,0.7099609375
32,3,full_dim,128,2,256,2bit,85.13798361593969,7.195229796543623,3.568403213246952,0.792904891518406,0.6025390625
32,3,oracle,64,8,512,4bit,4.223411892467158,1.6138086532430624,0.4189710691042797,0.32911455527084765,0.833984375
32,3,transfer,64,8,512,4bit,17.990084943696377,3.2432943281255704,1.2757325785204352,0.5355861926862866,0.73828125
32,3,full_dim,128,4,512,4bit,3.3067289733489384,1.4188534281774872,0.14267721837938072,0.19096889023889205,0.9033203125
32,4,oracle,64,4,256,2bit,15.965633213656616,3.1214360810843482,1.8206150844200568,0.7544985861042008,0.60546875
32,4,transfer,64,4,256,2bit,41.622050344804464,5.037423815095557,3.1968932736588265,0.9441894100867466,0.5205078125
32,4,full_dim,128,2,256,2bit,85.71774672608669,7.308219242256171,6.624245576862398,1.2894152177167475,0.3583984375
32,4,oracle,64,8,512,4bit,11.729005539081651,2.6562262926167755,1.1080604993166085,0.6080234956431545,0.68359375
32,4,transfer,64,8,512,4bit,36.79440844806035,4.72005702644249,3.1635207072098495,0.9424322368414795,0.52734375
32,4,full_dim,128,4,512,4bit,3.514005391404871,1.486970849313208,0.33817176811682426,0.3568724202543957,0.806640625
32,5,oracle,64,4,256,2bit,16.594044723355868,3.171381890303352,0.7002396997021698,0.3299072420960563,0.8369140625
32,5,transfer,64,4,256,2bit,31.896688856534837,4.340151160202822,1.3371396367898059,0.44765098388314,0.7783203125
32,5,full_dim,128,2,256,2bit,165.22739458339197,9.936894470451843,5.007066482356737,0.8660354156256626,0.56640625
32,5,oracle,64,8,512,4bit,5.159852205200252,1.7542948700116692,0.46932174102643165,0.2832291926233187,0.857421875
32,5,transfer,64,8,512,4bit,21.811909099322094,3.5282855536762234,0.9606884253359009,0.3797057353709767,0.81640625
32,5,full_dim,128,4,512,4bit,6.865078905200027,2.0247661844815754,0.2249589410066561,0.1876152427092624,0.9169921875
32,6,oracle,64,4,256,2bit,5.292497017036865,1.8210820679109543,0.40060399585432094,0.3839420804955049,0.791015625
32,6,transfer,64,4,256,2bit,27.574152827318606,4.380195268698032,0.8571120478723929,0.5556796299101218,0.708984375
32,6,full_dim,128,2,256,2bit,33.86777995058705,4.625656630888473,2.011818568559149,0.8133710070723785,0.578125
32,6,oracle,64,8,512,4bit,3.0071538077170175,1.3578534481257862,0.257798946081571,0.30830675926877055,0.8349609375
32,6,transfer,64,8,512,4bit,25.600066788838845,4.273152033930133,0.7055068919688298,0.5001593054166082,0.73046875
32,6,full_dim,128,4,512,4bit,1.3223502651484333,0.9089445354229246,0.1820523138441688,0.2782734249348228,0.8564453125
32,7,oracle,64,4,256,2bit,37.04084850071854,4.778801033690373,1.4161274847371104,0.5700549280883955,0.71484375
32,7,transfer,64,4,256,2bit,94.8608068037939,7.88674704770753,2.9179276052861463,0.8026212499595115,0.599609375
32,7,full_dim,128,2,256,2bit,184.76033485147386,10.826951498486196,9.109701542568256,1.2560177794765015,0.3671875
32,7,oracle,64,8,512,4bit,28.576342393093633,4.145804442931066,1.0162294070938247,0.4966807991970034,0.7451171875
32,7,transfer,64,8,512,4bit,85.59181030553862,7.528875911438368,2.161087839040978,0.7171235673590763,0.642578125
32,7,full_dim,128,4,512,4bit,7.173226573126634,2.1412348898869897,0.4058004439759617,0.31701058090857615,0.8427734375
33,0,oracle,64,4,256,2bit,10.570645773105998,2.5567655029585667,0.30819872883584803,0.22747359026091132,0.8798828125
33,0,transfer,64,4,256,2bit,25.31889533088751,3.8948765914713634,0.8834822077195164,0.41672191757197485,0.796875
33,0,full_dim,128,2,256,2bit,113.54717725307208,8.36112435036085,3.32805666213791,0.6998624198462444,0.65625
33,0,oracle,64,8,512,4bit,2.6715707363774985,1.277931438787835,0.1320468155452849,0.1591566652569653,0.9169921875
33,0,transfer,64,8,512,4bit,17.772439840744134,3.2252314709247067,0.6786264144924362,0.34260774785909603,0.828125
33,0,full_dim,128,4,512,4bit,4.531441286842757,1.6732782987224901,0.14843451462573112,0.16492028944987738,0.919921875
33,1,oracle,64,4,256,2bit,16.69498949847369,3.1756863254363887,0.5735935269510438,0.3221412746792701,0.82421875
33,1,transfer,64,4,256,2bit,24.870788467377956,3.8435651698522033,0.7894329922074752,0.3330786839048991,0.8388671875
33,1,full_dim,128,2,256,2bit,189.7301133951647,10.653449949529953,5.008368061312613,0.8005862540960232,0.6015625
33,1,oracle,64,8,512,4bit,2.573853217156463,1.2733659142412734,0.1080994116026342,0.13312619653568966,0.9306640625
33,1,transfer,64,8,512,4bit,12.25102457316077,2.6420465278925747,0.42166919729897545,0.24171707405886195,0.880859375
33,1,full_dim,128,4,512,4bit,7.4970481930043436,2.1184899297488853,0.23751581245188766,0.19324798126922274,0.9072265625
33,2,oracle,64,4,256,2bit,19.696642058395,3.481703302791435,1.0237043529561438,0.4553615602687613,0.7685546875
33,2,transfer,64,4,256,2bit,55.485602171179806,5.794455313132781,2.1936400802164737,0.6605282540657584,0.66015625
33,2,full_dim,128,2,256,2bit,176.32919341966684,10.328787108083105,6.702088920898614,1.069387020141985,0.4658203125
33,2,oracle,64,8,512,4bit,8.56522913716914,2.2902592042001437,0.5705026829858089,0.341501295249945,0.8212890625
33,2,transfer,64,8,512,4bit,43.66792892899924,5.101574021421841,1.7234645596439706,0.5706239722964184,0.708984375
33,2,full_dim,128,4,512,4bit,6.808079951196753,2.0341416733388717,0.2470527603676011,0.23327626870649432,0.880859375
33,3,oracle,64,4,256,2bit,31.67607644817621,4.469576803585774,1.5873763694983307,0.574220758083502,0.7080078125
33,3,transfer,64,4,256,2bit,103.75251759268812,7.856789470176279,3.6009117944647615,0.8475915598373078,0.580078125
33,3,full_dim,128,2,256,2bit,169.08426647841236,10.240313532135652,5.41816409711939,0.9346637385114934,0.52734375
33,3,oracle,64,8,512,4bit,22.09623909615643,3.775919925770058,1.1529255309597266,0.4984311983035299,0.751953125
33,3,transfer,64,8,512,4bit,96.95777273235555,7.571039038227546,3.305059109206175,0.807369253289002,0.5849609375
33,3,full_dim,128,4,512,4bit,6.913794613272554,2.0653249374703133,0.35043577712241325,0.2717865421840052,0.861328125
33,4,oracle,64,4,256,2bit,24.56073280326866,3.9289762849323675,1.4186397698209978,0.6002646320004855,0.689453125
33,4,transfer,64,4,256,2bit,57.49641884444995,5.919523318148374,3.055163451762359,0.8895166020306461,0.5556640625
33,4,full_dim,128,2,256,2bit,108.5564815265786,8.253974651279476,5.9880606694349865,1.0971169032916956,0.4453125
33,4,oracle,64,8,512,4bit,19.14336616695033,3.485659499198701,1.1744210869084557,0.5537023142377882,0.7041015625
33,4,transfer,64,8,512,4bit,52.55655907217857,5.655487407691256,2.5217484088532327,0.8170501640692793,0.5869140625
33,4,full_dim,128,4,512,4bit,4.240017373431982,1.6340223196332344,0.22309993123631777,0.24693767276501963,0.876953125
33,5,oracle,64,4,256,2bit,26.04460462517799,3.9640891733292363,0.6321189220703936,0.2962355559846317,0.8544921875
33,5,transfer,64,4,256,2bit,40.54787574469839,4.893982278555302,1.1754781175859053,0.4125671736504717,0.791015625
33,5,full_dim,128,2,256,2bit,295.4985032538656,13.244054643659574,5.536467257221821,0.8422011063536431,0.5751953125
33,5,oracle,64,8,512,4bit,5.934406936658059,1.8723895855850277,0.17780729279728516,0.15530634545511207,0.9208984375
33,5,transfer,64,8,512,4bit,22.442666281538877,3.5778729196091037,0.5884085819542408,0.2873243759310511,0.859375
33,5,full_dim,128,4,512,4bit,11.140116764432522,2.570085294224447,0.25537333532079937,0.2029592660805271,0.8994140625
33,6,oracle,64,4,256,2bit,4.434224298379687,1.6640127350809468,0.2679311509474571,0.2875877674797988,0.8466796875
33,6,transfer,64,4,256,2bit,15.364090203338378,3.114080688096136,0.5902546817469086,0.3950031429699662,0.8125
33,6,full_dim,128,2,256,2bit,36.05253887461721,4.7248399829431555,1.4552270963323601,0.5843743696077326,0.7080078125
33,6,oracle,64,8,512,4bit,2.124950539790874,1.1498224736676215,0.14999074318635758,0.2137930788597558,0.8896484375
33,6,transfer,64,8,512,4bit,13.218786588829278,2.9123236374207853,0.4742167003758552,0.3443990102985414,0.833984375
33,6,full_dim,128,4,512,4bit,1.499595576605052,0.9652262803726612,0.10784830003785045,0.18692501130613448,0.904296875
33,7,oracle,64,4,256,2bit,18.774877909007675,3.4236429433651385,0.7913824807797409,0.4453114189268902,0.771484375
33,7,transfer,64,4,256,2bit,61.141337423878404,6.053126239811776,2.0310454771034463,0.6992615220867469,0.65625
33,7,full_dim,128,2,256,2bit,112.12117012328281,8.40272288875795,4.332917329001928,0.9500480926266498,0.5126953125
33,7,oracle,64,8,512,4bit,12.595895189381793,2.7971069685135994,0.6625861606312984,0.4244847083212162,0.78125
33,7,transfer,64,8,512,4bit,55.55316574580192,5.753502107528924,1.8291489545711777,0.6370159047393746,0.6904296875
33,7,full_dim,128,4,512,4bit,4.421716800682548,1.6694285157007767,0.1919620310714568,0.21696702678004032,0.890625
34,0,oracle,64,4,256,2bit,23.806499463524144,3.8502084564446615,1.6457923454593395,0.622426239292412,0.681640625
34,0,transfer,64,4,256,2bit,120.14250083689345,8.95969101098201,3.4850491323684123,0.9231469061769839,0.537109375
34,0,full_dim,128,2,256,2bit,180.60498014955633,10.639714525077071,7.316507412898554,1.1766763771582243,0.408203125
34,0,oracle,64,8,512,4bit,13.518983015474797,2.886232126400823,0.8338148892035024,0.4218542832997768,0.7919921875
34,0,transfer,64,8,512,4bit,113.35216679974565,8.746784755520764,4.303963787732707,0.9580680274193363,0.515625
34,0,full_dim,128,4,512,4bit,7.105170566663367,2.1063685372670022,0.5792202634193945,0.37757191976334203,0.8095703125
34,1,oracle,64,4,256,2bit,45.26646495051124,5.210648824896234,1.0485079314332366,0.31465574430076115,0.83984375
34,1,transfer,64,4,256,2bit,68.5510932688608,6.3599535481514415,1.2084363716164848,0.3643099468285505,0.8134765625
34,1,full_dim,128,2,256,2bit,539.1393741047792,17.761801474255233,5.514483029617945,0.7592966490266726,0.6171875
34,1,oracle,64,8,512,4bit,10.273717917145772,2.477305892093643,0.3262757074395334,0.18796659095093163,0.9052734375
34,1,transfer,64,8,512,4bit,36.262502924125755,4.542278241891127,0.7616193716826342,0.2770070028991708,0.8642578125
34,1,full_dim,128,4,512,4bit,20.4348358450817,3.4540962167364713,0.31935583850802324,0.17136285593048872,0.91796875
34,2,oracle,64,4,256,2bit,43.36446977469183,5.132806478382089,0.9394271645783357,0.33804978091202775,0.8232421875
34,2,transfer,64,4,256,2bit,87.0569120206036,7.187144206690887,1.3318851065487918,0.3887601686009007,0.8046875
34,2,full_dim,128,2,256,2bit,442.87600006653764,16.18282619607576,6.2068311373528635,0.8283622572583555,0.583984375
34,2,oracle,64,8,512,4bit,12.242020202051734,2.728759634647414,0.3911993762826781,0.21624663948205736,0.8857421875
34,2,transfer,64,8,512,4bit,58.70953790986327,5.832795442067599,0.7710091492930515,0.3101050735887594,0.8447265625
34,2,full_dim,128,4,512,4bit,17.59960676317433,3.2263938923658273,0.376257035195233,0.19881956063554357,0.904296875
34,3,oracle,64,4,256,2bit,79.83395859865027,6.965988482435872,1.7801377833809777,0.446052720149123,0.77734375
34,3,transfer,64,4,256,2bit,172.14139032444902,9.959082348503927,3.579205307223371,0.576994159412372,0.7099609375
34,3,full_dim,128,2,256,2bit,713.2583189169743,20.439453806461763,7.190794014907997,0.8697755832211829,0.56640625
34,3,oracle,64,8,512,4bit,32.07214358236599,4.446984106634523,0.8577646874399789,0.3233368001477958,0.8408203125
34,3,transfer,64,8,512,4bit,127.74458508919909,8.450506304099257,2.661822144778081,0.5259875834780359,0.732421875
34,3,full_dim,128,4,512,4bit,27.53852631344672,4.020220231707899,0.4544098495580948,0.21457597251889346,0.8896484375
34,4,oracle,64,4,256,2bit,25.14067543489211,3.9577838607334748,1.7171307276211318,0.6082812943855052,0.6962890625
34,4,transfer,64,4,256,2bit,93.20250593356701,7.903864924632305,2.3307215185223495,0.7316530005330689,0.6240234375
34,4,full_dim,128,2,256,2bit,166.93751988713862,10.279864807358738,7.250995488765893,1.193395068888057,0.3974609375
34,4,oracle,64,8,512,4bit,14.325244860439991,2.9336876806407655,1.1539289253027494,0.505865009921534,0.75
34,4,transfer,64,8,512,4bit,84.23235287714203,7.582132446779654,2.4652654965014373,0.7379479698440479,0.6259765625
34,4,full_dim,128,4,512,4bit,6.573823102650223,2.0431142477232513,0.31464990907170404,0.28499325600203207,0.857421875
34,5,oracle,64,4,256,2bit,77.09446939152434,6.953337250251748,1.6235646634387075,0.41906810375589365,0.79296875
34,5,transfer,64,4,256,2bit,206.17977869257194,11.304935782873129,2.9050849962669885,0.5813231631440912,0.7041015625
34,5,full_dim,128,2,256,2bit,642.950883090166,20.067240966937476,8.257589985677164,0.9486854779286171,0.525390625
34,5,oracle,64,8,512,4bit,36.74014728352852,4.763505777589347,0.6518708002228124,0.27994070057547876,0.86328125
34,5,transfer,64,8,512,4bit,169.72548827679242,10.239888879458864,2.065351259175348,0.46742104951047275,0.7626953125
34,5,full_dim,128,4,512,4bit,26.093557518130325,4.046545187745259,0.6717257913646433,0.2781474299497775,0.85546875
34,6,oracle,64,4,256,2bit,34.80530362945563,4.636641626444398,1.558052018530761,0.4651718866476558,0.759765625
34,6,transfer,64,4,256,2bit,63.48792757479778,6.107550614136864,2.207287332840918,0.529703876236053,0.734375
34,6,full_dim,128,2,256,2bit,230.9656130620423,11.777216533706493,4.335133560859479,0.7741330207705786,0.611328125
34,6,oracle,64,8,512,4bit,18.69351743038665,3.3912284592720114,1.0240773528366671,0.37715366065917066,0.802734375
34,6,transfer,64,8,512,4bit,50.66594946555463,5.394226812450538,2.1533560558238776,0.5168180668493727,0.7431640625
34,6,full_dim,128,4,512,4bit,9.325480864302214,2.3701507243349482,0.26328742721760656,0.2180185519169489,0.8857421875
34,7,oracle,64,4,256,2bit,63.513111306277565,6.189154642937346,1.07777283782427,0.30671129902394323,0.8466796875
34,7,transfer,64,4,256,2bit,99.14558557198619,7.750585175350842,1.280693131502044,0.3281303262614489,0.8359375
34,7,full_dim,128,2,256,2bit,773.5102005673332,21.420663900356377,6.448415509362881,0.8056639349843191,0.595703125
34,7,oracle,64,8,512,4bit,9.626202393073578,2.430553792470115,0.24205989929404537,0.13858263191221942,0.931640625
34,7,transfer,64,8,512,4bit,49.70685610437835,5.51404254917763,0.40540258149716357,0.19280892001957672,0.90625
34,7,full_dim,128,4,512,4bit,30.225850422154114,4.25527517248682,0.482071471765111,0.21365323842081016,0.884765625
35,0,oracle,64,4,256,2bit,105.93891874900754,7.929658241495759,1.464098794472062,0.3292489800262337,0.8271484375
35,0,transfer,64,4,256,2bit,194.87340904738323,10.6025884585343,2.552299347416465,0.42807006834629646,0.7841796875
35,0,full_dim,128,2,256,2bit,1127.0595167343008,25.64871664621928,6.69277114877085,0.7840492214699708,0.60546875
35,0,oracle,64,8,512,4bit,30.075901510376344,4.240658600182067,0.7596375052645248,0.24205741335604467,0.8740234375
35,0,transfer,64,8,512,4bit,127.05888905866604,8.436393387140836,1.6440906623082783,0.36862752485164596,0.8115234375
35,0,full_dim,128,4,512,4bit,43.225731423412455,5.016977999745868,0.47349067292557867,0.17270440622489658,0.9111328125
35,1,oracle,64,4,256,2bit,73.4800834830956,6.615844027264266,1.331486493396532,0.3593831087728725,0.8115234375
35,1,transfer,64,4,256,2bit,161.21058779009599,9.816500859872626,1.7118964946933906,0.3892525759146701,0.8056640625
35,1,full_dim,128,2,256,2bit,836.8442732928993,21.921256182433865,6.891801859889939,0.8282454057584068,0.5810546875
35,1,oracle,64,8,512,4bit,18.851229372145884,3.3396767539533636,0.5696889713961082,0.238046878850327,0.8818359375
35,1,transfer,64,8,512,4bit,107.28070144651724,8.119271475962584,1.0486743046865998,0.3083845663885045,0.8515625
35,1,full_dim,128,4,512,4bit,31.060507438775314,4.2489853596030125,0.48811705787164045,0.20845523032176777,0.8974609375
35,2,oracle,64,4,256,2bit,89.80190545012962,7.356999000197469,1.424973985946409,0.3354728132007871,0.8291015625
35,2,transfer,64,4,256,2bit,240.53763063735175,12.189864989822023,2.6879388061657377,0.4676696320754483,0.765625
35,2,full_dim,128,2,256,2bit,945.4563171417625,23.647883617097776,6.344326130070126,0.7727679918277999,0.615234375
35,2,oracle,64,8,512,4bit,21.577563759109964,3.610510115789978,0.5273168983272423,0.19393525714068438,0.90625
35,2,transfer,64,8,512,4bit,176.6570463696751,10.635251030160225,1.9055659943938528,0.4111482191176753,0.7890625
35,2,full_dim,128,4,512,4bit,37.908601856643585,4.748164398545144,0.5306235251239777,0.2085316173831533,0.89453125
35,3,oracle,64,4,256,2bit,81.0660854611936,6.9889172402263835,1.4214817729808191,0.3417803508139716,0.8330078125
35,3,transfer,64,4,256,2bit,162.36783377770465,9.659015449148395,2.448701153162362,0.46933642458757907,0.765625
35,3,full_dim,128,2,256,2bit,928.3898319459533,23.363717241124597,6.784553237858145,0.8075494646593422,0.595703125
35,3,oracle,64,8,512,4bit,19.861293781917418,3.4581863658749437,0.6215237673826509,0.22456894812253642,0.88671875
35,3,transfer,64,8,512,4bit,102.69800040218743,7.50115568279438,1.8335722599653894,0.384917571030158,0.8056640625
35,3,full_dim,128,4,512,4bit,34.953906907904205,4.5356179525485265,0.458378729809402,0.19838434779941017,0.8994140625
35,4,oracle,64,4,256,2bit,32.8877402791171,4.534243098175876,0.7400593082083844,0.31372400322498767,0.845703125
35,4,transfer,64,4,256,2bit,64.9388376758169,6.265521009388155,1.6991845095475326,0.446186105828818,0.7724609375
35,4,full_dim,128,2,256,2bit,289.347453975494,13.31322651592985,3.5883182272705287,0.6297880624426413,0.6826171875
35,4,oracle,64,8,512,4bit,14.588269113630304,3.0089588624712835,0.4840152360547738,0.2364260524030241,0.88671875
35,4,transfer,64,8,512,4bit,49.091295011431264,5.418950302391496,1.2428399746317846,0.4020526045074382,0.79296875
35,4,full_dim,128,4,512,4bit,11.471983413986145,2.64116699019951,0.3827362769229694,0.22502317352875306,0.8837890625
35,5,oracle,64,4,256,2bit,63.49786551799617,6.37685492381397,2.1707441884144174,0.6113656642364445,0.689453125
35,5,transfer,64,4,256,2bit,191.4962988865159,10.85810585405494,4.4788953694368425,0.9018700872871961,0.5537109375
35,5,full_dim,128,2,256,2bit,305.9716628171458,13.85359152665296,7.456392559433568,1.040211334757764,0.48046875
35,5,oracle,64,8,512,4bit,49.64778297775746,5.63355472860426,1.8281071557560047,0.5803592163687739,0.701171875
35,5,transfer,64,8,512,4bit,177.0392179744956,10.415459799922939,3.808408961880458,0.8583819219015959,0.5673828125
35,5,full_dim,128,4,512,4bit,12.39148150227142,2.7838655792843605,0.5083679365687062,0.3013033459677441,0.8505859375
35,6,oracle,64,4,256,2bit,72.58516864211921,6.5829939724394215,1.1057101725715144,0.3131839602143205,0.841796875
35,6,transfer,64,4,256,2bit,124.69144373096671,8.464160126851825,2.093480828942091,0.4301111236352762,0.78125
35,6,full_dim,128,2,256,2bit,853.5590743774402,22.358720549868185,6.5626074942763255,0.814100373090837,0.5859375
35,6,oracle,64,8,512,4bit,17.264326042584628,3.2051839967021607,0.47612811897777757,0.20060747663537912,0.89453125
35,6,transfer,64,8,512,4bit,75.72334270748013,6.458319126072706,1.3940621499175812,0.32423025311735254,0.83203125
35,6,full_dim,128,4,512,4bit,31.010059754295014,4.2579807373594925,0.36197904072805426,0.17488039946905695,0.9150390625
35,7,oracle,64,4,256,2bit,77.37847634907432,6.939448698530273,1.633556354080104,0.4194972550599213,0.7900390625
35,7,transfer,64,4,256,2bit,318.56946927102945,13.974410800309542,3.609328895998117,0.6781814779605219,0.6572265625
35,7,full_dim,128,2,256,2bit,510.6690403967441,17.998276454849645,9.18273409228464,1.103659772529721,0.4482421875
35,7,oracle,64,8,512,4bit,42.34027906816521,5.084157255986317,1.011478700440024,0.3424786449426675,0.8232421875
35,7,transfer,64,8,512,4bit,290.0346630409158,13.33801386062555,3.121353240094293,0.6362837852349377,0.6748046875
35,7,full_dim,128,4,512,4bit,19.05378589343598,3.4732637897135854,0.40538773914735315,0.20564004426007326,0.896484375
