layer_a,layer_b,head_a,head_b,kv_type,metric_type,k_a,k_b,subspace_overlap
18,18,7,7,K,cross_domain,25,50,0.7070701718330383
19,19,0,0,K,cross_domain,30,52,0.6693406701087952
19,19,1,1,K,cross_domain,26,41,0.7898169159889221
19,19,2,2,K,cross_domain,28,46,0.7609533667564392
19,19,3,3,K,cross_domain,23,32,0.8291513323783875
19,19,4,4,K,cross_domain,26,38,0.7663037776947021
19,19,5,5,K,cross_domain,26,36,0.7534593343734741
19,19,6,6,K,cross_domain,32,46,0.7385358214378357
19,19,7,7,K,cross_domain,30,48,0.7411959171295166
20,20,0,0,K,cross_domain,25,37,0.7202292084693909
20,20,1,1,K,cross_domain,27,40,0.8183503150939941
20,20,2,2,K,cross_domain,28,44,0.6993705630302429
20,20,3,3,K,cross_domain,33,48,0.7617563605308533
20,20,4,4,K,cross_domain,27,37,0.7651145458221436
20,20,5,5,K,cross_domain,31,40,0.7822882533073425
20,20,6,6,K,cross_domain,33,61,0.6924313902854919
20,20,7,7,K,cross_domain,28,38,0.7831668257713318
21,21,0,0,K,cross_domain,25,33,0.7958971261978149
21,21,1,1,K,cross_domain,28,34,0.8207027316093445
21,21,2,2,K,cross_domain,29,36,0.8047059178352356
21,21,3,3,K,cross_domain,24,31,0.8020896315574646
21,21,4,4,K,cross_domain,30,43,0.7744504809379578
21,21,5,5,K,cross_domain,36,50,0.7078560590744019
21,21,6,6,K,cross_domain,23,29,0.791133463382721
21,21,7,7,K,cross_domain,22,28,0.7516348361968994
22,22,0,0,K,cross_domain,27,44,0.6984512805938721
22,22,1,1,K,cross_domain,30,49,0.7040786743164062
22,22,2,2,K,cross_domain,29,47,0.7133963108062744
22,22,3,3,K,cross_domain,26,35,0.7091880440711975
22,22,4,4,K,cross_domain,25,36,0.7134835124015808
22,22,5,5,K,cross_domain,32,43,0.7450592517852783
22,22,6,6,K,cross_domain,27,33,0.7967326641082764
22,22,7,7,K,cross_domain,21,26,0.8225969672203064
23,23,0,0,K,cross_domain,28,35,0.7923520803451538
23,23,1,1,K,cross_domain,29,37,0.7948426008224487
23,23,2,2,K,cross_domain,21,27,0.8403229713439941
23,23,3,3,K,cross_domain,43,59,0.694688618183136
23,23,4,4,K,cross_domain,37,56,0.7221333980560303
23,23,5,5,K,cross_domain,30,51,0.7204753756523132
23,23,6,6,K,cross_domain,22,28,0.8264686465263367
23,23,7,7,K,cross_domain,34,48,0.7625919580459595
24,24,0,0,K,cross_domain,24,29,0.8404434323310852
24,24,1,1,K,cross_domain,33,40,0.7512551546096802
24,24,2,2,K,cross_domain,34,40,0.7933056354522705
24,24,3,3,K,cross_domain,21,27,0.813797652721405
24,24,4,4,K,cross_domain,29,35,0.7997452020645142
24,24,5,5,K,cross_domain,26,31,0.8187211155891418
24,24,6,6,K,cross_domain,23,31,0.7908889055252075
24,24,7,7,K,cross_domain,24,31,0.8080804944038391
25,25,0,0,K,cross_domain,31,41,0.7840685844421387
25,25,1,1,K,cross_domain,36,47,0.7489761710166931
25,25,2,2,K,cross_domain,33,51,0.6946119666099548
25,25,3,3,K,cross_domain,37,49,0.7525316476821899
25,25,4,4,K,cross_domain,27,37,0.7872857451438904
25,25,5,5,K,cross_domain,22,31,0.8529806733131409
25,25,6,6,K,cross_domain,29,39,0.7922555208206177
25,25,7,7,K,cross_domain,24,31,0.8377493023872375
26,26,0,0,K,cross_domain,32,49,0.7506136894226074
26,26,1,1,K,cross_domain,36,59,0.6687605977058411
26,26,2,2,K,cross_domain,30,40,0.7868990302085876
26,26,3,3,K,cross_domain,27,35,0.8169119954109192
26,26,4,4,K,cross_domain,30,38,0.8014122247695923
26,26,5,5,K,cross_domain,37,52,0.7411291003227234
26,26,6,6,K,cross_domain,32,43,0.7649713158607483
26,26,7,7,K,cross_domain,26,35,0.7666266560554504
27,27,0,0,K,cross_domain,21,32,0.8197481036186218
27,27,1,1,K,cross_domain,32,53,0.6682498455047607
27,27,2,2,K,cross_domain,34,50,0.7535891532897949
27,27,3,3,K,cross_domain,33,41,0.7666957974433899
27,27,4,4,K,cross_domain,26,38,0.7440813779830933
27,27,5,5,K,cross_domain,29,44,0.6953924298286438
27,27,6,6,K,cross_domain,30,39,0.7784715890884399
27,27,7,7,K,cross_domain,32,49,0.7369975447654724
28,28,0,0,K,cross_domain,29,39,0.8062472343444824
28,28,1,1,K,cross_domain,32,42,0.7903345823287964
28,28,2,2,K,cross_domain,40,55,0.7402335405349731
28,28,3,3,K,cross_domain,30,44,0.7802409529685974
28,28,4,4,K,cross_domain,25,32,0.8137598633766174
28,28,5,5,K,cross_domain,36,50,0.7437232732772827
28,28,6,6,K,cross_domain,23,29,0.8466722369194031
28,28,7,7,K,cross_domain,30,39,0.7902281284332275
29,29,0,0,K,cross_domain,32,45,0.7894711494445801
29,29,1,1,K,cross_domain,52,67,0.6930530071258545
29,29,2,2,K,cross_domain,28,42,0.7978010773658752
29,29,3,3,K,cross_domain,40,58,0.7027813792228699
29,29,4,4,K,cross_domain,28,34,0.8126398324966431
29,29,5,5,K,cross_domain,47,70,0.6511732339859009
29,29,6,6,K,cross_domain,30,40,0.7918121814727783
29,29,7,7,K,cross_domain,48,74,0.6586110591888428
30,30,0,0,K,cross_domain,38,58,0.7144274711608887
30,30,1,1,K,cross_domain,36,50,0.7428524494171143
30,30,2,2,K,cross_domain,24,30,0.8397805690765381
30,30,3,3,K,cross_domain,45,70,0.6560856103897095
30,30,4,4,K,cross_domain,49,68,0.6663490533828735
30,30,5,5,K,cross_domain,32,41,0.8018344640731812
30,30,6,6,K,cross_domain,51,67,0.6756910681724548
30,30,7,7,K,cross_domain,36,56,0.6965200304985046
31,31,0,0,K,cross_domain,40,61,0.7138477563858032
31,31,1,1,K,cross_domain,37,53,0.7772318124771118
31,31,2,2,K,cross_domain,44,55,0.7835298180580139
31,31,3,3,K,cross_domain,46,61,0.7257366180419922
31,31,4,4,K,cross_domain,23,27,0.8461750149726868
31,31,5,5,K,cross_domain,51,68,0.7271003127098083
31,31,6,6,K,cross_domain,44,63,0.677898108959198
31,31,7,7,K,cross_domain,46,65,0.6976744532585144
32,32,0,0,K,cross_domain,42,66,0.6919399499893188
32,32,1,1,K,cross_domain,46,63,0.7417610287666321
32,32,2,2,K,cross_domain,34,43,0.7618955969810486
32,32,3,3,K,cross_domain,49,58,0.7708287835121155
32,32,4,4,K,cross_domain,41,74,0.607829749584198
32,32,5,5,K,cross_domain,39,46,0.7987838387489319
32,32,6,6,K,cross_domain,47,76,0.6908053159713745
32,32,7,7,K,cross_domain,35,63,0.6852014064788818
33,33,0,0,K,cross_domain,43,48,0.7836854457855225
33,33,1,1,K,cross_domain,31,38,0.8425222635269165
33,33,2,2,K,cross_domain,33,55,0.7823841571807861
33,33,3,3,K,cross_domain,48,64,0.7062427401542664
33,33,4,4,K,cross_domain,46,67,0.7125862836837769
33,33,5,5,K,cross_domain,28,37,0.8070325255393982
33,33,6,6,K,cross_domain,42,57,0.7738553285598755
33,33,7,7,K,cross_domain,47,66,0.6999850869178772
34,34,0,0,K,cross_domain,49,74,0.7056183815002441
34,34,1,1,K,cross_domain,32,42,0.812870979309082
34,34,2,2,K,cross_domain,30,41,0.8077697157859802
34,34,3,3,K,cross_domain,34,48,0.7849851846694946
34,34,4,4,K,cross_domain,41,70,0.699588418006897
34,34,5,5,K,cross_domain,31,43,0.8235772848129272
34,34,6,6,K,cross_domain,41,62,0.7315515279769897
34,34,7,7,K,cross_domain,26,32,0.8230656385421753
35,35,0,0,K,cross_domain,33,44,0.784010648727417
35,35,1,1,K,cross_domain,33,44,0.7987549901008606
35,35,2,2,K,cross_domain,33,44,0.824313223361969
35,35,3,3,K,cross_domain,33,45,0.788088321685791
35,35,4,4,K,cross_domain,37,56,0.7861843705177307
35,35,5,5,K,cross_domain,50,73,0.6977882981300354
35,35,6,6,K,cross_domain,34,44,0.807680606842041
35,35,7,7,K,cross_domain,35,61,0.6891953945159912
36,36,0,0,K,cross_domain,41,62,0.6449605822563171
36,36,1,1,K,cross_domain,49,72,0.6752960681915283
36,36,2,2,K,cross_domain,36,59,0.6777194738388062
36,36,3,3,K,cross_domain,27,57,0.7292864322662354
36,36,4,4,K,cross_domain,42,68,0.7253739237785339
36,36,5,5,K,cross_domain,31,37,0.8458151817321777
36,36,6,6,K,cross_domain,44,57,0.6703704595565796
36,36,7,7,K,cross_domain,35,54,0.7775006294250488
37,37,0,0,K,cross_domain,41,53,0.7295995354652405
37,37,1,1,K,cross_domain,40,47,0.647051215171814
37,37,2,2,K,cross_domain,35,65,0.6339182257652283
37,37,3,3,K,cross_domain,33,41,0.8194623589515686
37,37,4,4,K,cross_domain,48,74,0.6616618633270264
37,37,5,5,K,cross_domain,38,47,0.7812110781669617
37,37,6,6,K,cross_domain,52,80,0.6830064058303833
37,37,7,7,K,cross_domain,50,79,0.6984939575195312
38,38,0,0,K,cross_domain,39,66,0.6389327645301819
38,38,1,1,K,cross_domain,43,56,0.7572801113128662
38,38,2,2,K,cross_domain,51,70,0.7413063049316406
38,38,3,3,K,cross_domain,36,51,0.7534001469612122
38,38,4,4,K,cross_domain,30,41,0.8000505566596985
38,38,5,5,K,cross_domain,37,62,0.7232538461685181
38,38,6,6,K,cross_domain,36,46,0.7660372853279114
38,38,7,7,K,cross_domain,29,34,0.8565574288368225
39,39,0,0,K,cross_domain,50,70,0.6966789364814758
39,39,1,1,K,cross_domain,45,63,0.6970259547233582
39,39,2,2,K,cross_domain,36,49,0.7735857367515564
39,39,3,3,K,cross_domain,39,55,0.792037844657898
39,39,4,4,K,cross_domain,44,61,0.7427693009376526
39,39,5,5,K,cross_domain,44,74,0.6365379095077515
39,39,6,6,K,cross_domain,51,76,0.676807701587677
39,39,7,7,K,cross_domain,34,46,0.7178812623023987
0,0,0,0,V,cross_domain,26,81,0.5068803429603577
0,0,1,1,V,cross_domain,24,80,0.43390092253685
0,0,2,2,V,cross_domain,32,78,0.4733513593673706
0,0,3,3,V,cross_domain,21,51,0.5291682481765747
0,0,4,4,V,cross_domain,26,86,0.4394361674785614
0,0,5,5,V,cross_domain,23,75,0.49757155776023865
0,0,6,6,V,cross_domain,32,84,0.5069630146026611
0,0,7,7,V,cross_domain,24,78,0.4541288912296295
1,1,0,0,V,cross_domain,38,83,0.5335333347320557
1,1,1,1,V,cross_domain,27,58,0.6164368391036987
1,1,2,2,V,cross_domain,35,66,0.5735296010971069
1,1,3,3,V,cross_domain,22,51,0.6120150089263916
1,1,4,4,V,cross_domain,29,63,0.6124148964881897
1,1,5,5,V,cross_domain,35,72,0.5980761647224426
1,1,6,6,V,cross_domain,41,74,0.5528796911239624
1,1,7,7,V,cross_domain,13,35,0.6040323972702026
2,2,0,0,V,cross_domain,28,64,0.5855774283409119
2,2,1,1,V,cross_domain,40,71,0.5800007581710815
2,2,2,2,V,cross_domain,43,82,0.5776833295822144
2,2,3,3,V,cross_domain,41,84,0.5857386589050293
2,2,4,4,V,cross_domain,48,79,0.6045824885368347
2,2,5,5,V,cross_domain,57,82,0.6503063440322876
2,2,6,6,V,cross_domain,39,80,0.5937065482139587
2,2,7,7,V,cross_domain,28,66,0.5679086446762085
3,3,0,0,V,cross_domain,33,67,0.5820932388305664
3,3,1,1,V,cross_domain,44,86,0.5269277095794678
3,3,2,2,V,cross_domain,38,74,0.5933192372322083
3,3,3,3,V,cross_domain,32,79,0.4903343915939331
3,3,4,4,V,cross_domain,40,89,0.5422185063362122
3,3,5,5,V,cross_domain,41,71,0.6075537800788879
3,3,6,6,V,cross_domain,49,80,0.6053248643875122
3,3,7,7,V,cross_domain,41,81,0.5750843286514282
4,4,0,0,V,cross_domain,39,75,0.609817385673523
4,4,1,1,V,cross_domain,44,79,0.6362729668617249
4,4,2,2,V,cross_domain,25,63,0.5714056491851807
4,4,3,3,V,cross_domain,41,82,0.5240352749824524
4,4,4,4,V,cross_domain,47,81,0.6038004755973816
4,4,5,5,V,cross_domain,38,87,0.5417539477348328
4,4,6,6,V,cross_domain,47,90,0.529354989528656
4,4,7,7,V,cross_domain,46,89,0.5364586114883423
5,5,0,0,V,cross_domain,28,63,0.6050082445144653
5,5,1,1,V,cross_domain,44,73,0.5671210885047913
5,5,2,2,V,cross_domain,51,89,0.5697710514068604
5,5,3,3,V,cross_domain,22,53,0.6399815082550049
5,5,4,4,V,cross_domain,41,71,0.561808705329895
5,5,5,5,V,cross_domain,26,52,0.5785650610923767
5,5,6,6,V,cross_domain,34,58,0.6676978468894958
5,5,7,7,V,cross_domain,45,83,0.5490644574165344
6,6,0,0,V,cross_domain,44,80,0.5794217586517334
6,6,1,1,V,cross_domain,16,24,0.7141703367233276
6,6,2,2,V,cross_domain,54,88,0.5924689173698425
6,6,3,3,V,cross_domain,51,81,0.6136272549629211
6,6,4,4,V,cross_domain,53,80,0.6150643825531006
6,6,5,5,V,cross_domain,35,67,0.570733368396759
6,6,6,6,V,cross_domain,37,75,0.6051263213157654
6,6,7,7,V,cross_domain,47,84,0.627349853515625
7,7,0,0,V,cross_domain,44,81,0.5688337683677673
7,7,1,1,V,cross_domain,45,83,0.5602089166641235
7,7,2,2,V,cross_domain,49,81,0.6122916340827942
7,7,3,3,V,cross_domain,54,93,0.5861189365386963
7,7,4,4,V,cross_domain,56,84,0.6403932571411133
7,7,5,5,V,cross_domain,42,93,0.48831090331077576
7,7,6,6,V,cross_domain,50,74,0.6058647632598877
7,7,7,7,V,cross_domain,53,84,0.5946906805038452
8,8,0,0,V,cross_domain,36,70,0.5935590267181396
8,8,1,1,V,cross_domain,41,78,0.5772343873977661
8,8,2,2,V,cross_domain,41,80,0.5618099570274353
8,8,3,3,V,cross_domain,46,76,0.5662186741828918
8,8,4,4,V,cross_domain,45,79,0.5611041784286499
8,8,5,5,V,cross_domain,50,91,0.5604231357574463
8,8,6,6,V,cross_domain,54,90,0.6216793060302734
8,8,7,7,V,cross_domain,40,71,0.5307474136352539
9,9,0,0,V,cross_domain,35,73,0.549454927444458
9,9,1,1,V,cross_domain,40,76,0.580474853515625
9,9,2,2,V,cross_domain,51,78,0.6420519948005676
9,9,3,3,V,cross_domain,49,83,0.5892994403839111
9,9,4,4,V,cross_domain,42,84,0.5293939113616943
9,9,5,5,V,cross_domain,45,73,0.6212109923362732
9,9,6,6,V,cross_domain,38,74,0.5912607312202454
9,9,7,7,V,cross_domain,33,72,0.5989875197410583
10,10,0,0,V,cross_domain,40,77,0.6156600713729858
10,10,1,1,V,cross_domain,47,81,0.5891346335411072
10,10,2,2,V,cross_domain,49,85,0.5647057294845581
10,10,3,3,V,cross_domain,57,90,0.6450228691101074
10,10,4,4,V,cross_domain,50,80,0.6105313897132874
10,10,5,5,V,cross_domain,46,82,0.5894213318824768
10,10,6,6,V,cross_domain,45,83,0.575310468673706
10,10,7,7,V,cross_domain,52,84,0.624316930770874
11,11,0,0,V,cross_domain,48,89,0.5943626165390015
11,11,1,1,V,cross_domain,58,86,0.6650172472000122
11,11,2,2,V,cross_domain,60,80,0.64415442943573
11,11,3,3,V,cross_domain,59,95,0.606945276260376
11,11,4,4,V,cross_domain,50,84,0.5887808799743652
11,11,5,5,V,cross_domain,62,92,0.6438624858856201
11,11,6,6,V,cross_domain,60,89,0.6436657309532166
11,11,7,7,V,cross_domain,53,88,0.6389250159263611
12,12,0,0,V,cross_domain,49,84,0.6088773012161255
12,12,1,1,V,cross_domain,57,90,0.6315563917160034
12,12,2,2,V,cross_domain,49,82,0.6118318438529968
12,12,3,3,V,cross_domain,45,74,0.624031126499176
12,12,4,4,V,cross_domain,61,87,0.6331952810287476
12,12,5,5,V,cross_domain,46,87,0.5930243730545044
12,12,6,6,V,cross_domain,60,89,0.6275128722190857
12,12,7,7,V,cross_domain,58,86,0.6406935453414917
13,13,0,0,V,cross_domain,44,86,0.5571072697639465
13,13,1,1,V,cross_domain,67,90,0.6624162793159485
13,13,2,2,V,cross_domain,50,74,0.6230729818344116
13,13,3,3,V,cross_domain,64,93,0.6631438732147217
13,13,4,4,V,cross_domain,72,88,0.7419592142105103
13,13,5,5,V,cross_domain,66,91,0.6533509492874146
13,13,6,6,V,cross_domain,46,81,0.5851913094520569
13,13,7,7,V,cross_domain,48,86,0.6269922852516174
14,14,0,0,V,cross_domain,60,88,0.6275627017021179
14,14,1,1,V,cross_domain,61,87,0.6326724290847778
14,14,2,2,V,cross_domain,58,88,0.6335107088088989
14,14,3,3,V,cross_domain,32,58,0.6462756991386414
14,14,4,4,V,cross_domain,40,73,0.6376479864120483
14,14,5,5,V,cross_domain,54,87,0.6309279799461365
14,14,6,6,V,cross_domain,48,74,0.6032753586769104
14,14,7,7,V,cross_domain,58,91,0.6155065298080444
15,15,0,0,V,cross_domain,42,77,0.5965170860290527
15,15,1,1,V,cross_domain,49,80,0.6106988787651062
15,15,2,2,V,cross_domain,56,88,0.6157455444335938
15,15,3,3,V,cross_domain,58,84,0.6030788421630859
15,15,4,4,V,cross_domain,43,77,0.5986738204956055
15,15,5,5,V,cross_domain,43,77,0.5817908048629761
15,15,6,6,V,cross_domain,55,86,0.6112312078475952
15,15,7,7,V,cross_domain,43,77,0.5875556468963623
16,16,0,0,V,cross_domain,43,72,0.672670304775238
16,16,1,1,V,cross_domain,56,81,0.6673270463943481
16,16,2,2,V,cross_domain,48,80,0.5944347977638245
16,16,3,3,V,cross_domain,55,91,0.5983175039291382
16,16,4,4,V,cross_domain,48,75,0.6858920454978943
16,16,5,5,V,cross_domain,58,83,0.6552097797393799
16,16,6,6,V,cross_domain,59,88,0.6512089371681213
16,16,7,7,V,cross_domain,48,78,0.6493101716041565
17,17,0,0,V,cross_domain,42,70,0.6723149418830872
17,17,1,1,V,cross_domain,50,79,0.6851681470870972
17,17,2,2,V,cross_domain,52,81,0.6493828296661377
17,17,3,3,V,cross_domain,44,62,0.6426429748535156
17,17,4,4,V,cross_domain,51,79,0.6768550276756287
17,17,5,5,V,cross_domain,47,79,0.6667477488517761
17,17,6,6,V,cross_domain,58,80,0.629849374294281
17,17,7,7,V,cross_domain,47,74,0.6842933893203735
18,18,0,0,V,cross_domain,42,64,0.6904516816139221
18,18,1,1,V,cross_domain,69,87,0.711293637752533
18,18,2,2,V,cross_domain,62,85,0.6901741623878479
18,18,3,3,V,cross_domain,47,73,0.6941712498664856
18,18,4,4,V,cross_domain,60,85,0.6867573857307434
18,18,5,5,V,cross_domain,52,79,0.6747263669967651
18,18,6,6,V,cross_domain,59,82,0.691503643989563
18,18,7,7,V,cross_domain,55,82,0.6998262405395508
19,19,0,0,V,cross_domain,56,83,0.6671097874641418
19,19,1,1,V,cross_domain,55,86,0.6658803820610046
19,19,2,2,V,cross_domain,68,91,0.6964028477668762
19,19,3,3,V,cross_domain,61,86,0.7068575620651245
19,19,4,4,V,cross_domain,46,71,0.667212188243866
19,19,5,5,V,cross_domain,55,75,0.6655172109603882
19,19,6,6,V,cross_domain,65,88,0.6941500306129456
19,19,7,7,V,cross_domain,48,74,0.6797744631767273
20,20,0,0,V,cross_domain,61,85,0.6850517988204956
20,20,1,1,V,cross_domain,60,85,0.6922588348388672
20,20,2,2,V,cross_domain,62,86,0.700801432132721
20,20,3,3,V,cross_domain,55,76,0.6900869011878967
20,20,4,4,V,cross_domain,62,89,0.6788898706436157
20,20,5,5,V,cross_domain,74,90,0.7145662307739258
20,20,6,6,V,cross_domain,47,76,0.6861496567726135
20,20,7,7,V,cross_domain,63,86,0.670059084892273
21,21,0,0,V,cross_domain,51,72,0.6703904867172241
21,21,1,1,V,cross_domain,48,67,0.6808035373687744
21,21,2,2,V,cross_domain,53,74,0.7038134336471558
21,21,3,3,V,cross_domain,73,89,0.7100233435630798
21,21,4,4,V,cross_domain,66,86,0.6794092655181885
21,21,5,5,V,cross_domain,63,71,0.731675386428833
21,21,6,6,V,cross_domain,72,91,0.7240073680877686
21,21,7,7,V,cross_domain,48,89,0.5829368233680725
22,22,0,0,V,cross_domain,58,73,0.7112361788749695
22,22,1,1,V,cross_domain,70,90,0.6926844716072083
22,22,2,2,V,cross_domain,66,83,0.6853699684143066
22,22,3,3,V,cross_domain,36,51,0.7289639711380005
22,22,4,4,V,cross_domain,44,63,0.6563776731491089
22,22,5,5,V,cross_domain,67,87,0.6939743757247925
22,22,6,6,V,cross_domain,67,86,0.694328784942627
22,22,7,7,V,cross_domain,40,55,0.7219027280807495
23,23,0,0,V,cross_domain,69,86,0.7228670120239258
23,23,1,1,V,cross_domain,63,83,0.67315274477005
23,23,2,2,V,cross_domain,64,82,0.6990326642990112
23,23,3,3,V,cross_domain,77,92,0.7361778616905212
23,23,4,4,V,cross_domain,72,91,0.7245900630950928
23,23,5,5,V,cross_domain,68,88,0.6907235383987427
23,23,6,6,V,cross_domain,58,78,0.7118768095970154
23,23,7,7,V,cross_domain,68,86,0.7267181277275085
24,24,0,0,V,cross_domain,55,75,0.683301568031311
24,24,1,1,V,cross_domain,77,89,0.7418700456619263
24,24,2,2,V,cross_domain,74,90,0.7218267917633057
24,24,3,3,V,cross_domain,65,85,0.704866349697113
24,24,4,4,V,cross_domain,67,75,0.6708550453186035
24,24,5,5,V,cross_domain,72,88,0.7038261890411377
24,24,6,6,V,cross_domain,55,69,0.6592870354652405
24,24,7,7,V,cross_domain,58,77,0.6609427332878113
25,25,0,0,V,cross_domain,74,91,0.7221641540527344
25,25,1,1,V,cross_domain,67,83,0.66834557056427
25,25,2,2,V,cross_domain,63,84,0.6901162266731262
25,25,3,3,V,cross_domain,72,90,0.7257978916168213
25,25,4,4,V,cross_domain,44,58,0.6458562016487122
25,25,5,5,V,cross_domain,50,74,0.6756668090820312
25,25,6,6,V,cross_domain,73,86,0.7069115042686462
25,25,7,7,V,cross_domain,61,79,0.7045543789863586
26,26,0,0,V,cross_domain,71,87,0.7108837962150574
26,26,1,1,V,cross_domain,67,84,0.6814207434654236
26,26,2,2,V,cross_domain,69,88,0.6880919337272644
26,26,3,3,V,cross_domain,60,79,0.6661354303359985
26,26,4,4,V,cross_domain,68,86,0.6789067387580872
26,26,5,5,V,cross_domain,73,91,0.711136519908905
26,26,6,6,V,cross_domain,72,89,0.7244044542312622
26,26,7,7,V,cross_domain,56,77,0.70262610912323
27,27,0,0,V,cross_domain,48,68,0.6733266711235046
27,27,1,1,V,cross_domain,67,86,0.6759258508682251
27,27,2,2,V,cross_domain,65,83,0.6957935690879822
27,27,3,3,V,cross_domain,65,85,0.6821514368057251
27,27,4,4,V,cross_domain,39,89,0.45916223526000977
27,27,5,5,V,cross_domain,61,78,0.6642662286758423
27,27,6,6,V,cross_domain,63,83,0.6816218495368958
27,27,7,7,V,cross_domain,52,78,0.6690351963043213
28,28,0,0,V,cross_domain,77,92,0.7100121378898621
28,28,1,1,V,cross_domain,75,85,0.705906093120575
28,28,2,2,V,cross_domain,65,84,0.6597446203231812
28,28,3,3,V,cross_domain,61,88,0.6803305745124817
28,28,4,4,V,cross_domain,56,78,0.6455978155136108
28,28,5,5,V,cross_domain,73,84,0.7005116939544678
28,28,6,6,V,cross_domain,56,84,0.6567927598953247
28,28,7,7,V,cross_domain,71,90,0.6861326098442078
29,29,0,0,V,cross_domain,67,92,0.6507987380027771
29,29,1,1,V,cross_domain,77,90,0.7148892879486084
29,29,2,2,V,cross_domain,58,94,0.5914540886878967
29,29,3,3,V,cross_domain,64,82,0.7031514048576355
29,29,4,4,V,cross_domain,59,82,0.7310566902160645
29,29,5,5,V,cross_domain,74,90,0.7142072916030884
29,29,6,6,V,cross_domain,66,89,0.6203423142433167
29,29,7,7,V,cross_domain,58,87,0.6408913731575012
30,30,0,0,V,cross_domain,53,93,0.588370144367218
30,30,1,1,V,cross_domain,70,79,0.6806227564811707
30,30,2,2,V,cross_domain,49,90,0.5598768591880798
30,30,3,3,V,cross_domain,68,82,0.6895904541015625
30,30,4,4,V,cross_domain,70,91,0.6955952048301697
30,30,5,5,V,cross_domain,73,94,0.6839433312416077
30,30,6,6,V,cross_domain,71,94,0.6748329401016235
30,30,7,7,V,cross_domain,55,86,0.6012171506881714
31,31,0,0,V,cross_domain,63,74,0.6713324189186096
31,31,1,1,V,cross_domain,60,83,0.6672694087028503
31,31,2,2,V,cross_domain,69,88,0.6824913620948792
31,31,3,3,V,cross_domain,72,85,0.6903828382492065
31,31,4,4,V,cross_domain,58,81,0.6960716843605042
31,31,5,5,V,cross_domain,79,94,0.7219968438148499
31,31,6,6,V,cross_domain,63,82,0.6726741194725037
31,31,7,7,V,cross_domain,76,92,0.7205094695091248
32,32,0,0,V,cross_domain,63,92,0.6747011542320251
32,32,1,1,V,cross_domain,76,96,0.7209849953651428
32,32,2,2,V,cross_domain,50,93,0.5787879824638367
32,32,3,3,V,cross_domain,62,95,0.6567572355270386
32,32,4,4,V,cross_domain,62,87,0.6435449719429016
32,32,5,5,V,cross_domain,66,95,0.6670474410057068
32,32,6,6,V,cross_domain,69,93,0.7316022515296936
32,32,7,7,V,cross_domain,53,82,0.6701111793518066
33,33,0,0,V,cross_domain,52,93,0.6120920777320862
33,33,1,1,V,cross_domain,52,94,0.5792099237442017
33,33,2,2,V,cross_domain,57,90,0.6314470767974854
33,33,3,3,V,cross_domain,74,88,0.6947885751724243
33,33,4,4,V,cross_domain,78,95,0.7244073152542114
33,33,5,5,V,cross_domain,49,93,0.5930564403533936
33,33,6,6,V,cross_domain,63,90,0.7168850898742676
33,33,7,7,V,cross_domain,78,91,0.7246475219726562
34,34,0,0,V,cross_domain,73,93,0.7243553400039673
34,34,1,1,V,cross_domain,52,94,0.5880724787712097
34,34,2,2,V,cross_domain,52,93,0.5839552283287048
34,34,3,3,V,cross_domain,52,94,0.6113826036453247
34,34,4,4,V,cross_domain,65,92,0.7147706151008606
34,34,5,5,V,cross_domain,59,97,0.6325785517692566
34,34,6,6,V,cross_domain,56,94,0.6432971954345703
34,34,7,7,V,cross_domain,56,87,0.6273292899131775
35,35,0,0,V,cross_domain,51,93,0.6255175471305847
35,35,1,1,V,cross_domain,54,95,0.6132793426513672
35,35,2,2,V,cross_domain,57,95,0.6126613020896912
35,35,3,3,V,cross_domain,55,92,0.6161910891532898
35,35,4,4,V,cross_domain,54,89,0.6786383390426636
35,35,5,5,V,cross_domain,70,88,0.684637188911438
35,35,6,6,V,cross_domain,55,95,0.6165467500686646
35,35,7,7,V,cross_domain,66,94,0.704220175743103
36,36,0,0,V,cross_domain,68,95,0.6657947301864624
36,36,1,1,V,cross_domain,63,91,0.6416460871696472
36,36,2,2,V,cross_domain,51,96,0.6226075291633606
36,36,3,3,V,cross_domain,50,94,0.5938282608985901
36,36,4,4,V,cross_domain,75,95,0.716371476650238
36,36,5,5,V,cross_domain,58,92,0.6444257497787476
36,36,6,6,V,cross_domain,76,91,0.7084604501724243
36,36,7,7,V,cross_domain,57,95,0.6461014151573181
37,37,0,0,V,cross_domain,60,96,0.6381996273994446
37,37,1,1,V,cross_domain,60,92,0.6446506977081299
37,37,2,2,V,cross_domain,43,90,0.5408992171287537
37,37,3,3,V,cross_domain,61,96,0.6376994252204895
37,37,4,4,V,cross_domain,68,89,0.711255669593811
37,37,5,5,V,cross_domain,63,92,0.6633589267730713
37,37,6,6,V,cross_domain,56,95,0.6329300999641418
37,37,7,7,V,cross_domain,45,81,0.5729893445968628
38,38,0,0,V,cross_domain,57,91,0.6484331488609314
38,38,1,1,V,cross_domain,64,97,0.6581027507781982
38,38,2,2,V,cross_domain,71,98,0.7028369903564453
38,38,3,3,V,cross_domain,74,95,0.6998768448829651
38,38,4,4,V,cross_domain,63,95,0.6784449815750122
38,38,5,5,V,cross_domain,71,98,0.7096759676933289
38,38,6,6,V,cross_domain,63,85,0.7066369652748108
38,38,7,7,V,cross_domain,63,91,0.6700594425201416
39,39,0,0,V,cross_domain,72,95,0.6952693462371826
