layer,head,token_range,top1_match,top5_jaccard,attn_kl,n_tokens
0,23,early,0.9157894736842105,0.8516917293233082,1.4873408815674338e-07,190
0,23,late,0.8541666666666666,0.6156167328042329,1.5921141027774866e-07,192
0,24,early,0.9473684210526315,0.7828320802005012,4.4943797661289864e-07,190
0,24,late,0.953125,0.7584945436507936,5.136050731380237e-07,192
0,25,early,0.7842105263157895,0.7145363408521305,3.4801090009750624e-07,190
0,25,late,0.75,0.7280712632275131,3.117633866622782e-07,192
0,26,early,0.8526315789473684,0.7598370927318295,1.5737448677555221e-07,190
0,26,late,0.671875,0.6053447420634921,1.58769395852687e-07,192
0,27,early,0.7368421052631579,0.7649122807017544,2.1581800524472783e-07,190
0,27,late,0.6770833333333334,0.6356440145502645,1.9153527830439998e-07,192
0,28,early,0.8368421052631579,0.7729323308270678,2.436125328131311e-07,190
0,28,late,0.7447916666666666,0.7133556547619048,2.430972756428673e-07,192
0,29,early,0.9210526315789473,0.6766290726817041,2.7827294957205595e-07,190
0,29,late,0.8489583333333334,0.5875909391534392,2.2615517991653178e-07,192
0,30,early,0.7947368421052632,0.9263157894736842,2.546972268646641e-07,190
0,30,late,0.7760416666666666,0.5975115740740741,2.2625442852586275e-07,192
0,31,early,0.9157894736842105,0.9386591478696742,2.5376050416525686e-07,190
0,31,late,0.8333333333333334,0.6326264880952381,2.3464117759885994e-07,192
0,32,early,0.8368421052631579,0.9130325814536341,2.848374549557775e-07,190
0,32,late,0.7760416666666666,0.6232018849206349,2.3258519377122866e-07,192
0,33,early,0.9421052631578948,0.868295739348371,6.140248274277837e-07,190
0,33,late,0.8802083333333334,0.5694237764550265,6.735644433319976e-07,192
0,34,early,0.9105263157894737,0.9256265664160401,3.7726513824054564e-07,190
0,34,late,0.921875,0.6726603835978836,3.149116025724652e-07,192
0,35,early,0.4105263157894737,0.6387844611528822,8.605446737419697e-07,190
0,35,late,0.8697916666666666,0.4324570105820105,8.157468869285367e-07,192
0,36,early,0.9473684210526315,0.7944653299916459,5.552083166548982e-07,190
0,36,late,0.9166666666666666,0.5908358134920636,4.742344970054546e-07,192
0,37,early,0.9,0.8902255639097746,2.9524736078201386e-07,190
0,37,late,0.7395833333333334,0.6400669642857143,2.771992626549036e-07,192
0,38,early,0.8947368421052632,0.8801378446115289,3.00334306757577e-07,190
0,38,late,0.8020833333333334,0.576264880952381,2.9247539146126655e-07,192
0,39,early,0.9315789473684211,0.8894319131161237,3.220625330868643e-07,190
0,39,late,0.734375,0.617104828042328,2.9509851628972683e-07,192
1,0,early,0.7210526315789474,0.6071637426900585,2.4265466436190763e-06,190
1,0,late,0.4739583333333333,0.39116236772486773,2.1686039417545544e-06,192
1,1,early,0.7157894736842105,0.8057017543859651,3.159898142257589e-06,190
1,1,late,0.7135416666666666,0.6302083333333334,2.6595171220833436e-06,192
1,2,early,0.6684210526315789,0.689139515455305,2.5691829250718e-06,190
1,2,late,0.59375,0.6054687500000001,2.2905976493348135e-06,192
1,3,early,0.6052631578947368,0.7449874686716794,7.406573331536492e-06,190
1,3,late,0.4270833333333333,0.70703125,6.5888548306247685e-06,192
1,4,early,0.6105263157894737,0.7335213032581456,4.754956080432748e-06,190
1,4,late,0.3489583333333333,0.7771577380952381,3.981053396273637e-06,192
1,5,early,0.6263157894736842,0.6160401002506266,5.679075911757536e-06,190
1,5,late,0.359375,0.6590401785714287,5.36707739229314e-06,192
1,6,early,0.5368421052631579,0.6778195488721805,9.94439801615954e-07,190
1,6,late,0.46875,0.624937996031746,1.1717075949491118e-06,192
1,7,early,0.25263157894736843,0.6591478696741856,4.039656232635025e-06,190
1,7,late,0.4895833333333333,0.5738467261904763,3.2638429274811642e-06,192
1,8,early,0.7210526315789474,0.6020050125313283,3.0710998544236645e-06,190
1,8,late,0.5416666666666666,0.4599247685185186,2.916474159064819e-06,192
1,9,early,0.6210526315789474,0.718233082706767,3.498670139379101e-06,190
1,9,late,0.6197916666666666,0.511801421957672,3.9353835745714605e-06,192
1,10,early,0.5263157894736842,0.7550125313283209,2.0157940525677986e-06,190
1,10,late,0.6927083333333334,0.7049231150793651,1.9544511360436445e-06,192
1,11,early,0.7473684210526316,0.6514202172096909,2.272226311106351e-06,190
1,11,late,0.6197916666666666,0.5006200396825397,2.181866648243158e-06,192
1,12,early,0.9210526315789473,0.537719298245614,2.117597205142374e-06,190
1,12,late,0.9322916666666666,0.3744006283068783,2.1985083549225237e-06,192
1,13,early,0.8105263157894737,0.8320802005012533,2.1512371404242003e-06,190
1,13,late,0.7083333333333334,0.8303571428571429,2.0738264083774993e-06,192
1,14,early,0.4842105263157895,0.6434628237259816,1.1960004258071422e-06,190
1,14,late,0.53125,0.5826719576719578,9.270675036532339e-07,192
1,15,early,0.9631578947368421,0.6655388471177945,2.6866282496484928e-06,190
1,15,late,0.9791666666666666,0.6015625000000001,2.6961615731124766e-06,192
1,16,early,0.7631578947368421,0.7615914786967419,1.3376313745538937e-06,190
1,16,late,0.578125,0.61328125,1.1017918950528838e-06,192
1,17,early,0.8947368421052632,0.7163533834586467,1.1236032833039644e-06,190
1,17,late,0.6875,0.7202380952380953,1.2966111171408556e-06,192
1,18,early,0.46842105263157896,0.5321219715956559,2.024329432970262e-06,190
1,18,late,0.515625,0.45378637566137564,1.607561557648296e-06,192
