T_h,n,rho,hamming_mean,hamming_std
3e-05,2,9.090909090909092e-05,0.12500000000000003,0.04787135538781691
3e-05,2,0.00013636363636363637,0.05833333333333333,0.038188130791298666
3e-05,2,0.00018181818181818183,0.05555555555555556,0.03424674446093876
3e-05,2,0.0002272727272727273,0.05555555555555555,0.026643508462848447
3e-05,2,0.00027272727272727274,0.05555555555555555,0.04874980215217846
3e-05,2,0.0003181818181818182,0.06111111111111111,0.043744488188954496
3e-05,2,0.00036363636363636367,0.06666666666666667,0.031914236925211274
3e-05,2,0.00040909090909090913,0.07777777777777777,0.041573970964154904
3e-05,2,0.0004545454545454546,0.0861111111111111,0.03778186252426512
3e-05,2,0.0005,0.0861111111111111,0.03778186252426512
3e-05,4,0.0,0.2027777777777778,0.048511803323813836
3e-05,4,4.545454545454546e-05,0.17777777777777778,0.03557291243018249
3e-05,4,9.090909090909092e-05,0.11944444444444445,0.0295281828131518
3e-05,4,0.00013636363636363637,0.06666666666666667,0.02545875386086578
3e-05,4,0.00018181818181818183,0.04722222222222222,0.032513055307554516
3e-05,4,0.0002272727272727273,0.06111111111111111,0.0468119431843131
3e-05,4,0.00027272727272727274,0.04722222222222222,0.03524604872347089
3e-05,4,0.0003181818181818182,0.05555555555555555,0.03286710990610898
3e-05,4,0.00036363636363636367,0.06944444444444443,0.04015786748555822
3e-05,4,0.00040909090909090913,0.08055555555555555,0.041294635409218065
3e-05,4,0.0004545454545454546,0.08888888888888889,0.03808697000222802
3e-05,4,0.0005,0.0861111111111111,0.040157867485558225
3e-05,8,0.0,0.21111111111111114,0.03928371006591931
3e-05,8,4.545454545454546e-05,0.19999999999999998,0.021516574145596767
3e-05,8,9.090909090909092e-05,0.1111111111111111,0.041573970964154904
3e-05,8,0.00013636363636363637,0.08055555555555555,0.01145307118227128
3e-05,8,0.00018181818181818183,0.06111111111111111,0.039283710065919304
3e-05,8,0.0002272727272727273,0.05277777777777778,0.03251305530755451
3e-05,8,0.00027272727272727274,0.049999999999999996,0.03042903097250923
3e-05,8,0.0003181818181818182,0.05277777777777778,0.022395160411940413
3e-05,8,0.00036363636363636367,0.06666666666666667,0.031914236925211274
3e-05,8,0.00040909090909090913,0.075,0.03154949081000152
3e-05,8,0.0004545454545454546,0.0861111111111111,0.040157867485558225
3e-05,8,0.0005,0.0861111111111111,0.040157867485558225
0.0001,1,0.0,0.14444444444444446,0.04779069592801459
0.0001,1,4.545454545454546e-05,0.2388888888888889,0.054997194092287024
0.0001,1,9.090909090909092e-05,0.225,0.059121657371646555
0.0001,1,0.00013636363636363637,0.19999999999999998,0.05692750425533111
0.0001,1,0.00018181818181818183,0.18333333333333335,0.037267799624996496
0.0001,1,0.0002272727272727273,0.17500000000000002,0.031549490810001524
0.0001,1,0.00027272727272727274,0.14722222222222223,0.0465640405951117
0.0001,1,0.0003181818181818182,0.14166666666666666,0.03568120160740314
0.0001,1,0.00036363636363636367,0.13888888888888887,0.04874980215217845
0.0001,1,0.00040909090909090913,0.13055555555555554,0.053069369929285556
0.0001,1,0.0004545454545454546,0.11944444444444442,0.04851180332381383
0.0001,1,0.0005,0.125,0.046894286155928146
0.0001,2,0.0,0.1611111111111111,0.04581228472908512
0.0001,2,4.545454545454546e-05,0.25,0.05931710140017395
0.0001,2,9.090909090909092e-05,0.25277777777777777,0.0465640405951117
0.0001,2,0.00013636363636363637,0.2166666666666667,0.019245008972987525
0.0001,2,0.00018181818181818183,0.19166666666666665,0.030046260628866582
0.0001,2,0.0002272727272727273,0.19166666666666665,0.06649282890881013
0.0001,2,0.00027272727272727274,0.15555555555555556,0.050613519884135
0.0001,2,0.0003181818181818182,0.16666666666666666,0.05443310539518174
0.0001,2,0.00036363636363636367,0.1583333333333333,0.05989960736902174
0.0001,2,0.00040909090909090913,0.14444444444444443,0.05328701692569689
0.0001,2,0.0004545454545454546,0.11944444444444445,0.0465640405951117
0.0001,2,0.0005,0.12777777777777777,0.044790320823880826
0.0001,4,0.0,0.14444444444444443,0.04874980215217846
0.0001,4,4.545454545454546e-05,0.25,0.04714045207910317
0.0001,4,9.090909090909092e-05,0.2222222222222222,0.029917582261858356
0.0001,4,0.00013636363636363637,0.20833333333333334,0.05335936864527374
0.0001,4,0.00018181818181818183,0.22222222222222224,0.034246744460938755
0.0001,4,0.0002272727272727273,0.16111111111111112,0.028327886186626582
0.0001,4,0.00027272727272727274,0.1388888888888889,0.049690399499995326
0.0001,4,0.0003181818181818182,0.14444444444444446,0.06643478190611887
0.0001,4,0.00036363636363636367,0.1416666666666667,0.05335936864527374
0.0001,4,0.00040909090909090913,0.125,0.04976798018658033
0.0001,4,0.0004545454545454546,0.1111111111111111,0.035572912430182485
0.0001,4,0.0005,0.11388888888888889,0.06266952318154709
0.0001,8,0.0,0.1111111111111111,0.029917582261858353
0.0001,8,4.545454545454546e-05,0.25833333333333336,0.02097176232019652
0.0001,8,9.090909090909092e-05,0.2388888888888889,0.043744488188954496
0.0001,8,0.00013636363636363637,0.18055555555555555,0.0455589429634909
0.0001,8,0.00018181818181818183,0.23055555555555554,0.06266952318154709
0.0001,8,0.0002272727272727273,0.1277777777777778,0.029917582261858346
0.0001,8,0.00027272727272727274,0.16111111111111112,0.04779069592801458
0.0001,8,0.0003181818181818182,0.15555555555555556,0.04969039949999533
0.0001,8,0.00036363636363636367,0.12777777777777777,0.028327886186626575
0.0001,8,0.00040909090909090913,0.1638888888888889,0.057265355911356404
0.0001,8,0.0004545454545454546,0.13333333333333333,0.03333333333333333
0.0001,8,0.0005,0.11111111111111112,0.039283710065919304
0.0003,1,0.0,0.13333333333333333,0.03600411499115477
0.0003,1,4.545454545454546e-05,0.2222222222222222,0.05241100628920335
0.0003,1,9.090909090909092e-05,0.2888888888888889,0.06573421981221796
0.0003,1,0.00013636363636363637,0.2722222222222222,0.04044505494044732
0.0003,1,0.00018181818181818183,0.28611111111111115,0.04015786748555821
0.0003,1,0.0002272727272727273,0.28611111111111115,0.05038432540893625
0.0003,1,0.00027272727272727274,0.25,0.06161409170227453
0.0003,1,0.0003181818181818182,0.2416666666666667,0.07861650943380503
0.0003,1,0.00036363636363636367,0.24722222222222223,0.04656404059511169
0.0003,1,0.00040909090909090913,0.24166666666666667,0.03154949081000151
0.0003,1,0.0004545454545454546,0.2638888888888889,0.07163220532348681
0.0003,1,0.0005,0.2611111111111111,0.07243558228002943
0.0003,2,0.0,0.15833333333333333,0.06787106512705898
0.0003,2,4.545454545454546e-05,0.20833333333333334,0.05753420882557772
0.0003,2,9.090909090909092e-05,0.2861111111111111,0.04240093756242707
0.0003,2,0.00013636363636363637,0.3,0.04906533814626582
0.0003,2,0.00018181818181818183,0.26666666666666666,0.0775791113542719
0.0003,2,0.0002272727272727273,0.22777777777777777,0.0437444881889545
0.0003,2,0.00027272727272727274,0.2916666666666667,0.06437016792364704
0.0003,2,0.0003181818181818182,0.23611111111111113,0.05218970618904426
0.0003,2,0.00036363636363636367,0.22777777777777775,0.04779069592801459
0.0003,2,0.00040909090909090913,0.23333333333333336,0.016666666666666663
0.0003,2,0.0004545454545454546,0.26111111111111107,0.05414885747116091
0.0003,2,0.0005,0.23611111111111113,0.022395160411940413
0.0003,4,0.0,0.13333333333333333,0.06382847385042255
0.0003,4,4.545454545454546e-05,0.22777777777777777,0.03928371006591931
0.0003,4,9.090909090909092e-05,0.25277777777777777,0.035246048723470896
0.0003,4,0.00013636363636363637,0.29444444444444445,0.048749802152178445
0.0003,4,0.00018181818181818183,0.29166666666666663,0.02097176232019652
0.0003,4,0.0002272727272727273,0.25,0.043033148291193514
0.0003,4,0.00027272727272727274,0.2638888888888889,0.02022252747022366
0.0003,4,0.0003181818181818182,0.27499999999999997,0.06142595663193327
0.0003,4,0.00036363636363636367,0.25,0.06938886664887109
0.0003,4,0.00040909090909090913,0.26666666666666666,0.038490017945975036
0.0003,4,0.0004545454545454546,0.27499999999999997,0.03154949081000152
0.0003,4,0.0005,0.24166666666666667,0.049767980186580324
0.0003,8,0.0,0.13611111111111113,0.03653596232768307
0.0003,8,4.545454545454546e-05,0.2388888888888889,0.03685138655950444
0.0003,8,9.090909090909092e-05,0.2638888888888889,0.06041267547480984
0.0003,8,0.00013636363636363637,0.24999999999999997,0.0396746023807936
0.0003,8,0.00018181818181818183,0.2833333333333333,0.06085806194501844
0.0003,8,0.0002272727272727273,0.2638888888888889,0.04015786748555821
0.0003,8,0.00027272727272727274,0.26388888888888884,0.052189706189044255
0.0003,8,0.0003181818181818182,0.25,0.0844371341865037
0.0003,8,0.00036363636363636367,0.25277777777777777,0.05218970618904426
0.0003,8,0.00040909090909090913,0.25000000000000006,0.036004114991154766
0.0003,8,0.0004545454545454546,0.2638888888888889,0.0295281828131518
0.0003,8,0.0005,0.23611111111111108,0.04347909956249591
0.001,1,0.0,0.1611111111111111,0.03142696805273545
0.001,1,4.545454545454546e-05,0.15833333333333335,0.04166666666666667
0.001,1,9.090909090909092e-05,0.16944444444444443,0.04754789657951025
0.001,1,0.00013636363636363637,0.25555555555555554,0.0468119431843131
0.001,1,0.00018181818181818183,0.2722222222222222,0.06916610887771518
0.001,1,0.0002272727272727273,0.27777777777777773,0.04044505494044731
0.001,1,0.00027272727272727274,0.28611111111111115,0.054786341453655595
0.001,1,0.0003181818181818182,0.33888888888888885,0.05499719409228703
0.001,1,0.00036363636363636367,0.29444444444444445,0.0477906959280146
0.001,1,0.00040909090909090913,0.31666666666666665,0.04614791034954485
0.001,1,0.0004545454545454546,0.2888888888888889,0.0590563656263036
0.001,1,0.0005,0.2888888888888889,0.052411006289203366
0.001,2,0.0,0.15833333333333333,0.04589642122738418
0.001,2,4.545454545454546e-05,0.2222222222222222,0.024845199749997663
0.001,2,9.090909090909092e-05,0.22777777777777777,0.03142696805273545
0.001,2,0.00013636363636363637,0.19166666666666665,0.025000000000000005
0.001,2,0.00018181818181818183,0.25277777777777777,0.05038432540893625
0.001,2,0.0002272727272727273,0.27499999999999997,0.054220059155397585
0.001,2,0.00027272727272727274,0.2777777777777778,0.03286710990610897
0.001,2,0.0003181818181818182,0.31111111111111117,0.044790320823880826
0.001,2,0.00036363636363636367,0.3194444444444444,0.04656404059511168
0.001,2,0.00040909090909090913,0.2972222222222222,0.04851180332381383
0.001,2,0.0004545454545454546,0.3194444444444444,0.04555894296349089
0.001,2,0.0005,0.33055555555555555,0.014958791130929175
0.001,4,0.0,0.15555555555555556,0.04374448818895451
0.001,4,4.545454545454546e-05,0.16666666666666666,0.027216552697590872
0.001,4,9.090909090909092e-05,0.20000000000000004,0.03469443332443555
0.001,4,0.00013636363636363637,0.23611111111111108,0.02620550314460167
0.001,4,0.00018181818181818183,0.26666666666666666,0.05443310539518172
0.001,4,0.0002272727272727273,0.26944444444444443,0.04656404059511169
0.001,4,0.00027272727272727274,0.33055555555555555,0.03778186252426512
0.001,4,0.0003181818181818182,0.3055555555555555,0.07243558228002943
0.001,4,0.00036363636363636367,0.33055555555555555,0.06484787516627084
0.001,4,0.00040909090909090913,0.30277777777777776,0.04656404059511168
0.001,4,0.0004545454545454546,0.2972222222222222,0.02239516041194041
0.001,4,0.0005,0.3194444444444445,0.049456927263235716
0.001,8,0.0,0.17499999999999996,0.018633899812498255
0.001,8,4.545454545454546e-05,0.14166666666666666,0.0542200591553976
0.001,8,9.090909090909092e-05,0.17499999999999996,0.03818813079129867
0.001,8,0.00013636363636363637,0.2388888888888889,0.07432826755699806
0.001,8,0.00018181818181818183,0.2388888888888889,0.022906142364542553
0.001,8,0.0002272727272727273,0.27499999999999997,0.07920320794101807
0.001,8,0.00027272727272727274,0.29444444444444445,0.0415739709641549
0.001,8,0.0003181818181818182,0.31666666666666665,0.03469443332443554
0.001,8,0.00036363636363636367,0.2972222222222222,0.02620550314460167
0.001,8,0.00040909090909090913,0.35555555555555557,0.06060395619242064
0.001,8,0.0004545454545454546,0.3,0.0769800358919501
0.001,8,0.0005,0.3,0.03469443332443554
