layer,head,kv_type,method,k,n_bits,bits_per_vector,eff_rank_V_90,eff_rank_K_90,V_mse_logits,V_mae_logits,V_kl_divergence,V_l1_attention,V_top1_agreement
17,7,V,subspace_k64,64,16,1024,47.0,34.0,0.01738975791376634,0.10394583782638891,0.00863968988641256,0.10356263645669568,0.52734375
18,0,V,full_dim,128,2,256,42.0,24.0,0.21460014913762765,0.3668165948993271,0.10487322473877958,0.3597048398982733,0.3984375
18,0,V,subspace_k16,16,16,256,42.0,24.0,0.25038803929237313,0.3936864433805516,0.1244039626150726,0.3878271771671767,0.29296875
18,0,V,subspace_k32,32,8,256,42.0,24.0,0.14643959466760265,0.3000169641544906,0.07185229933835055,0.29504835572528343,0.421875
18,0,V,subspace_k48,48,5,240,42.0,24.0,0.08893533871688594,0.2345203780395025,0.0440320494106467,0.23238588109790814,0.52734375
18,0,V,subspace_k64,64,4,256,42.0,24.0,0.06647267829953296,0.20324200798775854,0.03312015622160867,0.2021977029938325,0.578125
18,0,V,full_dim,128,4,512,42.0,24.0,0.0088290736277329,0.07408115619913824,0.004274535982080652,0.07297454537499884,0.87890625
18,0,V,subspace_k16,16,32,512,42.0,24.0,3.85457007539556,1.5351967440954615,0.9282196271552918,0.9887239186641483,0.0
18,0,V,subspace_k32,32,16,512,42.0,24.0,0.14641979742604455,0.299995681528864,0.07184256931044056,0.2950260707934633,0.42578125
18,0,V,subspace_k48,48,11,528,42.0,24.0,0.08686208654180369,0.23182058257236532,0.043094871285427445,0.2298763047109387,0.515625
18,0,V,subspace_k64,64,8,512,42.0,24.0,0.057347098721916234,0.18872462001398338,0.02844360870635646,0.18706966236921124,0.58203125
18,0,V,full_dim,128,8,1024,42.0,24.0,2.9825724593987675e-05,0.004327226684590954,1.4860182764219669e-05,0.004323752274265791,0.98046875
18,0,V,subspace_k16,16,64,1024,42.0,24.0,5.3527533914927785,1.833416159176679,0.37991783480895125,0.6554884811483395,0.0
18,0,V,subspace_k32,32,32,1024,42.0,24.0,5.2622429603195275,1.8174057924121287,1.1302155592031888,1.0761234513390732,0.0
18,0,V,subspace_k48,48,21,1008,42.0,24.0,0.0868620597656484,0.23181866432222592,0.043094072233890064,0.22987420678794881,0.515625
18,0,V,subspace_k64,64,16,1024,42.0,24.0,0.05732511213578621,0.18867311728249797,0.028439171581290626,0.18706619799005716,0.58203125
18,1,V,full_dim,128,2,256,69.0,27.0,0.033033433102384546,0.14434415772695008,0.016433689523370792,0.14357735321875764,0.35546875
18,1,V,subspace_k16,16,16,256,69.0,27.0,0.05388393140755248,0.18372648888180196,0.026517988741961016,0.1820775370477848,0.18359375
18,1,V,subspace_k32,32,8,256,69.0,27.0,0.038515158892934026,0.15545248290242503,0.01905582093750431,0.15450279551363244,0.23828125
18,1,V,subspace_k48,48,5,240,69.0,27.0,0.02978646917792816,0.13638537534164288,0.014737541435748073,0.13555913558361488,0.27734375
18,1,V,subspace_k64,64,4,256,69.0,27.0,0.02424227572377074,0.12277730822040313,0.012047336861084142,0.12221814029433589,0.3359375
18,1,V,full_dim,128,4,512,69.0,27.0,0.0013097222223835523,0.028734037185657306,0.0006503328204476976,0.028631751695168496,0.8203125
18,1,V,subspace_k16,16,32,512,69.0,27.0,0.48853440928493763,0.5536252411614647,0.11651810350753085,0.37899597606895424,0.0
18,1,V,subspace_k32,32,16,512,69.0,27.0,0.03850960779144927,0.15543887214880953,0.019053220775407914,0.1544865441151561,0.234375
18,1,V,subspace_k48,48,11,528,69.0,27.0,0.029591446601158616,0.1359171719221438,0.014641558429763765,0.13509386775741347,0.29296875
18,1,V,subspace_k64,64,8,512,69.0,27.0,0.02302621005871925,0.11967811889732352,0.011433373714006552,0.1191193987497606,0.33984375
18,1,V,full_dim,128,8,1024,69.0,27.0,4.518994385140151e-06,0.0016878713103974322,2.254913715504429e-06,0.001685162673299317,0.984375
18,1,V,subspace_k16,16,64,1024,69.0,27.0,0.6231080680625285,0.6260432245499473,0.05297146089513724,0.25624605430922237,0.0
18,1,V,subspace_k32,32,32,1024,69.0,27.0,0.6303204113367216,0.6323833717484657,0.13834558086315124,0.41371777979810237,0.0
18,1,V,subspace_k48,48,21,1008,69.0,27.0,0.02959185621176631,0.1359178846235762,0.014641644132736938,0.13509430007683343,0.29296875
18,1,V,subspace_k64,64,16,1024,69.0,27.0,0.02301771785800661,0.11965251237425534,0.011429738847213055,0.11910025943071947,0.34765625
18,2,V,full_dim,128,2,256,62.0,31.0,0.08633464088922185,0.2328457006452098,0.04280449371063861,0.23098814716519261,0.421875
18,2,V,subspace_k16,16,16,256,62.0,31.0,0.12389758020314366,0.2783387186528485,0.06179257354728857,0.27638510485646955,0.19921875
18,2,V,subspace_k32,32,8,256,62.0,31.0,0.0869330386438322,0.2332553711570109,0.0433545948920063,0.23226121149057072,0.2578125
18,2,V,subspace_k48,48,5,240,62.0,31.0,0.06643552805060804,0.20308948518066247,0.033029825376112265,0.2020921735321516,0.3828125
18,2,V,subspace_k64,64,4,256,62.0,31.0,0.05128927408067882,0.17840830334013016,0.025420312679657858,0.1774066236608276,0.41796875
18,2,V,full_dim,128,4,512,62.0,31.0,0.0033579286282224216,0.046013904668297606,0.0016644316314608331,0.04577524770137334,0.83984375
18,2,V,subspace_k16,16,32,512,62.0,31.0,1.1706247566024608,0.8534526970890757,0.3271460369121335,0.6226819843303528,0.0
18,2,V,subspace_k32,32,16,512,62.0,31.0,0.08689777990501643,0.23320977883814598,0.043339937898567826,0.23222366200013694,0.265625
18,2,V,subspace_k48,48,11,528,62.0,31.0,0.06570361102976584,0.2019414257934043,0.03266554784410806,0.20096484551449176,0.3828125
18,2,V,subspace_k64,64,8,512,62.0,31.0,0.04881926749921396,0.17395887833750143,0.02417240595210622,0.1728659051366147,0.46484375
18,2,V,full_dim,128,8,1024,62.0,31.0,1.1702371401345785e-05,0.002705656318225143,5.845308404527277e-06,0.0027008167997678786,0.984375
18,2,V,subspace_k16,16,64,1024,62.0,31.0,1.4037594392361603,0.939525098255906,0.13801914122260905,0.4089022950208552,0.0
18,2,V,subspace_k32,32,32,1024,62.0,31.0,1.2361903963860519,0.883326680943735,0.36946515798216406,0.6593031857425328,0.0
18,2,V,subspace_k48,48,21,1008,62.0,31.0,0.06570443159463424,0.20194150371314865,0.03266609031821634,0.20096492638013932,0.37890625
18,2,V,subspace_k64,64,16,1024,62.0,31.0,0.04883890254261741,0.17399457794126483,0.02418048989573235,0.1728916227928618,0.4609375
18,3,V,full_dim,128,2,256,47.0,36.0,0.19941478128150564,0.3529807099476676,0.0995248942923058,0.3499086486841574,0.3359375
18,3,V,subspace_k16,16,16,256,47.0,36.0,0.2224668624494241,0.37087180721313817,0.10837565319231207,0.36392459331646065,0.26953125
18,3,V,subspace_k32,32,8,256,47.0,36.0,0.1315366792420815,0.2859365544557611,0.06476412060290948,0.2827978349026602,0.359375
18,3,V,subspace_k48,48,5,240,47.0,36.0,0.09251733874410352,0.239939158142705,0.04551976329565732,0.23749038069783063,0.4765625
18,3,V,subspace_k64,64,4,256,47.0,36.0,0.07250035194025986,0.2125666272486415,0.036018000004136796,0.21103515214902946,0.5078125
18,3,V,full_dim,128,4,512,47.0,36.0,0.007829360407572225,0.06992665343452303,0.00385891327461656,0.06937266237912819,0.84375
18,3,V,subspace_k16,16,32,512,47.0,36.0,2.6880718500085847,1.3030899795858302,0.7676753147516443,0.9147746524361084,0.0
18,3,V,subspace_k32,32,16,512,47.0,36.0,0.13152590530700564,0.28593384340916095,0.06475799032376081,0.2827945709651384,0.3671875
18,3,V,subspace_k48,48,11,528,47.0,36.0,0.09094738738007815,0.2378567236814148,0.04475111530664829,0.23528894163284234,0.47265625
18,3,V,subspace_k64,64,8,512,47.0,36.0,0.06639889224992782,0.2033971419948617,0.03288411759820119,0.2019804206718736,0.546875
18,3,V,full_dim,128,8,1024,47.0,36.0,2.551484678491108e-05,0.0039974599409062575,1.2690408851418543e-05,0.003983692655192888,0.9921875
18,3,V,subspace_k16,16,64,1024,47.0,36.0,3.0987456906211213,1.42620657533387,0.30029592065770916,0.5962415658356304,0.00390625
18,3,V,subspace_k32,32,32,1024,47.0,36.0,3.0828246040498213,1.3921108241666817,0.8436691940953256,0.9596122246856109,0.0
18,3,V,subspace_k48,48,21,1008,47.0,36.0,0.09095054619384076,0.23786154860932696,0.04475237114557541,0.23529640016586356,0.47265625
18,3,V,subspace_k64,64,16,1024,47.0,36.0,0.0663859362980501,0.2033868516009972,0.03287325952775609,0.2019539562506002,0.55078125
18,4,V,full_dim,128,2,256,60.0,29.0,0.054240581684953555,0.18410656122200675,0.027076653733960475,0.1833620926166229,0.37890625
18,4,V,subspace_k16,16,16,256,60.0,29.0,0.06933963425040782,0.20743301510062767,0.03453054587820869,0.20625627613536562,0.25390625
18,4,V,subspace_k32,32,8,256,60.0,29.0,0.04815786112271226,0.17321763486012154,0.023862755548311687,0.17200852596948657,0.37109375
18,4,V,subspace_k48,48,5,240,60.0,29.0,0.03565963176497277,0.14878755466184626,0.017619814323432743,0.14755437385427003,0.4609375
18,4,V,subspace_k64,64,4,256,60.0,29.0,0.028170293086202235,0.13229649826675266,0.013949681505003602,0.1314238776109874,0.51171875
18,4,V,full_dim,128,4,512,60.0,29.0,0.002176485390902559,0.036956670687180976,0.0010901967234655395,0.036973064780250406,0.80078125
18,4,V,subspace_k16,16,32,512,60.0,29.0,0.8174221303627298,0.7067317345795394,0.2304881653301795,0.5205064793051353,0.0
18,4,V,subspace_k32,32,16,512,60.0,29.0,0.048148447232506345,0.1732032904828405,0.023855421759207338,0.17199053313366414,0.37109375
18,4,V,subspace_k48,48,11,528,60.0,29.0,0.03522792969842076,0.1479149112825326,0.017409926024273995,0.14671716997363163,0.4609375
18,4,V,subspace_k64,64,8,512,60.0,29.0,0.026310246363318746,0.1277804274732947,0.013015253972004313,0.12686821904099355,0.50390625
18,4,V,full_dim,128,8,1024,60.0,29.0,7.553961379087113e-06,0.0021729213070530067,3.7425376436555815e-06,0.0021614922601228192,0.98828125
18,4,V,subspace_k16,16,64,1024,60.0,29.0,0.8995314103586987,0.7419653040297784,0.09283138966421292,0.33109921150291943,0.0
18,4,V,subspace_k32,32,32,1024,60.0,29.0,1.0531880738378752,0.7944072736944026,0.25740855891326975,0.5493344460094223,0.0
18,4,V,subspace_k48,48,21,1008,60.0,29.0,0.03522879917802496,0.14791708392499758,0.017410139408217826,0.1467191557247285,0.4609375
18,4,V,subspace_k64,64,16,1024,60.0,29.0,0.02628978321035654,0.12774050181678698,0.013005135185054716,0.12682383586876997,0.50390625
18,5,V,full_dim,128,2,256,52.0,36.0,0.13471139174233085,0.2896120348615864,0.06641889847370358,0.2857686799172231,0.4140625
18,5,V,subspace_k16,16,16,256,52.0,36.0,0.16789356970327932,0.322291378663057,0.08319552317890887,0.3189771808437689,0.27734375
18,5,V,subspace_k32,32,8,256,52.0,36.0,0.1068243760587575,0.2570353349526404,0.05258521323665925,0.25363232152184073,0.39453125
18,5,V,subspace_k48,48,5,240,52.0,36.0,0.07359272791318743,0.2134866481819545,0.03618179397993746,0.2112690485058831,0.4453125
18,5,V,subspace_k64,64,4,256,52.0,36.0,0.05616160384801897,0.1869496606181541,0.02749807924736091,0.18484025006650845,0.55859375
18,5,V,full_dim,128,4,512,52.0,36.0,0.005161186582856161,0.05684438414713211,0.0025122396763624737,0.056060770668281856,0.83984375
18,5,V,subspace_k16,16,32,512,52.0,36.0,2.516938665578369,1.2461442831824692,0.5814027678616821,0.8027098116969906,0.0
18,5,V,subspace_k32,32,16,512,52.0,36.0,0.1068191612102887,0.25701338590029255,0.05258574758485193,0.2536381371519846,0.39453125
18,5,V,subspace_k48,48,11,528,52.0,36.0,0.0726142688049759,0.2120527355004705,0.03571655565912447,0.20988653400462287,0.4609375
18,5,V,subspace_k64,64,8,512,52.0,36.0,0.05220366952669385,0.1800586892563255,0.025580770302412008,0.17820088098220863,0.56640625
18,5,V,full_dim,128,8,1024,52.0,36.0,1.7952593229507367e-05,0.0033522825487882837,8.812173572213763e-06,0.0033211825529364802,0.9921875
18,5,V,subspace_k16,16,64,1024,52.0,36.0,3.537217975386631,1.4988774643240728,0.2414963174736235,0.5301738287308624,0.0
18,5,V,subspace_k32,32,32,1024,52.0,36.0,2.295337497530877,1.199429739051268,0.6618408069402956,0.8552853096224916,0.0
18,5,V,subspace_k48,48,21,1008,52.0,36.0,0.07262181689515823,0.2120609279096995,0.035721009559805186,0.20989708614388713,0.4609375
18,5,V,subspace_k64,64,16,1024,52.0,36.0,0.05223381181199335,0.18011776258890944,0.025593757474678326,0.17824370068236256,0.56640625
18,6,V,full_dim,128,2,256,59.0,26.0,0.15056050709012136,0.30795381307366343,0.07452999549543474,0.30417256039417934,0.39453125
18,6,V,subspace_k16,16,16,256,59.0,26.0,0.22518097593127626,0.37457416897034423,0.11046964844915504,0.36818217315871626,0.23046875
18,6,V,subspace_k32,32,8,256,59.0,26.0,0.14146413636749539,0.2969329925460136,0.06997310141475108,0.29362553084275644,0.3203125
18,6,V,subspace_k48,48,5,240,59.0,26.0,0.10230412997096011,0.25207307207949015,0.05072850662629755,0.25012350761471985,0.38671875
18,6,V,subspace_k64,64,4,256,59.0,26.0,0.0762865423018545,0.21783149627831264,0.037722841242816746,0.21585296476312368,0.46875
18,6,V,full_dim,128,4,512,59.0,26.0,0.006031707817499528,0.06146573865639843,0.002991056448369116,0.06112759802837814,0.81640625
18,6,V,subspace_k16,16,32,512,59.0,26.0,2.139331415102941,1.1542932554845506,0.6233782015237577,0.8376730617430458,0.0
18,6,V,subspace_k32,32,16,512,59.0,26.0,0.1414949582288509,0.2969694247766511,0.06998880930422065,0.2936632914424122,0.3203125
18,6,V,subspace_k48,48,11,528,59.0,26.0,0.10125268898171619,0.2507621658416798,0.050199198818467176,0.24866641640224874,0.38671875
18,6,V,subspace_k64,64,8,512,59.0,26.0,0.07122572431721019,0.21061998475306815,0.03530493834941107,0.20889385263014726,0.484375
18,6,V,full_dim,128,8,1024,59.0,26.0,1.993972143696192e-05,0.003549290378597492,9.912661553954907e-06,0.0035372808902755255,0.9921875
18,6,V,subspace_k16,16,64,1024,59.0,26.0,2.448389176732096,1.2312969130152376,0.2636911873693182,0.5583957179062427,0.0078125
18,6,V,subspace_k32,32,32,1024,59.0,26.0,2.86809843409709,1.3446708123851114,0.711372445796693,0.888380861696374,0.0
18,6,V,subspace_k48,48,21,1008,59.0,26.0,0.10125394195075427,0.2507632359964024,0.050199988646260255,0.24866633658634268,0.38671875
18,6,V,subspace_k64,64,16,1024,59.0,26.0,0.07118461932314504,0.21055628184157577,0.03528888822931875,0.2088511355746029,0.484375
18,7,V,full_dim,128,2,256,55.0,25.0,0.16537429644966442,0.3220087875760917,0.08161485980528074,0.317140653765985,0.32421875
18,7,V,subspace_k16,16,16,256,55.0,25.0,0.22210431677388123,0.37085757350158854,0.1109955760940192,0.366991023675243,0.23046875
18,7,V,subspace_k32,32,8,256,55.0,25.0,0.14761956694540265,0.3038041417467728,0.07363802124547333,0.3016763378137113,0.3515625
18,7,V,subspace_k48,48,5,240,55.0,25.0,0.10302387613618269,0.2531792352571901,0.051394454725619314,0.252179084713015,0.4375
18,7,V,subspace_k64,64,4,256,55.0,25.0,0.08086046263050387,0.22436491232248051,0.04017286448221273,0.22333095387264487,0.54296875
18,7,V,full_dim,128,4,512,55.0,25.0,0.006795242588563354,0.06516076071721592,0.003373279028849985,0.06495716194675333,0.82421875
18,7,V,subspace_k16,16,32,512,55.0,25.0,2.372620815358093,1.2201710562105477,0.630846605273561,0.8374385434123943,0.0
18,7,V,subspace_k32,32,16,512,55.0,25.0,0.14761513760606726,0.3037923729227157,0.07363488955104591,0.3016785590631989,0.34765625
18,7,V,subspace_k48,48,11,528,55.0,25.0,0.10131859856840429,0.25113021707443106,0.050460278496138065,0.2500298115451025,0.453125
18,7,V,subspace_k64,64,8,512,55.0,25.0,0.07513325280078051,0.21600687453070738,0.03755070567118196,0.2158060556042642,0.52734375
18,7,V,full_dim,128,8,1024,55.0,25.0,2.3215228488048235e-05,0.0038079768713915156,1.1471896693835069e-05,0.0037904387566977857,0.9921875
18,7,V,subspace_k16,16,64,1024,55.0,25.0,3.130375296049056,1.4167095509512095,0.2648104412607126,0.5574120484164725,0.00390625
18,7,V,subspace_k32,32,32,1024,55.0,25.0,3.1794444022927264,1.395903686662292,0.7334692981422747,0.8950430441616751,0.0
18,7,V,subspace_k48,48,21,1008,55.0,25.0,0.10131873699596308,0.251135761265123,0.05046102174936941,0.2500349933858999,0.45703125
18,7,V,subspace_k64,64,16,1024,55.0,25.0,0.07511678052338717,0.21597121737387887,0.037543553735361924,0.21576742869002974,0.52734375
19,0,V,full_dim,128,2,256,56.0,30.0,0.13324222188521195,0.2885923101083969,0.06538537299962036,0.2837107609020112,0.3671875
19,0,V,subspace_k16,16,16,256,56.0,30.0,0.17028316085904008,0.3233343479069968,0.08349938153852327,0.31765666135290593,0.2734375
19,0,V,subspace_k32,32,8,256,56.0,30.0,0.11843645913211562,0.2700970134415488,0.05833326894542014,0.2663522442685246,0.3671875
19,0,V,subspace_k48,48,5,240,56.0,30.0,0.08539919565522408,0.22940881315008854,0.04192712393079909,0.22653121625828923,0.42578125
19,0,V,subspace_k64,64,4,256,56.0,30.0,0.06470839317906979,0.19970964139182168,0.03198303231750055,0.1980928966062574,0.44921875
19,0,V,full_dim,128,4,512,56.0,30.0,0.005353145084355712,0.057730936360103846,0.002665274628458894,0.0576044587936705,0.7734375
19,0,V,subspace_k16,16,32,512,56.0,30.0,2.1742782373637777,1.1494552877031725,0.5993543718233325,0.8219410190253633,0.0
19,0,V,subspace_k32,32,16,512,56.0,30.0,0.11839894812513899,0.27006813342810254,0.05831507598315694,0.2663268187954536,0.36328125
19,0,V,subspace_k48,48,11,528,56.0,30.0,0.08410624915056572,0.22763591358241186,0.04126410231948112,0.22484491028794765,0.41796875
19,0,V,subspace_k64,64,8,512,56.0,30.0,0.05953051434181572,0.19155454664895177,0.02936550702087958,0.18993748969154495,0.4609375
19,0,V,full_dim,128,8,1024,56.0,30.0,1.735198318621264e-05,0.00328887515830673,8.59362812674792e-06,0.003274736318376283,0.98828125
19,0,V,subspace_k16,16,64,1024,56.0,30.0,3.173785958740217,1.4128419220025643,0.2400426677046696,0.5339826655556924,0.00390625
19,0,V,subspace_k32,32,32,1024,56.0,30.0,2.541772519942353,1.258506531519954,0.6715598400301204,0.8672040268314433,0.0
19,0,V,subspace_k48,48,21,1008,56.0,30.0,0.08410817912873311,0.22763834786573642,0.04126577129371066,0.22484770794824605,0.41796875
19,0,V,subspace_k64,64,16,1024,56.0,30.0,0.05953931864111619,0.19157453974165964,0.029376532706055062,0.18999550986017144,0.44921875
19,1,V,full_dim,128,2,256,55.0,26.0,0.2385293922434409,0.38437920845345425,0.1183148673226363,0.37855463591916283,0.39453125
19,1,V,subspace_k16,16,16,256,55.0,26.0,0.28435275802412735,0.4183267312533878,0.13911445140627815,0.4106396000475057,0.21875
19,1,V,subspace_k32,32,8,256,55.0,26.0,0.1875642277044644,0.340738487847793,0.09211538019588736,0.335810005950577,0.3359375
19,1,V,subspace_k48,48,5,240,55.0,26.0,0.1482918533090029,0.30289777969131687,0.07273881332084571,0.2986527240315662,0.41015625
19,1,V,subspace_k64,64,4,256,55.0,26.0,0.11282296959431048,0.2640728963407515,0.05598960100585193,0.2616184726931271,0.5
19,1,V,full_dim,128,4,512,55.0,26.0,0.009480079734021239,0.07662225046502838,0.004650679498232793,0.07577310712823734,0.828125
19,1,V,subspace_k16,16,32,512,55.0,26.0,6.1353289801256174,1.9544859829916126,0.8814582814349246,0.9769308491046066,0.0
19,1,V,subspace_k32,32,16,512,55.0,26.0,0.18760539535547133,0.3407754498872816,0.09212350383208612,0.3358503923086107,0.3359375
19,1,V,subspace_k48,48,11,528,55.0,26.0,0.14671860827290617,0.30121473684901756,0.07194073931062939,0.29714101444047986,0.4140625
19,1,V,subspace_k64,64,8,512,55.0,26.0,0.10582480686266099,0.2557157489400934,0.05247272346108847,0.25376060635702025,0.50390625
19,1,V,full_dim,128,8,1024,55.0,26.0,3.239099242808392e-05,0.0044763087708559095,1.6101621500588045e-05,0.004456082826350256,0.98828125
19,1,V,subspace_k16,16,64,1024,55.0,26.0,8.734635650760906,2.3492968429092427,0.3578443637732762,0.6456411732232399,0.00390625
19,1,V,subspace_k32,32,32,1024,55.0,26.0,5.134572933602633,1.7935352821533552,1.000871294218728,1.032345678030838,0.0
19,1,V,subspace_k48,48,21,1008,55.0,26.0,0.14672845936073453,0.3012280625585074,0.0719444598521846,0.2971491020644196,0.4140625
19,1,V,subspace_k64,64,16,1024,55.0,26.0,0.1058123514510392,0.2556907710797105,0.05246582860035019,0.2537212747484068,0.5
19,2,V,full_dim,128,2,256,68.0,28.0,0.11769065860649744,0.2719709384049074,0.05796806849312502,0.26883505020546516,0.3828125
19,2,V,subspace_k16,16,16,256,68.0,28.0,0.2007898938413445,0.35384788619378027,0.0997988242050796,0.34985575436112903,0.20703125
19,2,V,subspace_k32,32,8,256,68.0,28.0,0.13765989135904327,0.2936026570210257,0.06782635562713474,0.2897734435868444,0.27734375
19,2,V,subspace_k48,48,5,240,68.0,28.0,0.10126019168307962,0.2519747191456724,0.04999409862294567,0.24911884219330727,0.34375
19,2,V,subspace_k64,64,4,256,68.0,28.0,0.07878275518110217,0.22234319572017597,0.03884605895712798,0.2200898281197492,0.40234375
19,2,V,full_dim,128,4,512,68.0,28.0,0.004676085277097936,0.054180949133445254,0.0023340968766509145,0.05412334111553531,0.828125
19,2,V,subspace_k16,16,32,512,68.0,28.0,1.5929441665209736,0.9910312013147337,0.4313833303745392,0.7075357183970553,0.0
19,2,V,subspace_k32,32,16,512,68.0,28.0,0.1376184852169014,0.29356081314242743,0.06780957888048011,0.2897473531678669,0.2734375
19,2,V,subspace_k48,48,11,528,68.0,28.0,0.10067743190356428,0.2512314941475386,0.04968429501519331,0.24834766914372214,0.34765625
19,2,V,subspace_k64,64,8,512,68.0,28.0,0.07471316490254268,0.2165409313822953,0.036726213868332226,0.21390583409741545,0.41796875
19,2,V,full_dim,128,8,1024,68.0,28.0,1.624398870619526e-05,0.003190897926927846,8.087300991003401e-06,0.0031832736285794657,0.984375
19,2,V,subspace_k16,16,64,1024,68.0,28.0,2.052839875406844,1.12418374201316,0.20180017340810058,0.49146888898711183,0.0
19,2,V,subspace_k32,32,32,1024,68.0,28.0,2.1053697720558007,1.147510368997895,0.5103200825116319,0.7631081309325023,0.0
19,2,V,subspace_k48,48,21,1008,68.0,28.0,0.10067859268331397,0.25123385422954203,0.04968473826345867,0.24834984894055231,0.34765625
19,2,V,subspace_k64,64,16,1024,68.0,28.0,0.07470527798544237,0.21652504233765177,0.0367203275464626,0.2138818830730095,0.41796875
19,3,V,full_dim,128,2,256,61.0,23.0,0.12743818231136528,0.28224019723282745,0.06315680835174477,0.27933734381878955,0.34375
19,3,V,subspace_k16,16,16,256,61.0,23.0,0.18304614335953936,0.33696055667008395,0.09075268595338214,0.3328936516695372,0.19921875
19,3,V,subspace_k32,32,8,256,61.0,23.0,0.11955680249577749,0.2730240536419182,0.058913900209283464,0.2700149409723759,0.2890625
19,3,V,subspace_k48,48,5,240,61.0,23.0,0.08805297943617024,0.2343097731335273,0.043340464574736184,0.23154133380357955,0.3671875
19,3,V,subspace_k64,64,4,256,61.0,23.0,0.06630397595762941,0.2034741531325305,0.032730863542878075,0.20163940527634588,0.3984375
19,3,V,full_dim,128,4,512,61.0,23.0,0.0049556102566816465,0.05578630833311109,0.002471570148651808,0.05561836666598452,0.7734375
19,3,V,subspace_k16,16,32,512,61.0,23.0,1.7612622387404393,1.052218705974303,0.49948344292351926,0.7581274797441564,0.0
19,3,V,subspace_k32,32,16,512,61.0,23.0,0.11960527922791697,0.2730750727320991,0.05893947870165912,0.27006681006010264,0.2890625
19,3,V,subspace_k48,48,11,528,61.0,23.0,0.0873682887638271,0.23336512731575562,0.042985165082141126,0.2306702333634878,0.33203125
19,3,V,subspace_k64,64,8,512,61.0,23.0,0.0624004028806579,0.19749831976828774,0.030785530828159786,0.19550894577342237,0.4375
19,3,V,full_dim,128,8,1024,61.0,23.0,1.7393499582708018e-05,0.003303262539103113,8.615126942763255e-06,0.0032884719964467206,0.98828125
19,3,V,subspace_k16,16,64,1024,61.0,23.0,2.1098080227192657,1.174362058363715,0.20576754444664067,0.49545654273949724,0.0
19,3,V,subspace_k32,32,32,1024,61.0,23.0,1.8206010727886683,1.0628143136004446,0.5648921279287585,0.8002891792501226,0.0
19,3,V,subspace_k48,48,21,1008,61.0,23.0,0.0873684685601821,0.2333652518770563,0.04298533458732068,0.23067026196284401,0.33203125
19,3,V,subspace_k64,64,16,1024,61.0,23.0,0.06236647531528115,0.19745786386714242,0.030770213171495836,0.19546815530413603,0.43359375
19,4,V,full_dim,128,2,256,46.0,26.0,0.2719224866226589,0.41012688891062904,0.1334905828070738,0.4020286768602167,0.421875
19,4,V,subspace_k16,16,16,256,46.0,26.0,0.2963606374954857,0.4277953616797888,0.1430515982183287,0.4168229930337425,0.34375
19,4,V,subspace_k32,32,8,256,46.0,26.0,0.17668116087015912,0.3315310889901478,0.08482345783204351,0.3240549582669753,0.4609375
19,4,V,subspace_k48,48,5,240,46.0,26.0,0.12525551491314996,0.2781176080411456,0.060778024169012755,0.2737729084995127,0.53515625
19,4,V,subspace_k64,64,4,256,46.0,26.0,0.09736292888316997,0.245415210003525,0.04753141747711838,0.24224292783480125,0.60546875
19,4,V,full_dim,128,4,512,46.0,26.0,0.010756131536472195,0.08184886895250496,0.005237043756153158,0.08074574847393284,0.83984375
19,4,V,subspace_k16,16,32,512,46.0,26.0,4.855255060125982,1.7264950810719801,1.245267481455313,1.1185414045141373,0.0
19,4,V,subspace_k32,32,16,512,46.0,26.0,0.17674618194301683,0.33160052462812717,0.08483894275724874,0.3240860795385731,0.46875
19,4,V,subspace_k48,48,11,528,46.0,26.0,0.12357886029438711,0.2764680326409882,0.059833424962250116,0.2717125848797287,0.53125
19,4,V,subspace_k64,64,8,512,46.0,26.0,0.08744177903210745,0.2324231007195619,0.04272425296983695,0.22963253043216542,0.6328125
19,4,V,full_dim,128,8,1024,46.0,26.0,3.840298629131917e-05,0.004898010474217526,1.8928969809933558e-05,0.004852112336040506,0.99609375
19,4,V,subspace_k16,16,64,1024,46.0,26.0,6.16758959328951,1.9413828210225783,0.47030499940343756,0.728952850314758,0.0
19,4,V,subspace_k32,32,32,1024,46.0,26.0,5.005103707505013,1.7794218426220496,1.3431663675738492,1.1526579077065775,0.0
19,4,V,subspace_k48,48,21,1008,46.0,26.0,0.12356914933526411,0.27645699430868964,0.05983137855527558,0.27171091702374767,0.53125
19,4,V,subspace_k64,64,16,1024,46.0,26.0,0.087395370554439,0.23235646516571995,0.04267937096365535,0.2295099867510623,0.6328125
19,5,V,full_dim,128,2,256,55.0,26.0,0.41991223428408014,0.5117119634353822,0.20374059167841185,0.49468346471613406,0.49609375
19,5,V,subspace_k16,16,16,256,55.0,26.0,0.5108220427415392,0.563462356231162,0.24463639085481553,0.5427078825248076,0.25390625
19,5,V,subspace_k32,32,8,256,55.0,26.0,0.3245557042686114,0.44896631457411773,0.15706165412287132,0.43959743047513133,0.375
19,5,V,subspace_k48,48,5,240,55.0,26.0,0.24578497187436038,0.3901957753677632,0.11657732776657616,0.3782927350604459,0.4453125
19,5,V,subspace_k64,64,4,256,55.0,26.0,0.19336683173519686,0.34583154463967564,0.09331181013490202,0.3364946206958675,0.46484375
19,5,V,full_dim,128,4,512,55.0,26.0,0.01637081581442082,0.10120527472296899,0.007990101505211195,0.0997714922736891,0.84375
